Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Tip pr. odseka;Tip avt. stevca;Leto roc. (avt.) stetja;Ime stevnega mesta;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tez. tov. nad 7t;Tov. s prik.
R2;441;1298;MURSKA SOBOTA-VESCICA;1000;4.000;345;O;QLD-6 sel;;Cernelavci;9.755;21;9.216;63;292;64;50;49
R2;441;1298;VESCICA-GEDEROVCI;4000;10.200;334;O;QLD-5; ;Gederovci;5.335;27;4.996;37;137;49;49;40
R2;441;1298;GEDEROVCI-MP GEDEROVCI;10200;10.931;142;O;QLD-3; ;MP Gederovci;3.652;9;3.567;15;61;0;0;0
R2;442;1318;MARTJANCI-MORAVSKE TOPLICE;0;3.970;;P; ; ; ;6.000;35;5.772;15;80;70;18;10
R2;442;1318;MORAVSKE TOPLICE-DOBROVNIK;3970;13.831;494;O;QLD-3; ;Filovci;2.366;10;2.191;20;60;35;30;20
R2;442;1319;DOBROVNIK-DOLGA VAS;0;10.125;358;O;;06x4;Genterovci;3.841;24;3.368;34;161;57;81;116
R2;443;0323;DOL.LAKOS-LENDAVA;0;1.700;;P; ; ; ;8.000;27;7.599;44;150;50;50;80
R2;443;1320;LENDAVA-DOLINA;0;6.000;;P; ; ; ;1.600;12;1.560;5;19;4;0;0
R2;443;1320;DOLINA-MP PINCE;6000;7.650;675;O;QLD-5; ;MP Pince;457;4;427;4;13;5;3;1
R2;444;1451;RAZDRTO;0;1.864;;P; ; ; ;1.500;11;1.117;12;50;60;100;150
R2;444;1497;PODNANOS - MANCE;0;1.298;;P; ; ; ;400;0;367;0;8;20;5;0
R2;444;0345;MANCE-VIPAVA;0;1.429;;P; ; ; ;1.500;9;1.331;1;70;40;9;40
R2;444;1473;VIPAVA;0;1.400;;P; ; ; ;5.000;16;4.798;16;70;40;25;35
R2;444;1473;VIPAVA-AJDOVSCINA;1400;7.040;624;O;QLD-5; ;Log pri Vipavi;5.609;64;5.143;41;192;101;46;22
R2;444;0387;AJDOVSCINA (OBVOZNICA);0;1.960;;P; ; ; ;3.900;25;3.600;20;60;130;50;15
R2;444;0346;AJDOVSCINA-SELO;0;8.550;688;O;QLD-6 sel;;Ajdovscina 2;6.227;67;5.755;58;225;63;40;19
R2;444;0347;SELO-TRI HISE;0;8.600;81;O;QLD-6 sel; ;Ozeljan;5.204;56;4.816;38;192;59;30;13
R2;444;0347;TRI HISE-AJSEVICA;8600;10.600;;P; ; ; ;9.000;29;7.920;37;496;253;107;158
R2;444;0347;AJSEVICA - NOVA GORICA;10600;15.350;;P; ; ; ;2.600;13;2.433;28;74;38;7;7
R2;444;0365;NOVA GORICA;0;690;;P; ; ; ;7.100;35;6.648;74;204;104;17;18
R2;444;0348;NOVA GORICA-MP ROZNA DOLINA;0;130;654;O;QLD-3; ;MP Rozna Dolina;6.006;44;5.896;5;61;0;0;0
R2;445;0349;SENOZECE-STORJE;0;8.700;;P; ; ; ;2.000;15;1.580;15;160;100;40;90
R2;445;0349;STORJE-SEZANA;8700;14.185;613;O;QLD-3; ;Storje;3.408;20;3.023;20;160;55;60;70
R2;445;0350;SEZANA-FERNETICI;0;2.500;;P; ; ; ;4.000;8;3.762;20;85;49;26;50
R2;445;0350;FERNETICI-MP FERNETICI;2500;2.928;;P; ; ; ;3.500;8;3.206;18;81;47;50;90
R2;446;1016;SEZANA-DIVACA;0;9.770;206;O;QLD-5; ;Sezana;4.571;58;3.988;14;287;85;83;56
R2;447;0286;MEDLOG-PETROVCE;0;3.306;69;O;QLD-6; ;Dresinja vas;15.345;89;14.126;141;615;188;109;77
R2;447;0287;PETROVCE-ZALEC;0;1.519;;P; ; ; ;10.100;60;9.140;90;470;220;45;75
R2;447;0367;ZALEC-VRBENSKO POLJE;0;2.220;;P; ; ; ;7.600;50;6.979;60;360;100;50;1
R2;447;0367;VRBENSKO POLJE-SEMPETER;2220;5.839;609;O;QLD-6; ;Sempeter;13.772;103;12.637;102;636;148;93;53
R2;447;0288;SEMPETER-LATKOVA VAS;0;591;;P; ; ; ;8.200;70;7.101;100;608;170;101;50
R2;447;0289;LATKOVA VAS-SENTRUPERT;0;1.420;;P; ; ; ;8.000;70;6.736;81;697;220;115;81
R2;447;0290;SENTRUPERT-VRANSKO;0;9.000;64;O;QLD-6; ;Tabor;10.472;98;8.675;59;962;265;250;163
R2;447;0290;VRANSKO-LOCICA;9000;11.905;;P; ; ; ;6.000;45;5.165;25;380;150;160;75
R2;447;0291;LOCICA-TROJANE;0;6.066;71;O;;01x1;Trojane 1;2.500;60;1.970;25;300;100;15;30
R2;447;0292;TROJANE-LUKOVICA;0;15.000;72;O;QLD-6; ;Trojane;4.722;60;3.350;53;392;189;256;422
R2;447;0292;LUKOVICA - ZELODNIK;15000;21.857;332;O;QLD-6; ;Sentvid;8.650;69;6.806;77;581;323;319;475
R2;447;0293;ZELODNIK-DOMZALE;0;4.285;610;O;QLD-6; ;Zelodnik;13.627;82;11.237;104;902;357;423;522
R2;447;0294;DOMZALE-STOB;0;1.560;;P; ; ; ;14.100;70;12.300;100;900;270;260;200
R2;447;0294;STOB-TRZIN;1560;2.603;54;O;QLD-5; ;Depala vas;18.444;90;16.226;126;1.202;285;281;234
R2;448;1510;KARTELJEVO-PRIKLJ. NM ZAHOD;0;2.500;;P; ; ; ;400;2;323;10;50;5;5;5
R2;448;0222;KARTELJEVO-LOCNA;0;2.230;;P; ; ; ;600;2;520;10;50;8;5;5
R2;448;1512;NOVO MESTO (LOCNA-MACKOVEC);0;935;;P; ; ; ;3.000;10;2.535;70;280;50;30;25
R2;448;0223;MACKOVEC-LESNICA;0;880;;P; ; ; ;3.000;10;2.640;50;250;20;10;20
R2;450;1404;HOCE-LETALISCE MARIBOR;0;4.460;;P; ; ; ;1.700;15;1.400;15;160;100;5;5
R2;451;1448;ARJA VAS-ZALEC;0;2.090;70;O;QLD-5; ;Zalec;6.766;6;5.844;42;416;143;162;153
R3;601;7507;BORJANA-ROBIDISCE;0;9.832;;P; ; ; ;35;1;29;0;3;1;1;0
R3;602;1032;STARO SELO-BREGINJ-MOST;0;16.725;93;O;;04x4;Staro selo - Breginj;810;8;721;6;40;20;14;1
R3;603;1041;MOST NA SOCI-USNIK;0;4.271;;P; ; ; ;1.900;40;1.605;15;130;55;35;20
R3;604;5701;ROCINJ-LIG;0;9.995;;P; ; ; ;220;10;175;0;25;8;2;0
R3;605;5702;KAMBRESKO-KUSCAR-LIVEK;0;19.538;;P; ; ; ;125;5;106;0;12;2;0;0
R3;606;5703;KANAL-LIG-MISCEK-NEBLO;0;35.376;455;O;;03x4;Kanal;230;7;203;1;14;4;1;0
R3;607;5723;PREVAL-GRGAR-CEPOVAN;0;14.133;98;O;;04x4;Grgar;540;6;489;2;30;10;2;1
R3;608;1067;SOLKAN-GRGAR;0;3.000;;P; ; ; ;1.800;36;1.666;8;40;25;20;5
R3;608;1067;GRGAR-LOKVE;3000;19.400;225;O;;03x4;Solkan - Lokve;1.100;9;1.035;3;32;12;5;4
R3;608;1065;LOKVE-CEPOVAN;0;5.440;224;O;;03x4;Lokve;70;6;62;0;1;1;0;0
R3;608;1068;CEPOVAN-DOL.TREBUSA;0;10.870;449;O;;03x4;Dolenja Trebusa 2;280;8;250;0;17;2;2;1
R3;609;2117;AJDOVSCINA-PREDMEJA;0;11.622;456;O;;06x1;Lokavec;658;9;604;2;29;10;4;0
R3;609;1064;PREDMEJA-LOKVE;0;11.575;;P; ; ; ;120;20;86;1;4;9;0;0
R3;609;1066;CEPOVAN-MOST NA SOCI;0;13.220;;P; ; ; ;180;5;157;0;14;4;0;0
R3;610;1370;D.TREBUSA-SP.IDRIJA;0;21.990;390;O;;03x4;Dolenja Trebusa;150;1;144;0;4;0;1;0
R3;610;1371;PECNIK(MAROF)-ZIRI;0;10.546;;P; ; ; ;500;8;438;9;24;8;8;5
R3;611;1024;DORNBERK-SELO;0;5.150;208;O;;03x1;Selo;1.900;8;1.650;25;132;51;19;15
R3;612;1042;PLAVE-GONJACE;0;6.190;213;O;;04x4;Plave;610;9;542;2;40;14;3;0
R3;613;1437;AJSEVICA-KROMBERK;0;2.200;209;O;QLD-6 sel; ;Kromberk;16.203;66;14.849;45;762;172;138;171
R3;613;1437;KROMBERK-NOVA GORICA;2200;3.960;;P; ; ; ;20.000;54;17.973;70;930;475;200;298
R3;614;1046;SEMPETER-MIREN;0;5.536;470;O;QLD-5; ;Miren;4.096;37;3.673;14;237;51;62;22
R3;614;1047;MIREN-OPATJE SELO;0;7.771;;P; ; ; ;750;5;695;3;24;15;4;4
R3;614;1048;OPATJE SELO-KOMEN;0;14.885;215;O;;05x4;Kostanjevica;600;15;513;8;40;16;6;2
R3;614;1049;KOMEN-STANJEL;0;8.815;216;O;;01x4;Stanjel;1.100;40;911;4;60;35;42;8
R3;614;1050;STANJEL-MANCE;0;11.750;217;O;;06x1;Mance;1.011;11;909;4;55;21;8;3
R3;615;5736;TRI HISE-PRIKLJUCEK VOGRSKO;0;2.850;473;O;QLD-3; ;Vogrsko 2;4.747;50;4.181;13;271;85;105;42
R3;615;5736;PRIKL.  VOGRSKO-VOLCJA DRAGA;2850;6.257;252;O;QLD-6 sel; ;Vogrsko;7.814;28;6.734;20;475;144;214;199
R3;615;5740;VOLCJA DRAGA-RENCE;0;3.200;472;O;QLD-5; ;Bukovica;2.824;31;2.499;8;161;47;56;22
R3;615;5740;RENCE-KRIZ. CIJAN;3200;4.975;;P; ; ; ;3.500;15;3.055;35;243;100;35;17
R3;616;1056;GORJANSKO-KLARICI;0;10.095;422;O;;05x4;Brestovica;280;6;250;2;17;4;1;0
R3;617;1054;KOMEN-GORJANSKO;0;3.257;218;O;;05x4;Komen;1.400;20;1.276;6;66;23;8;1
R3;617;1055;GORJANSKO-ZEKENC;0;2.876;;P; ; ; ;500;3;482;1;13;1;0;0
R3;618;6807;BRANIK-KOMEN;0;7.725;457;O;;05x4;Tomacevica;700;11;601;7;53;21;6;1
R3;618;6805;KOMEN -KRAJNA VAS;0;8.104;458;O;;05x4;Volcji Grad;1.100;11;973;4;72;31;8;1
R3;618;6804;KRAJNA VAS-DUTOVLJE;0;2.320;;P; ; ; ;900;9;814;5;42;25;5;0
R3;619;1025;DUTOVLJE-REPENTABOR;0;5.422;419;O;;06x1;Dutovlje - Repentabor;1.589;14;1.444;6;69;27;26;3
R3;620;6831;STORJE-STANJEL;0;11.249;453;O;;05x4;Ponikve;600;7;531;4;38;15;3;2
R3;621;1412;KALCE-PODKRAJ;0;15.000;497;O;;03x4;Hrusica;1.100;15;967;2;91;15;7;3
R3;621;1412;PODKRAJ-COL;15000;19.927;;P; ; ; ;1.200;11;1.014;5;105;49;8;8
R3;622;6845;DIVACA-GORICE;0;3.850;59;O;;05x4;Vremski Britof 1;2.200;16;1.946;8;108;51;36;35
R3;622;6848;GORICE-KOSANA-KAL;0;16.245;80;O;;04x1;Vremski Britof 2;530;0;466;1;40;13;5;5
R3;623;3718;KASTELEC-PODGORJE;0;10.928;505;O;;04x1;Podgorje;400;4;371;3;16;3;1;2
R3;624;3721;LOKA-PODPEC-RAKITOVEC;0;15.513;501;O;;04x1;Rakitovec;30;2;26;1;0;1;0;0
R3;625;1061;BERTOKI-DVORI;0;7.500;221;O;QLD-3; ;Vrtine;4.764;55;4.515;13;23;150;6;2
R3;625;1061;DVORI-GRACISCE;7500;14.206;;P; ; ; ;600;25;526;1;21;20;7;0
R3;626;3726;GRACISCE-BREZOVICA;0;8.517;732;O;;04x1;Brezovica;80;1;79;0;0;0;0;0
R3;627;3716;CRNI KAL - OSP;0;4.220;;P; ; ; ;300;1;287;6;6;0;0;0
R3;628;1427;SECOVLJE-DRAGONJA;0;3.050;702;O;QLD-5; ;Dragonja;2.626;38;2.276;18;158;103;31;2
R3;629;1381;VALETA-PIRAN;0;793;;P; ; ; ;11.100;30;10.450;30;292;191;58;49
R3;629;1479;VALETA-BELI KRIZ-PIRAN;0;2.863;192;O;QLD-5; ;Beli kriz;6.102;98;5.625;32;234;73;34;6
R3;630;1069;PREM-OBROV;0;18.596;226;O;;03x1;Prem;280;3;246;4;20;4;2;1
R3;630;1070;OBROV-GOLAC;0;8.650;;P; ; ; ;160;2;127;1;13;1;6;10
R3;631;3223;STAROD-MEJA RH;0;3.130;;P; ; ; ;15;0;15;0;0;0;0;0
R3;632;1378;IL.BISTRICA-ZABICE;0;9.570;396;O;;04x1;Vrbovo;1.490;10;1.397;8;60;7;3;5
R3;632;1378;ZABICE-NOVOKRACINE;9570;17.660;;P; ; ; ;150;1;143;1;3;1;1;0
R3;632;3224;JELSANE-NOVOKRACINE;0;3.441;;P; ; ; ;390;5;358;5;12;9;0;1
R3;633;1099;BITNJE-JEREKA;0;1.934;239;O;;04x4;Jereka;1.650;6;1.538;20;65;15;1;5
R3;633;1098;JEREKA-JEZERO;0;6.800;;P; ; ; ;1.500;15;1.400;15;45;18;3;4
R3;634;1104;JAVORNIK-GORJE;0;8.264;241;O;;06x4;Kocna;1.560;22;1.427;5;82;19;4;1
R3;634;1094;GORJE-BLED;0;3.430;235;O;QLD-5; ;Spodnje Gorje;4.585;54;4.176;53;178;69;43;12
R3;635;1121;LESCE-K.GORICA-LIPNICA;0;11.355;250;O;QLD-5; ;Kamna Gorica;1.988;34;1.782;19;84;42;21;6
R3;635;1122;LIPNICA-KROPA;0;2.000;251;O;;06x4;Kamna Gorica 2;1.238;20;1.100;35;56;18;6;3
R3;635;1122;KROPA-RUDNO;2000;15.217;;P; ; ; ;700;5;612;15;44;5;17;2
R3;635;1127;RUDNO-CESNJICA;0;2.270;;P; ; ; ;1.060;10;961;5;50;8;19;7
R3;636;1126;LIPNICA-GOBOVCE;0;5.930;254;O;;06x4;Kamna Gorica 3;2.086;19;1.753;23;93;42;92;64
R3;636;1126;GOBOVCE-PODBREZJE;5930;7.420;;P; ; ; ;4.000;17;3.728;25;130;20;10;70
R3;636;1126;PODBREZJE-PODTABOR;7420;9.350;;P; ; ; ;3.000;3;2.838;12;50;17;50;30
R3;636;1126;PODTABOR-ZVIRCE;9350;10.000;;P; ; ; ;1.500;2;1.426;2;20;10;30;10
R3;637;0368;HRUSICA-PLAVZ;0;2.450;530;O;QLD-5; ;Jesenice zahod;7.790;54;6.772;195;506;96;107;60
R3;637;0368;PLAVZ-JESENICE;2450;4.250;;P; ; ; ;13.000;40;12.200;200;300;120;75;65
R3;637;0368;JESENICE-JAVORNIK;4250;6.370;531;O;QLD-6; ;SL Javornik;15.821;66;14.644;208;594;135;84;90
R3;637;0206;JAVORNIK-ZIROVNICA;0;5.050;603;O;QLD-5; ;Moste pri Zirovnici;6.364;62;5.798;77;250;80;33;64
R3;637;1459;ZIROVNICA-VRBA;0;3.580;;P; ; ; ;5.000;27;4.513;90;200;80;40;50
R3;638;1131;ZIROVNICA-BEGUNJE;0;6.290;256;O;;06x4;Begunje 1;1.654;25;1.504;21;77;17;5;5
R3;638;1132;BEGUNJE-BISTRICA(TRZIC);0;10.420;257;O;;05x4;Begunje 2;1.000;25;919;9;39;5;2;1
R3;639;1141;LJ(SENTVID-SMARTNO);0;3.000;325;O;Prazno;05 QLD6  ;Lj Tacen;11.290;66;10.582;64;439;77;42;20
R3;639;1141;LJ(SMARTNO)-VODICE;3000;10.800;260;O;QLD-6;;Povodje;2.614;24;2.393;17;126;27;16;11
R3;639;1142;VODICE-SP.BRNIK;0;4.000;464;O;QLD-5; ;Vodice;7.523;11;6.845;22;462;84;66;33
R3;639;1142;SP.BRNIK;4000;5.100;261;O;QLD-5;;Spodnji Brnik;6.035;30;5.446;23;400;66;45;25
R3;639;1143;SP.BRNIK-CERKLJE;0;4.558;;P; ; ; ;3.600;19;3.422;19;73;37;26;4
R3;640;1373;RAKEK-LOGATEC;0;14.035;392;O;;03x4;Logatec;3.000;23;2.693;25;166;59;16;18
R3;641;1369;LJUBLJANICA-POL.GRADEC;0;9.100;;P; ; ; ;300;0;228;8;25;25;11;3
R3;641;1369;POL.GRADEC-DOBROVA;9100;19.500;389;O;;03x4;Dvor;2.700;10;2.480;27;120;40;19;4
R3;641;1369;DOBROVA-LJ(DOLGI MOST);19500;23.456;;P; ; ; ;5.300;5;4.800;64;165;162;88;16
R3;642;1146;VRHNIKA-PODPEC;0;16.678;265;O;QLD-5; ;Borovnica;3.043;33;2.781;13;131;40;26;19
R3;642;1147;PODPEC-IG;0;8.960;266;O;;04x4;Jezero;1.320;30;1.174;12;70;16;8;10
R3;642;1150;IG;0;820;;P; ; ; ;3.600;57;3.302;21;111;55;21;33
R3;642;1360;IG-LJ(PERUZZIJEVA);0;7.413;383;O;QLD-5; ;Ig 2;6.857;38;6.333;42;308;72;52;12
R3;643;1436;PODPEC-RAKITNA;0;11.200;700;O;;05x4;Preserje;1.300;30;1.154;12;70;16;8;10
R3;643;1362;RAKITNA-CERKNICA;0;18.195;;P; ; ; ;300;57;2;21;111;55;21;33
R3;644;1356;LJ(SMARTIN.)-SENTJAKOB;0;3.931;380;O;QLD-6 sel; ;Sneberje;9.153;60;8.473;57;418;78;51;16
R3;644;1357;SENTJAKOB-DOMZALE;0;6.180;381;O;QLD-6 sel; ;Podgorica;8.879;54;8.114;39;479;99;70;24
R3;644;1358;DOMZALE-DUPLICA;0;6.090;382;O;QLD-6 sel; ;Nozice;11.267;59;10.152;78;588;137;134;119
R3;645;1188;LJ(LITIJSKA)-ZADVOR;0;2.672;;P; ; ; ;4.100;26;3.959;33;57;19;4;2
R3;645;1189;ZADVOR-SMARTNO/LITIJI;0;26.433;437;O;;06x4;Besnica;1.157;12;1.066;5;48;13;12;1
R3;646;1194;SKOFLJICA - SMARJE-SAP;0;3.726;;P; ; ; ;700;11;552;50;52;25;4;6
R3;646;1443;SMARJE-SAP - CIKAVA;0;2.761;288;O;;06x4;Smarje - Sap;3.494;23;3.106;62;203;58;30;12
R3;646;1444;CIKAVA - GROSUPLJE;0;2.141;273;O;QLD-5; ;Cikava;10.363;45;9.091;76;570;174;248;159
R3;646;1195;GROSUPLJE-IVANCNA GOR.;0;13.815;436;O;QLD-5; ;Zgornja Draga;1.803;23;1.544;21;97;39;55;24
R3;646;1196;IVANCNA GORICA(STUDENEC)-GRM;0;6.065;289;O;QLD-6; ;Ivancna Gorica;10.288;39;9.025;20;568;146;237;253
R3;646;1197;GRM-PLUSKA;0;8.301;;P; ; ; ;750;2;677;2;32;20;7;10
R3;647;1172;PEROVO-GROSUPLJE;0;1.480;;P; ; ; ;6.400;70;5.868;86;223;125;9;19
R3;647;1151;GROSUPLJE;0;250;;P; ; ; ;8.600;93;7.894;114;296;166;12;25
R3;647;1173;GROSUPLJE-MLACEVO;0;2.350;275;O;QLD-5; ;Veliko Mlacevo;6.266;49;5.625;31;353;69;99;40
R3;647;1174;MLACEVO-PLESIVICA;0;3.230;276;O;;06x4;Veliko Mlacevo 2;2.528;12;2.322;11;123;34;16;10
R3;647;1174;PLESIVICA-KRKA;3230;15.062;;P; ; ; ;270;3;251;2;9;3;1;1
R3;647;1368;MLACEVO-VIDEM;0;12.000;388;O;QLD-5; ;Malo Mlacevo;2.771;18;2.488;17;125;56;42;25
R3;647;1368;VIDEM-RASICA;12000;18.935;;P; ; ; ;1.530;31;1.410;12;43;27;4;3
R3;648;2912;VIDEM-PRI CERKVI STRUGE;0;10.392;;P; ; ; ;310;2;283;3;13;9;0;0
R3;648;3601;PRI CERKVI STRUGE-ZVIRCE;0;4.800;461;O;;05x1;Zvirce 1;300;2;266;5;15;9;1;2
R3;648;3601;ZVIRCE-SMUKA;4800;14.695;463;O;;05x1;Zvirce 3;200;2;170;5;13;7;1;2
R3;649;2915;ZAGRADEC-AMBRUS-ZVIRCE;0;10.951;462;O;;05x1;Zvirce 2;100;2;87;0;8;1;0;2
R3;650;1159;ZUZEMBERK-PLUSKA;0;13.762;269;O;QLD-5; ;Dobrava;624;3;541;10;34;12;17;7
R3;650;1160;PLUSKA-TREBNJE(STEFAN);0;1.839;;P; ; ; ;1.500;18;1.257;111;67;29;5;13
R3;650;1161;TREBNJE(STEFAN)-TREBNJE;0;1.800;;P; ; ; ;4.300;10;3.838;25;218;94;56;59
R3;651;1198;TREBNJE-NM(BUCNA VAS);0;15.959;290;O;QLD-3; ;Mirna Pec;3.163;20;2.806;12;153;103;25;44
R3;651;0399;NOVO MESTO (BUCNA VAS-KRKA);0;1.090;118;O;QLD-6; ;NM Obvoznica;11.000;19;9.450;22;800;268;213;228
R3;651;0252;KARTELJEVO-V. BUCNA VAS;0;1.900;194;O;QLD-5; ;NM Karteljevo;5.636;12;4.846;39;398;104;121;116
R3;651;0252;V. BUCNA VAS-NM BUCNA VAS;1900;2.525;63;O;QLD-3; ;NM Bucna vas;9.000;50;7.415;45;750;230;270;240
R3;652;1457;MORAVCE-CATEZ;0;6.200;283;O;;06x4;Velika Loka;2.411;20;2.121;7;144;54;36;29
R3;652;1457;CATEZ-TREBNJE;6200;15.470;;P; ; ; ;450;2;423;2;10;8;5;0
R3;653;1363;SODRAZICA-HRIB;0;11.150;385;O;;04x4;Travna gora;1.000;2;900;5;65;25;1;2
R3;653;1364;HRIB-PODPLANINA;0;18.860;506;O;;04x4;MP Podplanina;40;1;37;0;1;1;0;0
R3;654;3611;STALCERJI-KOC. REKA;0;5.835;465;O;;05x1;Kocevska Reka;1.200;8;1.076;16;46;11;11;32
R3;655;6643;DOL. VAS - GOTEN. - KOC. REKA;0;16.525;162;O;;05x1;Grcarice;700;2;621;5;45;10;6;11
R3;656;3651;KOCEVSKA REKA-BOROVEC;0;6.035;;P; ; ; ;200;5;174;4;17;0;0;0
R3;656;3619;BOROVEC - DRAGARJI;0;3.498;;P; ; ; ;50;1;44;1;4;0;0;0
R3;656;3650;DRAGARJI-OSILNICA;0;5.173;;P; ; ; ;0;0;0;0;0;0;0;0
R3;657;3610;PETRINA-GRIVAC-MIRTOVICI;0;11.325;;P; ; ; ;350;10;301;6;31;1;1;0
R3;657;1345;BOSLJIVA LOKA-OSILNICA;0;9.520;445;O;;04x1;Osilnica;150;0;136;1;13;0;0;0
R3;658;2517;DOBLICE-SV.ANA-STARI TRG;0;9.865;468;O;;05x4;Stari trg;550;9;483;4;41;10;2;1
R3;658;1450;STARI TRG;0;1.203;;P; ; ; ;570;2;562;1;3;1;0;1
R3;658;1433;STARI TRG-BREZOVICA;0;8.464;452;O;;05x4;Jelenja vas;550;10;486;7;32;12;1;2
R3;659;3616;STARI TRG-KOT;0;3.599;;P; ; ; ;250;1;214;8;17;6;1;3
R3;659;2515;KOT-SODEVCI;0;780;509;O;;04x1;MP Sodevci;40;0;37;0;3;0;0;0
R3;660;1179;CRNOMELJ-DOLENJCI;0;9.810;281;O;;05x1;Dolenjci 1;850;11;771;18;42;3;3;2
R3;660;1342;DOLENJCI-VRHOVCI;0;3.680;451;O;;05x1;Dolenjci 2;1.000;13;909;12;51;5;5;5
R3;660;1342;VRHOVCI-ZUNICI;3680;8.730;;P; ; ; ;420;2;399;6;9;2;1;1
R3;660;1342;ZUNICI-MP ZUNICI;8730;9.390;508;O;;04x1;MP Zunici;17;0;17;0;0;0;0;0
R3;661;1210;MEJA RH-DRASICI;0;5.000;301;O;;05x1;Drasici;570;0;511;4;40;5;8;2
R3;661;1210;DRASICI-METLIKA;5000;9.270;;P; ; ; ;2.500;12;2.354;15;75;27;14;3
R3;662;5407;METLIKA-RADOVICI;0;3.000;;P; ; ; ;1.600;7;1.506;10;48;18;9;2
R3;662;5407;RADOVICI-MP BOZAKOVO;3000;8.130;525;O;;04x1;MP Bozakovo;50;0;48;0;2;0;0;0
R3;663;5401;BUSINJA VAS-RADOVICA;0;4.594;;P; ; ; ;200;4;165;1;10;11;9;0
R3;663;5404;RADOVICA-OSTRIZ;0;3.500;;P; ; ; ;100;0;92;0;7;1;0;0
R3;664;2501;GABER- URSNA SELA-NOVO MESTO;0;22.107;164;O;QLD-5; ;Ljuben;1.596;20;1.456;9;75;18;14;4
R3;665;1191;LJUBEZ V LAZIH-SOPOTA;0;15.100;;P; ; ; ;240;2;220;2;8;6;1;1
R3;665;1191;SOPOTA-RADECE;15100;28.133;285;O;QLD-5; ;Jagnjenica;1.281;39;1.138;8;49;39;5;3
R3;666;8115;SOPOTA-PODKUM-ZAGORJE;0;10.370;703;O;;04x1;Zagorje 3;1.010;0;949;11;35;11;2;2
R3;667;1385;ZBURE-SMARJESKE TOPLICE;0;5.140;;P; ; ; ;1.500;13;1.278;20;114;30;35;10
R3;667;1385;SMARJESKE TOPLICE-OTOCEC;5140;11.000;402;O;QLD-3; ;Smarjeske Toplice;3.728;13;3.362;33;158;72;70;20
R3;667;1385;OTOCEC-MACKOVEC;11000;12.860;;P; ; ; ;3.000;10;2.750;30;150;60;0;0
R3;667;0259;NOVO MESTO (MACKOVEC-KRKA);0;1.800;159;O;QLD-6; ;NM Krka;8.300;10;7.470;120;480;110;60;50
R3;668;5846;GABRJE-RATEZ;0;5.581;;P; ; ; ;700;5;645;6;25;2;9;8
R3;669;1202;DOBRUSKA V.-SENTJERNEJ;0;5.702;293;O;QLD-5; ;Drama;2.263;17;1.988;8;100;60;66;24
R3;670;1244;BIZELJSKO - ORESJE;0;5.260;435;O;;00x1;MP Bizeljsko (Oresje);150;3;137;0;10;0;0;0
R3;671;2237;KRIZAJ-PODBOCJE-SUTNA;0;3.846;191;O;;04x4;Podbocje;640;5;591;4;25;7;7;1
R3;671;3921;SUTNA-PLANINA/PODBOCJU;0;9.814;;P; ; ; ;20;0;18;1;1;0;0;0
R3;672;1337;IMPOLJCA-ZAVRATEC;0;4.900;;P; ; ; ;1.000;2;907;20;45;23;2;1
R3;672;1338;ZAVRATEC-SMEDNIK;0;9.229;369;O;;05x4;Raka;1.000;5;910;12;54;12;5;2
R3;672;3927;SMEDNIK-ZAMESKO-KOSTANJEVICA;0;9.257;183;O;;04x1;Dolenje Ravno;710;1;618;7;35;25;15;9
R3;673;1340;DRNOVO-KRIZAJ;0;5.705;371;O;QLD-6 sel; ;Malo Mrasevo;2.753;25;2.459;9;156;38;39;27
R3;674;1384;ZAVRATEC-SKOCJAN;0;10.495;401;O;;03x4;Skocjan 2;1.150;10;1.005;15;65;26;14;15
R3;675;1207;CATEZ OB SAVI-MOKRICE;0;7.479;184;O;;04x4;Ribnica;950;5;827;6;50;13;40;9
R3;675;1481;MOKRICE - OBREZJE - SLOV. VAS;0;2.687;677;O;QLD-3; ;MP Slovenska vas;2.721;5;2.678;3;27;8;0;0
R3;676;2204;SP. POHANCA-KAPELE;0;10.120;471;O;;03x1;Artice;2.150;12;1.971;32;84;29;9;13
R3;676;2212;KAPELE;0;1.028;;P; ; ; ;2.100;6;1.940;30;77;28;5;14
R3;676;2216;KAPELE-RAKOVEC;0;2.515;513;O;;04x4;MP Rakovec;40;0;40;0;0;0;0;0
R3;677;2203;MP  NOVA VAS-PISECE;0;6.019;515;O;;04x4;MP Nova vas;50;0;49;0;1;0;0;0
R3;677;2202;PISECE-ZG.POHANCA-KRSKO;0;17.355;185;O;;04x4;Zgornja Pohanca;500;4;474;2;17;2;1;0
R3;678;2215;ST.VAS-FIGAROV MOST;0;755;514;O;;04x4;MP Stara vas;110;1;108;0;1;0;0;0
R3;679;1192;RADECE-BREG;0;5.700;286;O;;04x4;Loka;1.170;10;1.085;2;55;15;2;1
R3;679;3909;BREG-SEVNICA;0;8.100;709;O;;05x4;Breg;750;1;696;3;38;7;3;2
R3;679;3909;SEVNICA-BLANCA;8100;16.800;715;O;;06x1;Sevnica;1.992;18;1.849;12;89;17;7;0
