Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Ime stevnega mesta;Tip stetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tez. tov. nad 7t;Tov. s prik.;Vlacilci;NOO;TIP
HC;H4;0380;SEMPETER - VRTOJBA;0;1.500;880;Sempeter HC;QLTC8;6.797;2;4.269;23;636;139;93;216;1.419;14.606.835;PLDP
HC;H4;0380;VRTOJBA - MP VRTOJBA;1.500;2.238;671;MT Vrtojba;QLD6;9.731;71;6.975;37;606;118;99;517;1.308;16.566.689;PLDP
HC;H5;0388;MP SKOFIJE  -  PLAVJE;0;560;651;MT Skofije;QLD6;17.332;243;15.594;75;801;89;66;126;338;5.246.516;PLDP
HC;H5;0456;PRIKLJUCEK PLAVJE ;0;100;861;PR Skofije-KP;QLD6;557;3;499;1;37;6;7;1;3;83.610;PLDP
HC;H5;0456;PRIKLJUCEK PLAVJE ;100;146;862;PR Skofije-MP;QLD6;5.272;146;4.942;16;137;17;4;2;8;256.802;PLDP
HC;H5;0388;PLAVJE - SKOFIJE;560;2.120;860;Skofije HC;QLTC8;12.617;101;11.149;60;701;79;68;125;334;5.046.450;PLDP
HC;H5;0388;SKOFIJE - PRIKLJ. SRMIN;2.120;2.800; ;;P;16.500;110;14.820;75;850;100;85;125;335;4.780.192;PLDP
HC;H5;0388;PRIKLJ. SRMIN - SRMIN;2.800;4.156; ;;P;20.500;130;18.195;100;1.000;350;250;135;340;6.395.156;PLDP
HC;H5;0236;SRMIN - BERTOKI;0;1.129; ;;P;38.500;270;33.630;150;2.400;350;530;270;900;13.253.152;PLDP
HC;H5;0237;BERTOKI - KP (SKOCJAN);0;2.548;11;Bertoki HC;QLTC8;43.476;300;38.544;198;2.834;394;532;226;448;9.776.377;PLDP
HC;H6;0238;KOPER (SLAVCEK) - SEMEDELA;0;5.266; ;;P;37.700;295;35.120;155;1.500;200;310;30;90;3.712.674;PLDP
HC;H6;0389;KP(SEMEDELA)-ZUSTERNA-(IZOLA);0;760; ;;P;28.600;297;25.837;149;1.705;198;305;26;83;3.559.887;PLDP
HC;H7;0815;A5-DOLGA VAS;0;1.502;;;P;4.500;35;2.180;60;200;100;90;345;1.490;15.642.004;PLDP
HC;H7;0817;DOLGA VAS - RONDO DOLGA VAS;0;2.024; ;;P;3.500;30;1.350;50;190;50;50;340;1.440;14.845.720;PLDP
HC;H7;1453;DOLGA VAS - MP DOLGA VAS;0;537;141;MT Dolga vas;QLTC8;3.792;20;1.711;31;183;33;43;337;1.434;14.761.115;PLDP
G1;1;0240;MP VIC - DRAVOGRAD;0;3.590;663;MT Vic;QLD6;1.844;62;1.347;9;138;13;30;102;143;2.077.306;PLDP
G1;1;0241;DRAVOGRAD - RADLJE;0;16.358;60;Gortina;QLD6;7.533;71;6.383;51;534;89;139;101;165;4.923.524;WIM
G1;1;0242;RADLJE;0;2.350; ;;P;9.650;40;8.705;75;400;85;120;80;145;2.745.936;PLDP
G1;1;0243;RADLJE - BREZNO;0;9.068;605;Brezno;QLD;4.784;37;3.965;42;370;80;101;53;136;734.273;DIST
G1;1;0244;BREZNO - RUTA;0;9.569;573;Brezno-2;R  07x1;3.700;35;2.870;40;280;160;190;80;45;2.349.038;PLDP
G1;1;0245;RUTA - SELNICA;0;10.500;600;Zgornji Boc;QLD6;5.053;54;4.185;47;396;68;101;65;137;3.766.125;DIST
G1;1;0245;SELNICA - MB(OTOK);10.500;19.220;61;Brestrnica;QLD6;9.100;66;7.993;96;519;86;117;82;141;4.509.356;DIST
G1;1;0245;MB(OTOK) - MB(KOROSKI MOST);19.220;20.688; ;;P;15.400;65;14.220;95;550;130;125;70;145;2.925.100;PLDP
G1;1;0326;MB (KOR. MOST - C. PROLE. BRIGAD);0;2.014;18;MB Koroski most;QLTC8;26.176;39;24.391;125;1.106;166;127;66;156;3.214.499;PLDP
G1;1;0364;MB (C. PROLE. BRIGAD-TRZASKA C.);0;2.227; ;;P;30.000;70;27.975;150;1.150;200;180;95;180;4.078.467;PLDP
G1;1;0246;MB (TRZASKA - MIKLAVZ);0;3.532;19;MB Ptujska;QLTC10;21.998;79;19.756;162;1.238;199;225;107;232;4.898.142;PLDP
G1;2;1290;SL.BISTRICA - PRAGERSKO;0;3.595;196;Devina;QLTC10;8.558;44;7.019;28;578;163;241;167;318;8.757.183;WIM
G1;2;0392;PRAGERSKO - SIKOLE;0;5.323;641;Sikole 2;QLTC10;5.604;37;4.264;28;474;126;200;175;300;8.052.721;DIST
G1;2;0393;SIKOLE - KIDRICEVO;0;6.850;426;Sikole 3;R  07x4;7.700;40;6.230;30;500;200;250;180;270;4.924.519;PLDP
G1;2;0393;KIDRICEVO - HAJDINA;6.850;7.945;792;Njiverce;QLTC8;10.367;2;8.828;41;707;230;174;113;272;4.363.139;PLDP
G1;2;0395;TURNISCE - PTUJ;0;1.642;670;Ptuj jezero;QLTC10;11.854;38;9.737;40;813;200;306;215;505;7.140.179;DIST
G1;2;0249;PTUJ - SPUHLJA;0;2.226;638;Ptuj Vzhod;QLTC10;12.990;57;11.117;98;771;161;186;222;378;6.090.846;DIST
G1;2;0250;SPUHLJA - GORISNICA;0;8.030;424;Borovci;R  07x4;6.900;40;5.720;60;470;190;120;100;200;3.443.928;PLDP
G1;2;0250;GORISNICA - ORMOZ;8.030;17.688;62;Cvetkovci;QLD6;6.093;37;5.067;43;430;102;110;105;199;3.124.389;WIM
G1;2;0398;ORMOZ Z  -  ORMOZ V;0;3.020;574;Ormoz;QLD6;3.588;25;2.836;15;243;75;109;85;200;2.751.161;PLDP
G1;2;1313;ORMOZ - SREDISCE OB DRAVI;0;9.000;355;Grabe;QLD6;2.711;19;2.278;16;145;37;51;57;108;1.628.391;DIST
G1;2;1313;SREDISCE OB DRAVI  -  MP SRED.;9.000;11.865;522;MP Sredisce ob Dravi;QLD6;883;5;648;2;50;19;20;30;109;1.090.411;DIST
G1;4;1257;DRAVOGRAD - OTISKI VRH;0;1.370;480;Dravograd;QLTC8;13.075;124;11.436;127;778;171;125;97;217;3.921.201;DIST
G1;4;1258;OTISKI VRH - SL.GRADEC;0;9.170;131;Bukovska vas;QLD6;10.314;72;8.784;79;659;120;222;147;231;4.490.146;WIM
G1;4;1445;SL.GRADEC ;0;1.910; ;;P;12.500;80;10.825;95;800;140;210;140;210;4.271.317;PLDP
G1;4;1259;SL.GRADEC - LUZNIK;0;6.600;329;Smartno SG;QLD6;12.150;77;10.524;72;780;145;201;142;209;6.919.220;DIST
G1;4;1259;LUZNIK - ZG.DOLIC;6.600;12.897;621;Mislinja;QLTC10;9.207;69;7.709;69;685;128;202;124;221;6.734.851;WIM
G1;4;1260;ZG.DOLIC - VELENJE;0;11.375;315;Paka;QLD6;9.086;65;7.690;67;624;100;209;143;188;3.842.170;DIST
G1;4;1261;VELENJE - CRNOVA;0;7.427;132;Crnova;QLTC10;17.396;85;15.274;79;1.082;201;220;185;270;4.927.366;WIM
G1;4;1262;CRNOVA - ARJA VAS;0;7.014;133;Velika Piresica;QLTC8;14.302;77;11.984;69;1.057;301;317;175;322;5.893.218;DIST
G1;5;1401;PRIKLJ. CELJE ZAHOD - MEDLOG;0;3.613;689;Medlog;QLD6;6.295;13;5.563;21;408;87;91;35;77;1.764.993;DIST
G1;5;0370;MEDLOG  -  CELJE;0;3.242;417;Celje Lava;QLD6;13.904;91;12.533;40;776;139;179;54;92;2.465.992;PLDP
G1;5;0328;CELJE - CE(POLULE);0;2.000; ;;P;19.000;95;17.085;55;870;250;170;125;350;5.007.880;PLDP
G1;5;0328;CE(POLULE) - LASKO;2.000;11.000;90;Kosnica;QLTC8;14.396;91;12.420;47;975;234;161;120;348;4.590.189;WIM
G1;5;0328;LASKO - SMARJETA;11.000;17.325;580;Strmca;QLTC10;9.347;64;7.876;50;658;133;164;119;283;3.988.686;DIST
G1;5;0329;SMARJETA - RIMSKE TOPLICE;0;1.050;91;Rimske Toplice;QLD6;6.693;42;5.498;47;486;121;145;117;237;3.576.400;DIST
G1;5;0330;RIMSKE TOPLICE - ZIDANI MOST;0;6.750;739;Zidani Most;R  09x4;4.940;75;3.955;20;350;175;105;90;170;2.831.785;PLDP
G1;5;0331;ZIDANI MOST - RADECE;0;2.997;92;Radece;QLD5;6.664;49;5.520;29;431;148;166;101;220;3.232.415;PLDP
G1;5;0360;RADECE;0;520; ;;P;7.300;45;6.175;35;520;95;100;105;225;3.183.892;PLDP
G1;5;0332;RADECE - BOSTANJ;0;11.249;101;Vrhovo;QLD6;5.002;47;4.042;26;387;70;112;127;191;2.827.933;DIST
G1;5;0333;BOSTANJ ;0;790;581;Bostanj;R  07x1;9.500;45;8.130;35;600;230;150;120;190;3.604.429;PLDP
G1;5;0334;BOSTANJ - IMPOLJCA;0;4.490; ;;P;6.000;35;4.875;25;380;130;210;125;220;3.810.965;PLDP
G1;5;0335;IMPOLJCA - BRESTANICA;0;9.790;630;Impoljca;QLD6;4.782;39;3.833;23;372;66;176;99;174;6.464.910;WIM
G1;5;0361;BRESTANICA - KRSKO;0;3.900;103;Krsko;QLD6;9.090;53;7.706;49;606;127;206;111;232;4.059.058;PLDP
G1;5;0336;KRSKO - LESKOVEC;0;2.620;95;Zadovinek;QLTC10;11.364;45;9.851;38;717;147;176;134;256;4.264.101;PLDP
G1;5;0336;LESKOVEC - DRNOVO;2.620;4.925; ;;P;9.500;35;8.330;40;490;110;140;115;240;4.264.101;PLDP
G1;6;0338;POSTOJNA - PIVKA;0;10.260;82;Prestranek;QLTC8;11.662;89;10.460;55;523;141;122;55;217;4.237.376;WIM
G1;6;0339;PIVKA - RIBNICA;0;9.945;615;Mala Pristava;QLD6;3.266;50;2.731;41;215;33;47;48;101;1.574.652;PLDP
G1;6;0340;RIBNICA - PREM;0;4.215;474;Ribnica 2;R  07x1;3.500;90;2.755;45;310;90;55;55;100;1.807.814;PLDP
G1;6;0341;PREM - IL.BISTRICA;0;6.210;516;Topolc;R  07x1;4.400;90;3.717;68;260;70;60;45;90;1.772.727;PLDP
G1;6;0342;IL.BISTRICA (TRNOVO);0;1.160; ;;P;6.000;50;5.385;65;230;75;40;40;115;1.817.767;PLDP
G1;6;0363;IL.BISTRICA (DO PODGRAJSKE UL.);0;1.470; ;;P;11.000;60;10.360;45;290;60;35;40;110;1.608.743;PLDP
G1;6;0343;IL.BISTRICA - DOLNJI ZEMON;0;2.800;83;Koseze;QLD6;7.237;86;6.529;44;340;50;28;37;123;1.671.201;PLDP
G1;6;0343;DOLNJI ZEMON  -  MP JELSANE;2.800;9.961;504;MP Jelsane;QLTC8;4.109;84;3.523;43;267;35;19;18;120;1.430.325;PLDP
G1;7;0356;MP STAROD - PODGRAD;0;6.561;503;MP Starod;QLTC8;4.303;72;3.612;52;289;32;11;40;195;4.211.347;DIST
G1;7;0355;PODGRAD - OBROV;0;5.900;526;Podgrad;R  07x1;6.120;70;5.210;55;340;70;50;60;265;2.977.356;PLDP
G1;7;0354;OBROV - KOZINA;0;14.500;604;Gradisce;QLD6;6.843;31;5.822;52;360;89;63;74;352;7.617.203;DIST
G1;7;0353;KOZINA - MP KOZINA;0;3.340;652;MT Kozina;QLTC8;5.778;109;4.953;51;349;42;14;27;233;4.868.928;WIM
G1;8;0213;LJ(SENTVID  -  OBVOZNICA);0;2.900;725;LJ Celovska Dravlje;QLD6;40.378;110;36.695;517;2.185;264;314;96;197;7.489.051;PLDP
G1;9;1503;DRAZENCI - JUROVCI;0;1.860; ;;P;10.300;20;8.620;100;650;80;100;160;570;6.305.574;PLDP
G1;9;0362;JUROVCI ;0;1.000; ;;P;11.200;30;9.665;110;520;80;80;155;560;6.168.713;PLDP
G1;9;0351;JUROVCI - PODLEHNIK;0;4.200;682;Jurovci;QLTC8;10.242;31;8.699;105;524;58;46;185;594;6.992.050;WIM
G1;9;0351;PODLEHNIK  -  MP GRUSKOVJE;4.200;10.080;518;Gruskovje;QLTC8;8.136;31;6.629;108;543;55;26;75;669;6.643.129;DIST
;;0094;GRUSKOVJE - R HRVASKA;0;910; ;;P;8.100;31;6.593;108;543;55;26;75;669;6.055.242;PLDP
G1;11;1062;KOPER - SMARJE;0;6.000;149;Koper;QLD;15.120;245;13.553;50;969;91;70;25;117;3.406.891;DIST
G1;11;1062;SMARJE - DRAGONJA;6.000;13.650;150;Pesjanci;QLTC8;10.054;180;8.924;53;658;60;42;21;116;3.162.581;WIM
G1;11;1062;DRAGONJA - MP DRAGONJA;13.650;14.665;14;MP Dragonja;QLD3;7.516;135;6.643;40;492;45;31;20;110;1.385.534;PLDP
G1;11;1475;SLAVCEK -  KOPER;0;700; ;;P;33.000;110;29.610;170;1.450;600;500;210;350;8.607.332;PLDP
G1;11;1475;KOPER - LUKA KOPER;700;2.424; ;;P;13.800;35;10.845;190;1.200;350;450;320;410;9.060.219;PLDP
G2;101;0232;MP LJUBELJ - BISTRICA(TRZIC);0;12.500;660;MT Ljubelj;QLD6;2.036;64;1.836;7;114;7;5;1;2;112.973;PLDP
G2;101;0231;BISTRICA(TRZIC) - ZVIRCE;0;3.280;3;Kovor;QLD5;9.217;58;8.309;24;465;148;156;46;11;1.305.906;PLDP
G2;101;0230;ZVIRCE - PODTABOR;0;1.455;554;Zvirce;R  07x1;8.400;30;7.590;25;460;150;90;45;10;1.302.671;PLDP
G2;102;1031;MP ROBIC - STARO SELO;0;5.630;655;MT Robic;QLD3;963;20;873;5;60;5;0;0;0;41.058;PLDP
G2;102;1030;STARO SELO - KOBARID;0;3.320;212;Kobarid;R  05x1;1.880;75;1.707;10;55;15;8;7;3;200.066;PLDP
G2;102;1005;KOBARID - IDRSKO;0;2.200;679;Idrsko;QLD6;4.108;124;3.570;21;251;45;63;15;19;718.646;PLDP
G2;102;1006;IDRSKO - PERSETI;0;11.715;97;Perseti;QLD6;4.420;118;3.788;18;288;76;87;20;25;1.343.242;DIST
G2;102;1040;PERSETI - MOST NA SOCI;0;7.334;405;Prapetno;QLD;3.940;9;3.523;26;221;56;76;14;15;323.839;DIST
G2;102;1039;MOST NA SOCI - BACA;0;2.205;533;Most na Soci;R  07x1;5.000;90;4.510;35;200;80;40;20;25;892.087;PLDP
G2;102;1038;BACA - DOL. TREBUSA;0;8.550;104;Idrija pri Baci;R  08x4;2.950;70;2.516;25;190;75;40;14;20;745.770;PLDP
G2;102;1037;DOL TREBUSA - ZELIN;0;13.118;406;Stopnik;QLD5;1.593;51;1.276;17;105;44;72;12;16;445.869;WIM
G2;102;1036;ZELIN - SPODNJA IDRIJA(MAROF);0;11.300;447;Otalez;QLD6;2.492;53;2.129;34;162;32;50;14;18;821.656;DIST
G2;102;1035;SPODNJA IDRIJA ;0;1.900; ;;P;7.000;55;6.490;55;210;75;55;20;40;1.165.810;PLDP
G2;102;1034;SP. IDRIJA - GODOVIC;0;13.277;617;Idrija;QLD6;4.400;79;3.727;69;322;64;76;20;43;1.209.854;PLDP
G2;102;1033;GODOVIC - KALCE;0;11.233;100;Hotedrsica;QLD6;4.042;80;3.351;37;306;56;86;48;78;1.788.971;WIM
G2;102;1460;KALCE - LOGATEC;0;3.490;74;Kalce;QLD6;6.254;176;5.206;70;417;97;139;62;87;2.618.381;DIST
G2;102;1461;LOGATEC ;0;1.672;395;Logatec;R  08x4;6.600;35;5.465;40;430;190;140;100;200;3.419.044;PLDP
G2;103;1007;PERSETI - USNIK;0;4.015;546;Volce;R  07x1;3.500;95;2.985;25;200;45;90;25;35;1.076.228;PLDP
G2;103;1008;USNIK - KANAL;0;12.580;616;Doblar;QLD6;3.539;89;3.012;20;244;59;61;23;31;1.117.077;WIM
G2;103;1008;KANAL - PLAVE;12.580;20.070;754;Deskle;R  09x1;5.950;100;5.230;35;310;85;60;30;100;1.586.347;PLDP
G2;103;1009;PLAVE - SOLKAN;0;10.070;99;Solkan;QLD;6.867;99;6.059;26;296;102;124;53;108;1.893.165;PLDP
G2;103;1390;SOLKAN - KROMBERK;0;1.972;693;Solkan 3;QLTC8;7.634;111;6.574;18;511;116;121;45;138;2.547.084;DIST
G2;103;1486;KROMBERK  -  ROZNA DOLINA;0;2.589;222;Panovec;QLTC8;25.473;182;23.413;122;1.263;184;151;38;120;3.214.658;DIST
G2;103;1447;NG(R. DOLINA)  -  SEMPETER AC;0;2.315;227;Sempeter RD;QLD6;11.626;68;10.485;21;636;92;126;62;136;2.318.679;PLDP
G2;104;1136;KRANJ - LETALISCE BRNIK;0;6.000;200;KR Primskovo 1;QLTC8;24.891;108;22.432;83;1.648;200;148;91;181;5.213.968;DIST
G2;104;1136;LETALISCE BRNIK - SP.BRNIK;6.000;8.330;627;Brnik;QLD6;10.266;75;8.691;90;746;165;260;81;158;5.946.987;WIM
G2;104;1137;SP.BRNIK - MOSTE;0;5.953;781;Lahovce;R  10x4;7.921;40;6.651;52;621;236;120;69;132;2.822.827;PLDP
G2;104;1138;MOSTE - MENGES;0;3.900;115;Topole;QLD;10.120;53;8.479;65;907;227;203;43;143;2.847.711;PLDP
G2;104;1139;MENGES - TRZIN;0;4.158;116;Loka;QLD6;14.630;49;13.104;55;966;131;210;41;74;3.768.474;DIST
G2;104;0295;TRZIN - LJ(CRNUCE);0;3.687;73;Trzin;QLTC8;32.476;135;29.164;162;2.201;331;269;71;143;5.295.169;WIM
G2;104;0087;LJ(CRNUCE  -  BRNCICEVA);0;890;172;S Vpadnica;QLTC8;31.785;103;28.429;41;2.323;357;277;76;179;5.250.796;DIST
G2;104;0087;LJ(BRNCICEVA  -  TOMACEVO);890;2.870; ;;P;40.000;105;36.085;60;2.450;450;400;120;330;6.390.179;PLDP
G2;105;0254;NOVO MESTO (AC  -  LOCNA);0;910; ;;P;12.000;45;9.850;60;950;195;270;290;340;6.427.505;PLDP
G2;105;0257;NOVO MESTO (LOCNA - KRKA);0;1.070;193;NM Locna;QLTC10;13.277;40;11.417;51;867;165;208;274;255;3.158.978;DIST
G2;105;1511;NOVO MESTO (BUCNA VAS - KRKA);0;940;118;NM Obvoznica;QLTC8;15.837;52;13.775;52;1.051;234;188;229;256;3.046.065;DIST
G2;105;0255;NOVO MESTO (KRKA - REVOZ);0;1.805;177;NM Zabja vas;QLTC8;12.840;62;10.961;75;873;239;170;222;238;2.923.387;DIST
G2;105;0256;NOVO MESTO (REVOZ) - METLIKA;0;26.301;607;Gorjanci;QLD6;4.331;35;3.745;34;278;52;76;42;69;954.924;WIM
G2;105;0258;METLIKA - MP METLIKA;0;1.480;155;MP Metlika;QLD6;2.261;14;2.135;9;51;7;5;12;28;196.603;DIST
G2;106;0215;LJ(RUDNIK) - SKOFLJICA;0;4.555;6;Skofljica;QLTC8;18.270;122;16.103;172;1.275;205;184;66;143;3.884.871;PLDP
G2;106;0260;SKOFLJICA ;0;520; ;;P;14.500;95;12.985;120;700;230;210;60;100;3.314.532;PLDP
G2;106;0261;SKOFLJICA - RASICA;0;16.290;117;Zelimlje;QLD;8.328;53;7.313;85;513;92;142;54;76;2.520.040;WIM
G2;106;0262;RASICA - ZLEBIC;0;12.425;410;Zlebic;QLD6;6.773;67;5.878;64;459;68;108;56;73;2.150.445;DIST
G2;106;0263;ZLEBIC - BREG;0;2.300; ;;P;7.000;50;6.235;75;330;105;85;50;70;1.907.349;PLDP
G2;106;0263;BREG - HROVACA;2.300;4.500; ;;P;8.800;40;8.000;65;375;110;80;65;65;1.909.837;PLDP
G2;106;0263;HROVACA - DOLENJA VAS;4.500;9.490;751;Dolenja vas;R  09x1;6.900;80;6.060;60;370;105;60;65;100;2.023.059;PLDP
G2;106;0263;DOLENJA VAS - KOCEVJE;9.490;18.779;619;Stara Cerkev;QLD6;5.946;72;5.204;53;350;57;74;60;76;1.980.816;WIM
G2;106;0264;KOCEVJE ;0;1.900; ;;P;7.600;70;6.890;50;340;55;70;50;75;1.607.498;PLDP
G2;106;0264;KOCEVJE - LIVOLD;1.900;6.269;744;Kocevje;QLD6;5.576;74;5.105;15;243;51;47;24;17;711.181;PLDP
G2;106;0265;LIVOLD - STALCERJI;0;6.200;119;Stalcerji;QLD;1.895;41;1.675;15;103;22;15;11;13;39.317;PLDP
G2;106;0265;STALCERJI - FARA;6.200;21.580;750;Banja Loka;R  09x1;1.100;55;958;6;50;10;4;2;15;195.587;PLDP
G2;106;0266;FARA - PETRINA;0;2.450;742;Petrina 1;QLD6;815;42;721;2;35;3;5;2;5;95.056;PLDP
G2;106;0266;PETRINA - MP PETRINA;2.450;2.560;507;MP Petrina;PRAZNO;231;3;221;1;3;2;1;0;0;15.179;PLDP
G2;106;0216;SKOFLJICA - SMARJE SAP;0;2.461;26;Skofljica 2;QLD5;3.711;26;3.236;12;251;65;84;13;24;704.214;PLDP
G2;107;1274;CELJE - STORE;0;4.500;420;Celje Teharje;QLTC8;17.409;63;15.750;76;912;139;228;86;155;5.535.766;DIST
G2;107;1274;STORE -  SENTJUR;4.500;10.868;134;Sentjur;QLD6;11.833;54;10.831;67;535;92;125;51;78;2.123.092;PLDP
G2;107;1275;SENTJUR - SMARJE PRI JELSAH;0;11.300;622;Stopce;QLD;9.265;51;8.187;40;551;96;137;80;123;2.360.982;WIM
G2;107;1275;SMARJE PRI JELSAH - MESTINJE;11.300;14.307;188;Mestinje;QLD5;8.706;46;7.716;52;371;153;183;73;112;2.360.982;PLDP
G2;107;1238;MESTINJE - PODPLAT;0;2.060;756;Mestinje;R  09x1;9.850;110;8.605;40;450;245;120;125;155;3.326.974;PLDP
G2;107;1276;PODPLAT-TEKACEVO;0;2.450;136;Podplat 2;QLD;8.669;46;7.527;43;548;127;185;68;125;3.984.764;DIST
G2;107;1276;TEKACEVO - KOTEC;2.450;10.600;687;Cerovec;QLD6;3.783;19;3.250;7;217;55;103;68;64;2.653.696;DIST
G2;107;1276;KOTEC - ROGATEC;10.600;12.500;696;Brezovec;QLD6;5.569;29;5.007;31;239;51;72;61;79;2.716.901;DIST
G2;107;1277;ROGATEC;0;2.000; ;;P;2.600;10;2.180;55;140;45;50;50;70;1.486.812;PLDP
G2;107;1277;ROGATEC - MP DOBOVEC;2.000;7.774;337;MP Dobovec;QLD6;1.145;6;952;11;43;13;21;33;66;929.164;PLDP
G2;108;1180;CRNUCE - SENTJAKOB;0;3.580;120;Sentjakob;QLD6;9.462;48;8.075;66;864;111;133;62;103;4.262.986;DIST
G2;108;1181;SENTJAKOB - DOLSKO;0;7.000;114;Dol;QLD6;13.246;58;11.956;53;798;106;139;46;90;4.016.835;DIST
G2;108;1181;DOLSKO - RIBCE;7.000;14.870;121;Senozeti;QLD6;8.940;55;8.046;32;505;81;106;33;82;3.129.038;DIST
G2;108;1182;RIBCE - LITIJA;0;13.443;678;Zgornji Log;QLD;8.247;39;7.412;35;483;80;94;34;70;644.771;WIM
G2;108;1183;LITIJA - ZAGORJE;0;14.981;620;Renke;QLD6;4.925;48;4.262;26;337;74;82;27;69;2.612.488;DIST
G2;108;1184;ZAGORJE - TRBOVLJE;0;4.316;122;Trbovlje 4;QLD6;7.951;63;7.107;19;431;76;106;29;120;1.869.774;PLDP
G2;108;1185;TRBOVLJE - HRASTNIK;0;5.162;123;Hrastnik;QLD6;7.560;64;6.732;56;404;75;91;32;106;3.316.662;DIST
G2;108;1186;HRASTNIK - ZIDANI MOST;0;8.291;124;Suhadol;QLD;1.539;24;1.409;0;95;10;1;0;0;29.363;PLDP
G2;109;0357;LENDAVA - PETISOVCI;0;3.500;89;Lendava 2;R  03x1;2.700;30;2.120;35;300;35;30;30;120;1.466.904;PLDP
G2;109;0357;PETISOVCI - MP PETISOVCI;3.500;4.498;143;MP Petisovci;QLD5;2.517;20;2.084;23;198;23;21;29;119;1.305.906;PLDP
G2;111;1504;KOPER (ZUSTERNA) - RUDA(IZOLA);0;3.310;626;Izola;QLTC8;28.560;297;25.797;149;1.705;198;305;26;83;3.499.171;WIM
G2;111;0373;RUDA(IZOLA) - BELVEDER;0;4.750;13;Izolska obvoznica;QLTC8;17.074;77;15.912;43;865;90;57;7;23;1.156.603;PLDP
G2;111;0373;BELVEDER - VALETA;4.750;8.255; ;;P;23.400;170;21.845;75;1.100;120;45;15;30;1.242.950;PLDP
G2;111;0239;VALETA - LUCIJA;0;1.770; ;;P;11.500;95;10.475;50;700;110;40;10;20;948.076;PLDP
G2;111;0239;LUCIJA -  SECOVLJE;1.770;7.000;10;Seca;QLD6;9.241;37;8.508;35;498;102;38;6;17;820.670;PLDP
G2;111;0239;SECOVLJE - MP SECOVLJE;7.000;7.280;500;MP Secovlje;QLD;4.243;28;4.038;22;139;3;3;7;3;11.447;PLDP
G2;112;1254;MP HOLMEC - POLJANA;0;3.881;662;MT Holmec;QLD6;1.596;28;1.407;4;80;8;14;24;31;509.622;PLDP
G2;112;1255;POLJANA - PREVALJE;0;2.000;432;Prevalje;QLTC8;7.622;59;6.822;54;406;67;97;37;80;2.130.956;DIST
G2;112;1255;PREVALJE - RAVNE;2.000;8.047;752;Prevalje;R  09x1;14.200;70;13.271;85;440;145;90;19;80;1.940.196;PLDP
G2;112;1256;RAVNE - DRAVOGRAD;0;7.008;160;Ravne;QLTC8;6.760;49;5.824;67;421;80;147;55;117;3.114.167;WIM
R1;201;0201;MP KORENSKO SEDLO - PODKOREN;0;3.755;659;MT Korensko sedlo;QLD5;1.349;113;1.091;2;124;9;10;0;0;52.256;PLDP
R1;201;0202;PODKOREN - KR.GORA;0;2.550; ;;P;3.900;90;3.491;50;200;45;10;4;10;437.956;PLDP
R1;201;0203;KR.GORA - GOZD MARTULJEK;0;3.900;777;Kranjska Gora;R  10x4;5.963;65;5.494;78;229;68;15;5;9;627.074;PLDP
R1;201;0203;GOZD MARTULJEK.-MOJST.-DOVJE;3.900;12.100;631;Gozd Martuljek;QLD;5.843;88;5.209;62;330;61;54;26;13;782.349;PLDP
R1;201;0204;DOVJE - MOJSTRANA-KRAJE;0;2.420;776;Dovje;R  10x4;6.049;77;5.551;73;255;63;14;9;7;603.434;PLDP
R1;201;0205;KRAJE - HRUSICA;0;4.030; ;;P;6.150;75;5.640;75;260;65;15;10;10;645.737;PLDP
R1;202;0234;MP RATECE - RATECE;0;1.380;658;MT Ratece;QLD5;1.975;75;1.737;16;94;25;18;3;7;242.867;PLDP
R1;202;0233;RATECE - PODKOREN;0;2.926;778;Ratece;R  10x4;2.832;59;2.586;59;90;24;6;3;5;376.991;PLDP
R1;203;1002;MP PREDEL - KLUZE;0;12.500;657;MT Predel;QLD5;611;83;441;6;49;14;16;1;1;97.047;PLDP
R1;203;1002;KLUZE - BOVEC;12.500;15.033;536;Kluze;R  07x1;820;85;636;5;55;15;20;2;2;175.431;PLDP
R1;203;1003;BOVECPO OBVOZNICI - ZAGA;0;9.904;535;Bovec;QLD6;1.510;99;1.211;13;134;22;23;4;4;268.248;PLDP
R1;203;1004;ZAGA - KOBARID;0;13.395;96;Srpenica;QLD;1.850;13;1.535;20;169;36;52;9;16;115.959;PLDP
R1;204;1012;SEMPETER - VOLCJA DRAGA;0;2.800;262;Volcja Draga;QLD6;9.783;85;9.109;27;449;67;36;5;5;486.729;PLDP
R1;204;1012;VOLCJA DRAGA - DORNBERK;2.800;8.343;203;Prvacina;QLD;5.964;11;5.532;26;302;50;31;6;6;75.149;PLDP
R1;204;1013;DORNBERK - STANJEL;0;13.078;204;Branik;QLD;2.313;4;2.094;13;160;24;13;2;3;22.395;PLDP
R1;204;1014;STANJEL - DUTOVLJE;0;7.820;24;Kopriva;R  07x4;1.600;70;1.347;15;120;30;10;5;3;222.711;PLDP
R1;204;1015;DUTOVLJE - SEZANA;0;7.890;205;Tomaj;QLD5;3.470;69;3.102;13;147;79;46;4;10;448.905;PLDP
