Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Ime stevnega mesta;Tip stetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tez. tov. nad 7t;Tov. s prik.;Vlacilci;NOO;TIP
R2;411;1428;POLICA - NAKLO(MARINSEK);0;1.960;51;Naklo;QLTC8;7.779;122;6.815;137;521;62;85;12;25;136;PLDP
R2;411;1428;NAKLO(MARINSEK) - PRIKLJ. NAKLO;1.960;4.420;;;P;5.000;110;4.407;40;300;55;70;8;10;74;PLDP
R2;411;1428;PRIKLJ. NAKLO - PODTABOR;4.420;7.202;708;Podbrezje;QLD5;3.265;106;2.854;33;155;47;62;4;4;36;WIM
R2;411;1528;PODTABOR - GOBOVCE;0;1.487;;;P;3.010;100;2.630;30;150;40;45;5;10;53;PLDP
R2;411;1429;GOBOVCE - CRNIVEC;0;5.142;707;Dobro Polje;QLD6;2.725;99;2.384;26;161;18;23;5;9;35;PLDP
R2;412;1454;POLICA - KR(KIDRICEVA);0;2.035;718;KR Zlato polje;QLTC10;17.571;109;15.468;196;1.176;205;206;58;153;359;PLDP
R2;412;0359;KRANJ(KIDRICEVA  -  ISKRA);0;1.559;717;KR Sejem;QLTC8;16.964;109;15.146;71;985;179;266;52;156;329;PLDP
R2;412;0210;KR(ISKRA - LABORE);0;1.450;716;KR Labore;QLTC10;16.502;126;14.367;264;1.056;248;185;68;188;414;PLDP
R2;413;4704;MEDVODE - ZBILJE;0;1.166;;;P;5.400;80;4.555;140;420;80;80;20;25;144;PLDP
R2;413;1079;ZBILJE - VODICE;0;7.386;228;Valburga;QLD5;4.625;72;3.980;33;352;73;76;15;24;91;PLDP
R2;413;1080;VODICE - MOSTE;0;4.350;229;Zeje;QLTC8;8.550;52;7.135;9;897;131;107;57;162;225;WIM
R2;413;1081;MOSTE - DUPLICA;0;4.120;230;Kriz;QLTC10;9.506;81;8.275;32;815;127;80;26;70;142;DIST
R2;414;1349;KAMNIK - TUHINJ;0;15.600;376;Laze;QLTC8;3.040;49;2.602;24;248;45;33;6;33;60;PLDP
R2;414;1349;TUHINJ - LOCICA;15.600;28.318;41;Locica;QLD6;1.551;40;1.247;8;151;31;34;9;31;52;PLDP
R2;415;1216;ZELODNIK - KRTINA;0;1.000;;;P;3.650;35;3.095;35;260;65;80;20;60;118;PLDP
R2;415;1216;KRTINA - MORAVCE;1.000;9.000;304;Krtina;QLD6;6.134;31;5.488;34;385;39;63;29;65;82;WIM
R2;415;1216;MORAVCE - DRTIJA;9.000;11.080;;;P;2.050;25;1.735;15;140;40;45;15;35;68;PLDP
R2;415;1217;DRTIJA - TRATA;0;7.080;;;P;1.950;25;1.685;10;120;35;35;15;25;54;PLDP
R2;415;1217;TRATA - IZLAKE;7.080;15.089;305;Kandrse;QLD5;1.119;20;959;7;54;16;33;13;17;54;WIM
R2;416;1346;LITIJA - SMARTNO;0;2.670;391;Litija;QLD6;4.590;46;4.049;9;299;49;94;22;22;88;PLDP
R2;416;1165;SMARTNO PRI LITIJI ;0;260;;;P;5.500;35;4.875;10;400;70;90;10;10;76;PLDP
R2;416;1347;SMARTNO - GRM;0;14.746;375;Crni Potok;QLD5;1.117;26;940;3;58;31;51;4;4;248;WIM
R2;416;1425;GRM - RADOHOVA VAS;0;750;;;P;3.100;10;2.555;5;160;100;90;60;120;180;PLDP
R2;416;1348;RADOHOVA VAS - BIC;0;2.951;;;P;1.400;7;803;5;145;120;110;80;130;212;PLDP
R2;417;1190;SMARTNO PRI LITIJI - M.KOSTREVICA;0;1.500;284;Mala Kostrevnica;QLD5;986;11;798;3;49;45;73;5;2;53;WIM
R2;417;1190;M. KOSTREVICA - LJUBEZ V LAZIH;1.500;8.509;;;P;870;10;753;2;55;30;20;0;0;17;PLDP
R2;417;1187;LJUBEZ V LAZIH - MORAVCE;0;6.310;282;Moravce;ROCNO;850;9;744;2;60;20;15;0;0;12;PLDP
R2;417;4326;MORAVCE - TIHABOJ-MIRNA;0;11.922;182;Tihaboj;ROCNO;510;9;429;2;45;15;10;0;0;9;PLDP
R2;418;1199;MOKRONOG - ZBURE;0;10.475;407;Zbure;QLD6;1.289;13;1.123;14;66;17;34;11;11;80;WIM
R2;418;1200;ZBURE - SKOCJAN;0;3.940;291;Skocjan 1;ROCNO;2.200;25;1.880;30;150;50;40;10;15;58;PLDP
R2;418;1201;SKOCJAN - DOBRUSKA VAS;0;3.281;416;Dobruska vas;QLD5;3.445;27;3.053;27;167;53;87;11;20;85;PLDP
R2;418;1202;DOBRUSKA V. - SENTJERNEJ;0;5.704;293;Drama;QLD5;2.877;18;2.508;10;160;60;76;20;25;82;PLDP
R2;419;1203;SOTESKA - STRAZA;0;5.440;920;Dolenje Polje;QLD6;3.235;34;2.839;20;186;26;42;56;32;90;PLDP
R2;419;1203;STRAZA - NM DRSKA;5.440;12.230;294;Potok;QLD6;5.207;30;4.823;42;227;27;27;15;16;47;WIM
R2;419;1203;NM DRSKA - NM ZABJA VAS;12.230;14.471;;;P;15.000;50;14.125;45;560;60;70;35;55;122;PLDP
R2;419;1204;NOVO MESTO - RATEZ;0;6.160;476;Mali Slatnik;ROCNO;6.500;40;6.135;40;110;80;60;20;15;85;PLDP
R2;419;1204;RATEZ - SENTJERNEJ;6.160;15.626;295;Mokro Polje;QLD6;2.717;29;2.454;31;118;25;34;15;11;43;DIST
R2;419;1205;SENTJERNEJ - KOSTANJEVICA;0;7.000;683;Sentjernej;QLD6;3.629;37;3.263;38;184;28;45;19;15;55;DIST
R2;419;1205;KOSTANJEVICA - KRIZAJ;7.000;10.203;296;Malo Mrasevo 2;QLD6;2.973;44;2.583;33;195;30;55;16;17;57;DIST
R2;419;1206;KRIZAJ - CATEZ OB SAVI;0;12.868;297;Zupeca vas;QLD6;2.833;35;2.472;30;178;29;53;17;19;57;DIST
R2;420;1335;BREZICE - DOBOVA;0;4.500;368;Mostec;QLD6;3.620;31;3.272;10;222;28;37;9;11;41;PLDP
R2;420;1335;DOBOVA - M.P. RIGONCE;4.500;6.813;676;MP Rigonce;QLD3;1.070;10;1.007;2;35;8;7;1;0;6;PLDP
R2;421;2506;RUCETNA VAS - STREKLJEVEC;0;7.209;460;Semic;QLD6;2.743;15;2.438;19;172;26;43;15;15;54;PLDP
R2;421;2507;STREKLJEVEC - JUGORJE;0;5.890;469;Osojnik;QLD5;1.217;9;1.045;11;57;30;44;11;10;46;PLDP
R2;422;1333;PODSREDA - SENOVO;0;7.000;365;Veliki Kamen;QLD5;1.249;18;1.085;10;58;24;37;8;9;19;WIM
R2;422;1333;SENOVO - BRESTANICA;7.000;16.154;364;Senovo;QLD6;5.189;26;4.762;29;260;25;49;19;19;33;DIST
R2;423;1226;SENTJUR - CRNOLICA;0;2.330;757;Crnolica;QLD6;7.220;40;6.555;30;370;76;101;21;27;108;PLDP
R2;423;1281;CRNOLICA - LESICNO;0;18.149;271;Jelce;QLD5;1.188;14;1.031;13;73;20;28;2;7;52;WIM
R2;423;1282;LESICNO - SONOVO;0;3.300;292;Sonovo;ROCNO;1.300;15;1.140;13;60;40;25;3;4;45;WIM
R2;423;1282;SONOVO - PODSREDA;3.300;10.020;333;Kozje;QLD5;1.226;14;1.026;17;87;41;30;4;7;15;WIM
R2;423;1283;PODSREDA - BISTRICA;0;6.720;335;Podsreda 2;ROCNO;840;10;706;10;55;35;15;5;4;24;PLDP
R2;423;1243;BISTRICA OB SOTLI - MP BISTRICA;0;1.050;411;MP Bistrica ob Sotli;QLD6;373;6;336;1;12;2;4;8;4;10;PLDP
R2;424;1166;BOSTANJ - ORESJE/SEVNICI;0;5.700;;;P;1.700;10;1.522;10;75;40;30;5;8;35;PLDP
R2;424;1166;ORESJE/SEVNICI - PLANINA;5.700;21.006;186;Podgorje;QLD5;524;6;434;7;40;12;20;2;3;19;PLDP
R2;424;1170;PLANINA - DEZNO;0;1.115;;;P;420;5;335;5;35;10;20;5;5;20;PLDP
R2;424;1225;DEZNO - CRNOLICA;0;11.800;313;Dobje;QLD;2.178;12;1.937;8;134;22;45;9;11;43;PLDP
R2;425;1265;POLJANA - MEZICA;0;3.310;323;Poljana;QLD5;4.966;39;4.387;49;260;68;77;46;40;106;WIM
R2;425;1265;MEZICA - CRNA;3.310;11.420;579;Mezica;QLD6;3.202;23;2.761;42;214;27;51;20;64;101;PLDP
R2;425;1265;CRNA - SENTVID;11.420;23.786;434;Javorje;QLD5;336;13;280;1;20;4;13;3;2;11;PLDP
R2;425;1266;SENTVID - SOSTANJ;0;16.605;324;Sentvid;ROCNO;1.500;20;1.352;15;70;25;15;3;0;21;PLDP
R2;425;1267;SOSTANJ - PESJE;0;1.835;167;Sostanj;QLTC10;11.991;79;10.658;71;845;134;127;28;49;169;PLDP
R2;425;1419;PESJE - VELENJE;0;3.790;166;Pesje;QLTC10;11.799;87;10.450;91;754;158;119;56;84;217;PLDP
R2;426;1269;PESJE - GORENJE;0;6.100;168;Lokovica;QLD6;6.451;57;5.724;35;393;50;80;50;62;135;PLDP
R2;426;7949;GORENJE  -  RECICA;0;4.220;35;Paska vas;QLD6;4.079;37;3.636;23;239;42;47;17;38;76;PLDP
R2;426;7949; RECICA - LETUS;4.220;5.795;176;Recica ob Paki;QLD5;3.361;43;2.918;23;207;47;70;22;31;87;PLDP
R2;427;1351;LATKOVA VAS - PREBOLD;0;3.000;741;Latkova vas;QLD6;5.322;47;4.844;31;310;26;43;8;13;53;PLDP
R2;427;1351;PREBOLD - SPODNJE GABRSKO;3.000;17.800;439;Podmeja;QLD5;1.103;32;996;2;43;14;14;0;2;12;PLDP
R2;427;1351;SPODNJE GABRSKO - TRBOVLJE;17.800;19.617;;;P;6.100;35;5.780;50;120;40;40;15;20;71;PLDP
R2;428;1249;RADMIRJE - LUCE;0;12.165;202;Ljubno;QLD6;2.030;45;1.761;17;139;17;29;11;11;39;PLDP
R2;428;1250;LUCE - SESTRE LOGAR;0;13.800;201;Robanov Kot;QLD3;705;35;661;5;4;0;0;0;0;2;PLDP
R2;428;1252;S.LOGAR - PAVLICEVO SEDLO;0;7.453;;;P;30;2;25;1;2;0;0;0;0;0;PLDP
R2;429;1245;VISNJA VAS - STRMEC;0;1.600;321;Visnja vas;QLD6;6.175;59;5.662;31;308;46;43;12;14;59;WIM
R2;429;1245;STRMEC - DOBRNA;1.600;7.520;348;Lemberg;QLD6;3.449;42;3.111;23;196;28;27;11;11;28;WIM
R2;429;1154;ODCEP V DOBRNO;0;1.695;;;P;2.800;45;2.549;23;130;25;15;6;7;30;PLDP
R2;429;1422;DOBRNA - CRNOVA;0;3.400;320;Crnova 2;QLTC10;3.464;50;3.124;8;203;32;29;9;9;36;PLDP
R2;430;0273;MB(PTUJSKA) - MB(TRZASKA);0;1.490;;;P;19.800;80;17.455;180;1.200;270;120;95;400;500;PLDP
R2;430;0273;MB(TRZASKA) - HOCE;1.490;4.860;;;P;33.500;130;30.115;190;1.950;350;195;120;450;605;PLDP
R2;430;0381;HOCE  - SLIVNICA;0;965;17;Hoce;QLTC8;28.950;120;25.746;137;1.903;293;175;110;466;564;PLDP
R2;430;0274;SLIVNICA - FRAM;0;4.810;906;Radizel;QLD6;7.373;105;6.827;53;319;24;31;8;6;36;WIM
R2;430;0274;FRAM - SL.BISTRICA;4.810;13.060;38;Bukovec;QLD5;6.212;86;5.598;54;329;66;59;6;14;55;DIST
R2;430;1452;ODCEP PRIKLJ. SL. BISTRICA S ;0;1.430;570;Brinje;ROCNO;4.000;40;3.601;15;180;90;24;15;35;68;PLDP
R2;430;0275;SL.BISTRICA ;0;2.626;;;P;13.700;130;12.945;60;220;225;60;20;40;138;PLDP
R2;430;0276; SL.BISTRICA - LOZNICA;0;1.593;569;Slovenska Bistica;QLTC8;7.377;120;6.460;47;458;157;80;21;34;126;PLDP
R2;430;0277;LOZNICA - TEPANJE;0;7.910;608;Vrhole;QLD6;2.712;78;2.248;26;157;83;77;15;28;93;PLDP
R2;430;0278;TEPANJE - SL.KONJICE;0;3.154;48;Dobrnez;QLTC10;10.556;117;9.126;58;795;198;79;46;137;218;PLDP
R2;430;0279;SL.KONJICE ;0;815;;;P;11.200;120;9.710;140;720;200;155;40;115;274;PLDP
R2;430;0280;SL.KONJICE - DOBRAVA;0;3.000;49;Zece 2;QLTC10;11.033;124;9.684;90;712;193;90;36;104;193;DIST
R2;430;0280;DOBRAVA - STRANICE;3.000;5.160;56;Zece;QLTC10;7.982;115;6.876;56;564;169;76;31;95;160;DIST
R2;430;0281;STRANICE - VISNJA VAS;0;10.200;67;Stranice;QLD6;5.333;86;4.589;49;323;89;91;27;79;139;WIM
R2;430;0282;VISNJA VAS - CELJE AC;0;6.100;68;Vojnik;QLTC10;14.379;137;12.911;82;856;180;107;29;77;175;DIST
R2;430;0282;CELJE AC - CELJE;6.100;8.042;695;CE Hudinja;QLTC10;26.285;120;23.122;125;1.746;397;179;134;462;595;PLDP
R2;431;1350;ZG.DOLIC - STRANICE;0;18.621;377;Vitanje;QLD6;2.549;30;2.178;18;208;36;39;11;29;59;PLDP
R2;432;1440;ROGATEC;0;180;414;MP Rogatec;QLD3;1.580;9;1.419;9;67;14;22;18;23;43;PLDP
R2;432;1284;ROGATEC - MAJSPERK;0;15.845;336;Stoperce;QLD3;937;13;800;9;47;24;31;4;8;32;PLDP
R2;432;1411;MAJSPERK ;0;480;;;P;3.000;25;2.480;45;255;130;40;10;15;81;PLDP
R2;432;1285;MAJSPERK - APASKI KRIZ;0;7.542;441;Lovrenc;QLD6;4.864;56;4.424;33;236;33;44;17;21;66;PLDP
R2;432;6276;APASKI KRIZ  -  KIDRICEVO;0;2.874;586;Kidricevo;QLD6;5.225;19;4.683;35;301;59;75;18;35;97;PLDP
R2;433;1287;SENARSKA - LENART;0;4.014;442;Lenart vzhod;QLD5;3.822;41;3.477;27;165;48;43;7;14;56;PLDP
R2;433;1288;LENART - KRIZ. SV.ANA;0;4.700;339;Zerjavci;QLD5;3.692;24;3.377;21;127;65;58;10;10;63;PLDP
R2;433;1288;KRIZ. SV.ANA - ZG.SCAVNICA;4.700;11.200;28;Zgornja Scavnica 1;ROCNO;1.420;11;1.331;6;45;10;6;7;4;14;PLDP
R2;433;1288;ZG.SCAVNICA - TRATE;11.200;15.950;29;Zgornja Scavnica 2;ROCNO;1.650;10;1.548;6;55;15;5;7;4;15;PLDP
R2;433;1289;TRATE - MOST CEZ MURO;0;2.040;27;Trate;ROCNO;1.900;14;1.776;17;65;12;3;6;7;19;PLDP
R2;433;1289;MOST CEZ MURO - MP TRATE;2.040;2.120;144;MT Trate;QLD3;3.050;19;2.959;0;72;0;0;0;0;0;PLDP
R2;434;1352;RADLJE - RADELJSKI PRELAZ;0;6.160;668;MT Radelj;QLD5;900;25;700;4;57;23;36;21;34;59;PLDP
R2;435;1431;MARIBOR - RUSE;0;9.119;706;Laznica;QLD*;8.924;70;8.091;40;510;70;67;24;52;112;PLDP
R2;435;1439;RUSE - SELNICA;0;3.198;710;Selnica;QLD5;3.917;40;3.432;13;212;93;77;15;35;94;PLDP
R2;436;0440;DOLJNA POCEHOVA ;0;931;;;P;6.050;70;5.445;35;350;50;50;20;30;81;PLDP
R2;436;1328;POCEHOVA - ZG.KUNGOTA;0;6.870;429;Zgornja Kungota;QLD6;4.088;41;3.737;34;212;25;28;5;6;40;PLDP
R2;436;1329;ZG.KUNGOTA - JURIJ;0;5.565;553;MT Jurij;QLD5;579;19;507;1;29;9;11;2;1;10;PLDP
R2;437;0267;SENTILJ;0;1.620;664;MT Sentilj SC;QLTC8;4.885;47;4.100;13;300;43;17;52;313;251;PLDP
R2;437;0268;SENTILJ - PESNICA;0;7.730;628;Ranca;QLD6;3.788;42;3.393;27;228;37;37;6;18;52;PLDP
R2;437;0268;PESNICA - RONDO POCEHOVA;7.730;10.432;;;P;7.100;35;6.240;70;450;135;80;35;55;153;PLDP
R2;438;1306;SENTILJ - TRATE;0;13.409;350;Selnica ob Muri;QLD6;1.995;22;1.734;22;99;12;15;22;69;76;PLDP
R2;438;1307;TRATE - GORNJA RADGONA;0;15.579;361;Apace;QLD6;2.785;32;2.517;20;147;16;25;13;15;42;PLDP
R2;439;1299;KOBILJE - DOBROVNIK;0;7.730;493;Kobilje;ROCNO;850;5;758;10;55;15;5;1;1;11;PLDP
R2;439;1300;DOBROVNIK - RENKOVCI;0;4.230;45;Dobrovnik;ROCNO;1.200;10;1.021;13;80;21;40;5;10;43;WIM
R2;439;1301;RENKOVCI - BELTINCI;0;6.502;346;Renkovci;QLD5;1.760;20;1.565;11;82;27;36;6;13;40;PLDP
R2;439;1302;BRATONCI - DOKLEZOVJE;0;3.800;53;Bratonci;ROCNO;2.450;35;2.110;15;130;70;45;15;30;71;PLDP
R2;439;1302;DOKLEZOVJE - KRIZEVCI;3.800;9.490;347;Doklezovje;QLD6;4.482;39;3.912;31;294;66;91;14;35;104;WIM
R2;439;1303;KRIZEVCI - ZIHLAVA;0;11.630;357;Berkovci;ROCNO;950;20;750;5;90;20;40;10;15;42;PLDP
R2;439;1304;ZIHLAVA - VIDEM;0;2.950;587;Jamna;QLD6;2.146;23;1.874;13;148;24;33;14;17;47;DIST
R2;439;1305;SV. JURIJ OB SCAVNICI - CERKVENJAK;0;6.986;349;Kraljevci;QLD5;643;9;555;17;35;13;12;1;1;17;PLDP
R2;439;1525;CERKVENJAK - PRIKLJ.CERKVENJAK;0;1.880;;;P;1.500;10;1.347;15;80;20;25;2;1;25;PLDP
R2;439;1525;PRIKLJ. CERKVENJAK - SENARSKA;1.880;6.735;;;P;900;7;796;5;55;15;20;1;1;16;PLDP
R2;440;1294;PETANJCI - GEDEROVCI;0;3.301;443;Sodisinci;QLD6;1.338;15;1.164;4;76;11;24;10;34;43;PLDP
R2;440;1295;GEDEROVCI - SKAKOVCI;0;3.370;444;Krajna;ROCNO;2.700;25;2.375;20;150;55;30;15;30;56;WIM
R2;440;1295;SKAKOVCI - CANKOVA;3.370;6.080;;;P;2.550;20;2.230;20;145;55;25;20;35;66;PLDP
R2;440;1296;CANKOVA - VECESLAVCI;0;8.500;344;Cankova;QLD5;3.635;34;3.263;23;140;46;63;24;42;84;DIST
R2;440;1296;VECESLAVCI - SOTINA;8.500;15.200;681;Sveti Jurij;QLD6;2.420;23;2.154;18;121;16;26;20;42;63;PLDP
R2;440;1296;SOTINA - MP KUZMA;15.200;16.025;666;MT Kuzma;QLD5;1.081;11;938;6;48;8;15;20;35;46;PLDP
R2;441;1298;MURSKA SOBOTA ;0;1.000;;;P;11.200;45;10.715;60;280;40;25;15;20;68;PLDP
R2;441;1298;MURSKA SOBOTA - VESCICA;1.000;4.000;345;Cernelavci;QLD6;8.951;40;8.455;39;350;22;24;10;11;46;PLDP
R2;441;1298;VESCICA - GEDEROVCI;4.000;10.200;334;Gederovci;QLD6;5.257;36;4.856;23;230;25;34;16;37;55;DIST
R2;441;1298;GEDEROVCI - MP GEDEROVCI;10.200;10.931;142;MT Gederovci;QLD6;3.903;30;3.610;6;172;11;15;14;45;42;WIM
R2;442;1318;MARTJANCI - MORAVSKE TOPLICE;0;3.970;44;Martjanci;QLD5;5.282;44;4.903;33;183;54;50;8;7;59;PLDP
R2;442;1318;MORAVSKE TOPLICE - DOBROVNIK;3.970;13.712;494;Filovci;QLD6;1.677;23;1.497;17;88;12;27;7;6;31;PLDP
R2;442;1319;DOBROVNIK - RONDO DOLGA VAS;0;10.402;358;Mostje;QLD6;2.182;22;1.995;12;104;12;19;7;11;28;PLDP
R2;443;1397;LIPOVCI - BRATONCI;0;1.348;146;Lipovci;QLTC10;11.519;58;10.270;78;627;127;124;54;181;267;PLDP
R2;443;0320;BRATONCI - BELTINCI;0;2.261;;;P;7.100;35;6.350;50;400;90;100;30;45;136;PLDP
R2;443;0321;BELTINCI - CRENSOVCI;0;5.820;87;Odranci;QLD6;3.739;30;3.389;31;182;26;48;12;21;63;PLDP
R2;443;0369;CRENSOVCI ;0;409;;;P;3.700;30;3.330;35;175;45;50;10;25;71;PLDP
R2;443;0322;CRENSOVCI - DOL.LAKOS;0;14.052;88;Hotiza;QLD6;2.856;23;2.552;34;158;22;33;6;28;57;PLDP
R2;443;1488;DOL. LAKOS - LENDAVA;0;1.365;907;Lendava;QLD6;2.765;14;2.553;18;134;15;19;4;8;28;PLDP
R2;443;1320;LENDAVA - DOLINA;0;6.240;;;P;1.900;10;1.753;5;90;15;20;2;5;20;PLDP
R2;443;1320;DOLINA - MP PINCE;6.240;6.495;675;MT Pince;QLD5;375;9;333;3;16;5;6;0;3;7;PLDP
R2;444;0344;RAZDRTO - MANCE;0;13.470;644;Podgric;QLD6;766;36;488;21;48;30;71;30;42;95;PLDP
R2;444;0345;MANCE - VIPAVA;0;1.429;735;Gradisce pri Vipavi;QLD6;3.608;55;3.012;32;244;59;99;43;64;142;PLDP
R2;444;1473;VIPAVA ;0;1.400;;;P;5.300;80;4.715;35;250;80;80;20;40;108;PLDP
R2;444;1473;VIPAVA - AJDOVSCINA;1.400;7.040;624;Log pri Vipavi;QLD5;5.983;79;5.459;40;249;82;55;8;11;57;WIM
R2;444;0387;AJDOVSCINA  (OBVOZNICA) ;0;1.960;917;Ajdovscina;QLTC10;4.143;35;3.366;4;333;67;62;65;211;219;PLDP
R2;444;0346;AJDOVSCINA - SELO;0;8.550;688;Ajdovscina 2;QLD6;6.834;85;6.246;46;362;40;36;8;11;57;PLDP
R2;444;0347;SELO - TRI HISE;0;8.600;81;Ozeljan;QLD6;4.973;46;4.588;35;235;30;26;5;8;42;PLDP
R2;444;0347;TRI HISE - AJSEVICA;8.600;10.600;699;Tri hise;QLTC10;9.703;105;8.505;49;667;146;72;39;120;185;PLDP
R2;444;0347;AJSEVICA  -  NOVA GORICA;10.600;15.350;558;Rozna dolina;QLD6;3.178;38;2.814;25;188;35;32;14;32;62;PLDP
R2;444;0365;NOVA GORICA;0;690;;;P;9.700;170;9.150;70;195;40;15;20;40;83;PLDP
R2;444;0348;N.GORICA - ROZNA DOLINA;0;130;654;MT Rozna Dolina;QLD5;9.663;168;9.354;4;96;13;26;2;0;19;PLDP
R2;445;0349;SENOZECE - STORJE;0;8.700;25;Senadolice;QLD6;1.698;26;1.453;12;115;25;33;12;22;48;PLDP
R2;445;0349;STORJE - SEZANA;8.700;14.185;613;Storje;QLD6;2.583;24;2.291;18;164;26;33;9;18;46;PLDP
R2;445;0350;SEZANA - FERNETICI;0;1.800;782;Sezana 3 ;QLTC10;10.076;130;9.229;24;504;69;36;12;72;95;PLDP
R2;445;0350;FERNETICI - MP FERNETICI;1.800;2.928;;;P;9.780;130;8.930;25;450;40;30;35;140;143;PLDP
R2;446;1016;SEZANA - DIVACA;0;9.770;206;Sezana;QLD6;3.295;66;2.970;33;159;32;21;4;10;40;PLDP
R2;447;0286;MEDLOG - PETROVCE;0;3.306;69;Dresinja vas;QLTC10;15.033;155;13.649;106;803;129;109;30;52;177;PLDP
R2;447;0287;PETROVCE - ZALEC;0;1.519;;;P;14.000;140;12.650;85;800;185;60;30;50;153;PLDP
R2;447;0367;ZALEC - VRBENSKO POLJE;0;2.220;904;Zalec TUS;QLTC10;12.306;149;11.139;53;714;110;67;25;49;124;PLDP
R2;447;0367;VRBENSKO POLJE - SEMPETER;2.220;5.980;609;Sempeter;QLTC10;13.765;157;12.513;88;758;121;61;23;44;134;PLDP
R2;447;0288;SEMPETER - LATKOVA VAS;0;591;;;P;8.500;150;7.350;100;620;145;60;25;50;148;PLDP
R2;447;0289;LATKOVA VAS - SENTRUPERT;0;1.420;;;P;7.800;140;6.530;80;650;170;90;60;80;201;PLDP
R2;447;0290;SENTRUPERT - VRANSKO;0;9.000;64;Tabor;QLD6;5.374;106;4.368;49;351;144;177;61;118;291;DIST
R2;447;0290;VRANSKO - LOCICA;9.000;11.905;915;Vransko;QLTC8;5.063;128;3.937;49;501;154;58;39;197;265;DIST
R2;447;0291;LOCICA - TROJANE;0;6.066;71;Trojane 2;QLTC10;3.406;107;2.547;36;353;114;45;37;167;219;DIST
R2;447;0292;TROJANE - LUKOVICA;0;15.000;72;Trojane;QLTC10;3.018;87;2.179;52;302;162;51;36;149;227;WIM
R2;447;0292;LUKOVICA  -  ZELODNIK;15.000;21.857;332;Sentvid;QLD6;5.365;80;4.454;62;358;126;154;41;90;245;WIM
R2;447;0293;ZELODNIK - DOMZALE;0;4.285;610;Zelodnik;QLTC10;8.909;113;7.445;87;652;265;143;51;153;266;DIST
R2;447;0294;DOMZALE - STOB;0;1.560;916;Domzale;QLTC10;10.863;81;9.640;25;829;135;63;31;59;125;PLDP
R2;447;0294;STOB - TRZIN;1.560;2.603;54;Depala vas;QLTC10;15.943;113;14.287;115;1.117;150;67;31;63;199;DIST
R2;448;1196;IVANCNA GORICA - GRM;0;5.789;289;Ivancna Gorica;QLTC10;6.795;48;5.822;34;414;146;118;72;141;377;WIM
R2;448;1197;GRM - PLUSKA;0;8.298;564;Medvedjek;ROCNO;1.250;20;1.035;5;100;45;15;10;20;37;PLDP
R2;448;1160;PLUSKA - TREBNJE PRIKLJ. TREBNJE Z;0;1.126;;;P;1.000;20;770;10;95;50;10;10;35;47;PLDP
R2;448;0220;PRIKLJ. TREBNJE Z - TREBNJE;0;4.005;55;Trebnje 2;QLTC8;5.215;29;4.440;27;453;80;44;47;95;138;PLDP
R2;448;0221;GRM - SENTJURIJ;0;5.318;634;Trebnje;QLD5;1.676;19;1.454;8;124;33;25;6;7;31;PLDP
R2;448;1510;SENTJURIJ - PRIKLJ. NM ZAHOD;0;5.756;147;Karteljevo;ROCNO;1.450;20;1.265;2;90;30;25;10;8;31;PLDP
R2;448;0222;PRIKLJ. NM ZAHOD - LOCNA;0;2.325;;;P;800;10;719;2;50;8;5;2;4;9;PLDP
R2;448;1512;NOVO MESTO (LOCNA - MACKOVEC);0;935;566;Mackovec 2;QLTC10;6.900;36;6.273;70;366;55;40;26;34;98;PLDP
R2;448;0223;MACKOVEC - LESNICA;0;880;922;Mackovec;QLTC10;9.293;53;8.646;46;429;42;44;17;16;71;PLDP
R2;448;0223;LESNICA - OTOCEC;880;3.878;400;Otocec;QLD5;8.415;45;8.132;32;42;74;59;14;17;77;PLDP
R2;448;0224;OTOCEC - KRONOVO;0;2.115;919;Gorenje Kronovo;QLD6;6.029;44;5.540;27;314;32;39;14;19;58;PLDP
R2;448;1513;KRONOVO - DOLENJE KRONOVO;0;715;;;P;7.000;45;6.485;30;310;40;40;20;30;72;PLDP
R2;448;1514;DOLENJE KRONOVO - GOR. GOMILA;0;2.750;799;Draga;QLD6;2.831;32;2.577;13;144;21;26;11;7;34;PLDP
R2;448;1514;GOR.GOMILA - DOBRAVA;2.750;5.374;;;P;890;20;762;10;60;15;10;8;5;20;PLDP
R2;449;0314;PESNICA - LENART;0;12.900;84;Mocna;QLD;4.200;67;3.789;30;173;68;52;10;11;57;WIM
R2;449;1543;PRIKLJ. LENART - LENART;0;1.442;793;Lenart;QLTC10;11.172;75;9.746;78;726;178;81;94;194;289;PLDP
R2;449;0315;LENART - GORNJA RADGONA;0;17.556;85;Ihova;QLTC10;3.861;45;3.101;51;306;112;50;53;143;167;WIM
R2;449;0316;GORNJA RADGONA;0;1.941;794;Podgrad pri G. Radgoni;QLTC8;7.190;81;6.150;69;470;126;81;56;157;228;PLDP
R2;450;1404;HOCE - PRIKLJ.  ROGOZA;0;1.570;905;Rogoza;QLTC10;7.547;44;6.432;33;553;115;107;52;211;255;PLDP
R2;450;1404;PRIKLJ.  ROGOZA - LETALISCE MARIBOR;1.570;4.460;;;P;1.000;25;766;25;150;30;2;1;1;19;PLDP
