Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Ime stevnega mesta;Tip stetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tez. tov. nad 7t;Tov. s prik.;Vlacilci;Dnevni NOO;TIP
HC;H4;0443;PRIKLJ.SELO - VRTOJBA;150;322;867;Priklj. Selo-Vrtojba;QLD6;1.398;2;1.254;2;90;15;14;5;16;28;PLDP
HC;H4;0378;SELO  -  VOGRSKO;0;6.726;816;Selo HC;QLTC8;11.874;18;8.724;33;1.261;213;129;198;1.298;1.329;PLDP
HC;H4;0379;VOGRSKO - SEMPETER;0;4.776;815;Bazara HC;QLD;8.242;20;5.650;30;837;130;120;185;1.270;1.266;PLDP
HC;H4;0380;SEMPETER - VRTOJBA;0;1.625;880;Sempeter HC;QLTC8;6.120;22;3.771;28;697;108;71;170;1.253;1.215;PLDP
HC;H4;0380;VRTOJBA - MP VRTOJBA;1.625;2.238;671;MT Vrtojba;QLD6;8.183;58;5.634;29;667;124;88;227;1.356;1.355;PLDP
HC;H5;0388;MP SKOFIJE  -  PLAVJE;0;552;651;MT Skofije;QLD6;16.373;244;14.507;75;819;109;43;89;487;561;PLDP
HC;H5;0456;PRIKLJUCEK PLAVJE - KP;0;100;861;PR Skofije-KP;QLD6;467;2;423;1;29;4;4;1;3;7;PLDP
HC;H5;0456;PRIKLJUCEK PLAVJE - MP;100;146;862;PR Skofije-MP;QLD6;5.172;145;4.765;21;184;29;10;3;15;41;PLDP
HC;H5;0388;PLAVJE - SKOFIJE;552;2.129;860;Skofije HC;QLTC8;11.668;102;10.166;54;664;85;36;87;474;525;PLDP
HC;H5;0388;SKOFIJE - PRIKLJ. SERMIN;2.129;2.962;;;P;15.800;105;14.190;60;740;100;50;85;470;534;PLDP
HC;H5;0388;PRIKLJ. SRMIN - SRMIN (A1);2.962;4.156;;;P;19.800;110;17.875;70;1.050;105;70;90;430;521;PLDP
HC;H5;0236;SERMIN - BERTOKI;0;1.129;;;P;37.300;260;32.315;180;2.500;280;310;335;1.120;1.483;PLDP
HC;H5;0237;BERTOKI - KP(SLAVCEK);0;2.548;11;Bertoki HC;QLTC8;37.160;282;33.418;184;2.492;270;196;66;252;533;PLDP
HC;H6;0238;KOPER (SLAVCEK - SEMEDELA);0;1.120;;;P;35.600;330;33.005;150;1.700;170;140;30;75;289;PLDP
HC;H6;0389;KOPER (SEMEDELA-ZUSTERNA)-(IZOLA);0;769;;;P;27.650;320;25.147;148;1.650;160;130;25;70;273;PLDP
HC;H7;0815;A5 - DOLGA VAS;0;1.502;;;P;4.900;35;2.550;25;300;70;50;290;1.580;1.552;PLDP
HC;H7;0817;DOLGA VAS - RONDO DOLGA VAS;0;2.024;;;P;3.600;30;1.350;20;260;55;30;285;1.570;1.525;PLDP
G1;1;0240;MP VIC - DRAVOGRAD;0;3.590;663;MT Vic;QLTC10;2.257;74;1.620;5;171;34;22;54;277;253;PLDP
G1;1;0241;DRAVOGRAD - RADLJE;0;16.005;60;Gortina;QLTC10;7.206;90;5.986;50;578;118;86;62;236;265;WIM
G1;1;0242;RADLJE ;0;2.686;;;P;8.500;70;7.540;75;430;90;80;55;160;255;DIST
G1;1;0243;RADLJE - BREZNO;0;9.127;605;Brezno;QLTC10;4.350;58;3.556;36;380;80;43;46;151;232;WIM
G1;1;0244;BREZNO - RUTA;0;9.569;573;Brezno-2;R 11x4;3.800;45;3.052;33;300;100;80;50;140;198;DIST
G1;1;0245;RUTA - SELNICA;0;10.500;600;Zgornji Boc;QLTC10;4.735;59;3.886;33;403;64;83;42;165;217;DIST
G1;1;0245;SELNICA - MB(OTOK);10.500;19.220;61;Brestrnica;QLTC8;8.369;78;7.314;85;535;99;69;42;147;237;DIST
G1;1;0245;MB(OTOK) - MB(KOROSKI MOST);19.220;20.688;900;MB Kamnica;QLTC10;13.734;99;12.370;89;794;101;90;44;147;207;WIM
G1;1;0326;MB (KOR. MOST - C. PROLE. BRIGAD);0;2.014;18;MB Koroski most;QLTC8;23.688;120;21.963;103;1.052;134;99;50;167;289;DIST
G1;1;0364;MB (C. PROLE. BRIGAD  -  TRZASKA C.);0;2.227;;;P;27.500;95;25.330;140;1.230;235;180;85;205;426;DIST
G1;1;0246;MB(TRZASKA) - MIKLAVZ;0;3.532;19;MB Ptujska;QLTC10;20.253;89;17.984;159;1.264;254;115;103;285;478;DIST
G1;2;1290;SL.BISTRICA - PRAGERSKO;0;3.595;196;Devina;QLTC10;8.013;54;6.478;22;657;228;135;122;317;445;WIM
G1;2;0392;PRAGERSKO - SIKOLE;0;5.323;641;Sikole 2;QLTC10;5.229;44;3.980;18;469;195;106;113;304;399;DIST
G1;2;0393;SIKOLE - KIDRICEVO;0;6.850;426;Sikole 3;QLTC8;6.193;53;4.856;19;513;197;135;105;315;415;DIST
G1;2;0393;KIDRICEVO - HAJDINA;6.850;7.950;792;Njiverce;QLTC8;10.524;63;8.814;49;725;232;205;116;320;484;DIST
G1;2;0395;PTUJ(TURNISCE - BUDINA);0;1.642;670;Ptuj jezero;QLTC10;11.935;48;9.812;31;922;288;159;179;496;634;PLDP
G1;2;0249;PTUJ - SPUHLJA;0;2.226;638;Ptuj Vzhod;QLTC10;13.128;78;11.268;84;847;203;95;140;413;529;DIST
G1;2;0250;SPUHLJA - GORISNICA;0;8.030;424;Borovci;QLTC10;7.444;49;6.404;32;508;108;79;69;195;162;WIM
G1;2;0250;GORISNICA - ORMOZ;8.030;17.688;62;Cvetkovci;QLTC10;5.671;47;4.736;31;433;107;68;67;182;249;DIST
G1;2;0398;ORMOZ Z  -  ORMOZ V;0;3.020;574;Ormoz;QLTC10;3.341;26;2.651;10;268;94;53;60;179;220;DIST
G1;2;1313;ORMOZ - SREDISCE OB DRAVI;0;9.000;355;Grabe;QLTC10;2.501;26;2.070;11;141;58;38;37;120;89;DIST
G1;2;1313;SREDISCE OB DRAVI  -  MP SRED.;9.000;11.865;522;MP Sredisce ob Dravi;QLTC10;861;7;602;5;56;41;12;29;109;66;DIST
G1;4;1257;DRAVOGRAD - OTISKI VRH;0;1.448;480;Dravograd;QLTC8;12.455;113;10.879;134;762;145;116;82;224;258;DIST
G1;4;1258;OTISKI VRH - SL.GRADEC;0;9.170;131;Bukovska vas;QLTC8;9.439;89;7.957;76;688;164;119;103;243;315;WIM
G1;4;1445;SL.GRADEC ;0;1.910;;;P;12.100;110;10.440;90;830;190;110;105;225;383;DIST
G1;4;1259;SL.GRADEC - LUZNIK;0;6.600;329;Smartno SG;QLTC10;11.531;103;9.879;76;860;196;99;100;218;208;DIST
G1;4;1259;LUZNIK - ZG.DOLIC;6.600;12.897;621;Mislinja;QLTC10;8.770;86;7.317;75;722;175;88;92;215;188;WIM
G1;4;1260;ZG.DOLIC - VELENJE;0;11.476;315;Paka pri Velenju;QLD*;8.560;81;7.193;69;643;136;140;85;213;176;WIM
G1;4;1261;VELENJE - CRNOVA;0;7.427;132;Crnova;QLTC10;16.529;116;14.422;69;1.159;233;115;139;276;617;WIM
G1;4;1262;CRNOVA - ARJA VAS;0;7.014;133;Velika Piresica;QLTC8;13.173;82;11.171;70;990;217;194;153;296;274;WIM
G1;5;1401;PRIKLJ. CELJE Z - MEDLOG;0;3.613;689;Medlog;QLD6;5.337;12;4.735;23;351;56;75;28;57;113;DIST
G1;5;0370;MEDLOG  -  CELJE;0;3.242;417;Celje Lava;QLTC10;12.964;113;11.755;28;691;147;117;41;72;185;DIST
G1;5;0328;CELJE - CE(POLULE);0;2.000;;;P;17.800;100;16.145;45;770;205;145;100;290;415;PLDP
G1;5;0328;CE(POLULE) - LASKO;2.000;11.000;90;Kosnica;QLTC8;12.895;87;11.207;44;852;199;128;98;280;557;WIM
G1;5;0328;LASKO - SMARJETA;11.000;17.325;580;Strmca;QLTC10;8.621;74;7.307;39;655;148;98;71;229;314;DIST
G1;5;0329;SMARJETA - RIMSKE TOPLICE;0;1.050;91;Rimske Toplice;QLTC10;6.211;58;5.164;37;491;133;77;64;187;265;DIST
G1;5;0330;RIM.TOPLICE - ZIDANI MOST;0;6.750;739;Zidani Most;R 09x4;4.600;70;3.735;25;350;170;60;50;140;217;PLDP
G1;5;0331;ZIDANI MOST - RADECE;0;2.997;92;Radece;QLD;6.089;52;5.065;31;451;185;76;64;165;259;PLDP
G1;5;0360;RADECE ;0;520;;;P;6.900;55;5.860;40;520;110;70;65;180;279;DIST
G1;5;0332;RADECE - BOSTANJ;0;11.249;101;Vrhovo;QLTC10;4.586;55;3.770;24;365;106;53;57;156;190;DIST
G1;5;0333;BOSTANJ;0;790;581;Bostanj;QLTC8;9.718;80;8.366;37;698;146;124;84;183;300;DIST
G1;5;0334;BOSTANJ - IMPOLJCA;0;4.490;;;P;6.100;50;5.155;25;370;100;150;90;160;333;DIST
G1;5;0335;IMPOLJCA - BRESTANICA;0;9.790;630;Impoljca;QLTC10;4.363;48;3.541;16;398;91;75;61;133;181;WIM
G1;5;0361;BRESTANICA - KRSKO;0;3.900;103;Krsko;QLTC10;7.818;46;6.641;36;593;128;125;88;161;283;DIST
G1;5;0336;KRSKO - LESKOVEC;0;2.620;95;Zadovinek;QLTC10;11.259;59;9.816;30;776;136;120;103;219;331;DIST
G1;5;0336;LESKOVEC - DRNOVO;2.620;4.925;;;P;9.750;60;8.765;30;420;110;75;90;200;294;DIST
G1;6;0338;POSTOJNA - PIVKA;0;10.260;82;Prestranek;QLTC8;11.135;89;9.968;50;535;115;106;51;221;478;WIM
G1;6;0339;PIVKA - RIBNICA;0;9.945;615;Mala Pristava;QLTC10;3.516;72;2.876;63;297;49;27;33;99;164;DIST
G1;6;0340;RIBNICA - PREM;0;4.215;474;Ribnica 2;R 07x1;3.700;95;2.850;60;380;110;55;50;100;192;PLDP
G1;6;0341;PREM - IL.BISTRICA;0;6.210;516;Topolc;R 07x1;4.650;100;3.865;65;340;90;55;40;95;179;PLDP
G1;6;0342;IL.BISTRICA (TRNOVO) ;0;1.160;;;P;6.300;100;5.440;65;400;95;50;40;110;189;PLDP
G1;6;0363;IL.BISTRICA (DO PODGRAJSKE UL.);0;1.470;;;P;11.300;110;10.395;55;470;80;35;35;120;176;PLDP
G1;6;0343;IL.BISTRICA - DOLNJI ZEMON;0;2.800;83;Koseze;QLTC10;7.371;116;6.496;53;472;48;27;27;132;166;PLDP
G1;6;0343;DOLNJI ZEMON  -  MP JELSANE;2.800;9.961;504;MP Jelsane;QLTC8;4.505;95;3.855;47;323;26;11;20;128;142;PLDP
G1;7;0356;MP STAROD - PODGRAD;0;6.561;503;MP Starod;QLTC8;4.371;84;3.517;56;330;32;9;42;301;179;DIST
G1;7;0355;PODGRAD - OBROV;0;5.900;526;Male Loce;QLTC10;6.358;100;5.171;64;448;49;26;66;434;411;DIST
G1;7;0354;OBROV - KOZINA;0;14.500;604;Gradisce;QLTC10;6.783;85;5.477;43;536;57;61;69;455;320;DIST
G1;7;0353;KOZINA - MP KOZINA;0;3.340;652;MT Kozina;QLTC8;5.854;120;4.892;56;391;40;15;42;298;215;WIM
G1;8;0213;LJ(SENTVID  -  OBVOZNICA);0;2.900;725;LJ Celovska Dravlje;QLTC8;38.921;168;35.248;486;2.366;249;138;82;184;590;PLDP
G1;9;1503;DRAZENCI-JUROVCI (LANCOVA VAS);0;1.860;;;P;10.800;35;8.670;105;950;90;45;115;790;672;DIST
G1;9;0362;JUROVCI ;0;1.000;;;P;11.700;40;9.550;120;1.000;100;50;90;750;667;DIST
G1;9;0351;JUROVCI - PODLEHNIK;0;4.200;682;Jurovci;QLTC8;10.855;46;8.916;123;814;76;36;84;760;612;WIM
G1;9;0351;PODLEHNIK  -  MP GRUSKOVJE;4.200;10.071;518; Gruskovje;QLTC8;8.807;37;7.076;122;667;55;18;78;754;593;DIST
G1;11;1062;KOPER - SMARJE;0;6.000;149;Koper;QLTC8;15.453;237;13.853;51;1.025;84;55;21;127;169;DIST
G1;11;1062;SMARJE - DRAGONJA;6.000;13.650;150;Pesjanci;QLTC10;10.439;180;9.188;60;777;60;32;22;120;155;WIM
G1;11;1062;DRAGONJA - MP DRAGONJA;13.650;14.724;14;MP Dragonja;QLD3;8.164;146;7.237;43;534;48;21;21;114;141;DIST
G1;11;1475;SLAVCEK -  KOPER;0;700;;;P;31.200;260;29.025;190;1.400;120;80;30;95;263;PLDP
G1;11;1475;KOPER - LUKA KOPER;700;2.424;;;P;13.900;40;12.150;210;1.170;80;65;45;140;300;PLDP
G2;101;0232;MP LJUBELJ - BISTRICA(TRZIC);0;12.500;660;MT Ljubelj;QLD5;2.235;88;1.955;12;143;20;14;1;2;20;PLDP
G2;101;0231;BISTRICA(TRZIC) - ZVIRCE;0;3.280;3;Kovor;QLD;8.706;64;7.799;23;559;135;78;17;31;116;PLDP
G2;101;0230;ZVIRCE - PODTABOR;0;1.228;554;Zvirce;R 07x1;8.200;50;7.360;20;550;100;70;20;30;103;PLDP
G2;102;1031;MP ROBIC - ROBIC;0;3.770;655;MT Robic;QLD6;1.048;37;935;2;41;6;7;12;8;20;DIST
G2;102;1031;ROBIC - STARO SELO;0;5.630;914;Staro selo;PRAZNO;2.200;55;2.048;4;50;10;10;15;8;14;DIST
G2;102;1030;STARO SELO - KOBARID;0;3.320;212;Kobarid;R 11x4;2.900;60;2.710;15;55;15;20;15;10;20;DIST
G2;102;1005;KOBARID - IDRSKO;0;2.200;679;Idrsko;QLD6;3.841;138;3.292;20;264;31;59;16;21;68;WIM
G2;102;1006;IDRSKO - PERSETI;0;11.715;97;Perseti;QLD6;4.173;135;3.529;18;308;49;90;18;26;86;DIST
G2;102;1040;PERSETI - MOST NA SOCI;0;7.334;405;Prapetno;QLD6;3.990;82;3.483;25;253;46;71;14;16;73;DIST
G2;102;1039;MOST NA SOCI - BACA;0;2.205;533;Most na Soci;R 07x1;4.900;85;4.425;30;210;65;45;15;25;82;PLDP
G2;102;1038;BACA - DOL. TREBUSA;0;8.550;104;Slap ob Idrijci;QLD6;1.907;9;1.637;17;142;29;52;9;12;55;PLDP
G2;102;1037;DOL TREBUSA - ZELIN;0;13.118;406;Stopnik;QLD5;1.467;52;1.170;17;96;40;67;11;14;67;PLDP
G2;102;1036;ZELIN - SP. IDRIJA(MAROF);0;11.300;447;Otalez;QLD6;2.354;54;2.004;34;162;26;41;14;19;68;PLDP
G2;102;1035;SP. IDRIJA;0;1.900;;;P;5.800;50;5.320;55;200;65;50;20;40;112;DIST
G2;102;1034;SP. IDRIJA - GODOVIC;0;13.277;617;Idrija;QLD6;4.218;78;3.559;70;324;51;74;21;41;90;WIM
G2;102;1033;GODOVIC - KALCE;0;11.233;100;Hotedrsica;QLD*;3.822;69;3.174;36;303;54;70;41;75;121;WIM
G2;102;1460;KALCE - LOGATEC;0;3.490;74;Kalce;QLD6;5.794;166;4.843;65;389;75;111;60;85;205;WIM
G2;102;1461;LOGATEC - PRIKLJ. LOGATEC;0;1.672;395;Logatec 2;QLTC10;8.968;38;7.596;14;834;144;81;84;177;263;PLDP
G2;103;1007;PERSETI - USNIK;0;4.015;546;Volce;R 07x1;3.260;100;2.750;25;200;55;85;20;25;98;PLDP
G2;103;1008;USNIK - KANAL;0;12.580;616;Doblar;QLD6;3.249;96;2.755;20;241;39;51;17;30;77;PLDP
G2;103;1008;KANAL - PLAVE;12.580;20.070;754;Deskle;QLD*;5.654;101;4.888;32;351;51;58;31;142;178;PLDP
G2;103;1009;PLAVE - SOLKAN;0;10.070;99;Solkan;QLD*;6.292;108;5.516;28;350;53;61;32;144;180;PLDP
G2;103;1390;SOLKAN-NOVA GORICA (KROMBERK);0;1.972;693;Solkan 3;QLTC8;7.321;119;6.300;20;506;89;91;30;166;212;PLDP
G2;103;1486;KROMBERK  -  ROZNA DOLINA;0;2.589;222;Panovec;QLTC8;23.614;185;21.664;124;1.212;141;103;24;161;282;PLDP
G2;103;1447;NG(R. DOLINA)  -  SEMPETER;0;2.315;227;Sempeter RD;QLD*;11.218;86;10.085;18;665;88;64;30;182;210;PLDP
G2;104;1136;KRANJ - LETALISCE BRNIK;0;6.000;200;KR Primskovo 1;QLTC8;24.317;118;21.766;81;1.711;215;120;82;224;249;DIST
G2;104;1136;LETALISCE BRNIK - SP.BRNIK;6.000;8.453;627;Brnik;QLTC8;10.356;98;8.600;89;870;241;135;79;244;272;DIST
G2;104;1137;SP.BRNIK - MOSTE;0;5.953;781;Komenda;QLTC10;8.865;81;7.277;53;822;209;120;71;232;260;WIM
G2;104;1138;MOSTE - MENGES;0;3.900;115;Topole;QLTC10;9.316;61;7.785;55;858;153;117;64;223;323;PLDP
G2;104;1496;MENGES (SLOVENSKA C.) ;0;1.548;;;P;8.000;45;7.020;40;600;95;60;40;100;136;DIST
G2;104;1388;MENGES (KAMNISKA C. - KOLODVORSKA);0;802;;;P;7.300;55;6.460;10;500;90;65;30;90;142;PLDP
G2;104;1139;MENGES (KOLODVORSKA C.) - LOKA;0;1.975;918;Menges;QLTC8;7.667;42;6.860;9;524;75;60;27;70;119;PLDP
G2;104;1139;LOKA - TRZIN;1.975;4.530;116;Loka;QLTC10;15.690;87;13.950;57;1.105;174;91;61;165;275;PLDP
G2;104;0295;TRZIN - LJ(CRNUCE);0;3.687;73;Trzin;QLTC8;32.046;153;28.827;162;2.174;289;163;78;200;384;WIM
G2;104;0087;LJ(CRNUCE  -  BRNCICEVA);0;890;172;S Vpadnica;QLTC8;31.572;125;28.337;40;2.319;312;152;75;212;216;DIST
G2;104;0087;LJ(BRNCICEVA  -  TOMACEVO);890;2.870;;;P;39.700;130;35.780;60;2.400;440;400;110;380;668;PLDP
G2;105;0254;NOVO MESTO (AC  -  LOCNA);0;910;;;P;16.000;65;13.665;65;1.220;280;220;210;275;546;PLDP
G2;105;0257;NOVO MESTO (LOCNA - KRKA);0;1.070;193;NM Locna;QLTC10;17.968;58;16.031;55;1.128;193;118;161;224;350;DIST
G2;105;1511;NOVO MESTO (KRKA) ;0;940;118;NM Obvoznica;QLTC8;18.087;59;16.078;60;1.143;223;149;163;212;378;DIST
G2;105;0255;NOVO MESTO(KRKA - REVOZ);0;1.805;177;NM Zabja vas;QLTC8;12.872;66;11.060;95;939;208;158;156;190;378;DIST
G2;105;0256;NOVO MESTO(REVOZ) - METLIKA;0;26.301;607;Gorjanci;QLD6;4.433;37;3.822;32;305;43;73;40;81;116;WIM
G2;105;0258;METLIKA - MP METLIKA;0;1.480;155;MP Metlika;QLD6;2.432;21;2.259;7;74;6;7;15;43;37;DIST
G2;106;0215;LJ(RUDNIK) - SKOFLJICA;0;4.555;6;Skofljica;QLTC8;18.461;141;16.263;192;1.332;194;142;64;133;250;WIM
G2;106;0260;SKOFLJICA;0;520;;;P;14.300;100;12.835;130;750;200;110;65;110;311;DIST
G2;106;0261;SKOFLJICA - RASICA;0;16.290;117;Zelimlje;QLTC10;7.548;71;6.618;68;504;114;50;42;81;178;DIST
G2;106;0262;RASICA - ZLEBIC;0;12.425;410;Zlebic;QLD*;6.478;62;5.627;60;437;55;101;53;83;128;WIM
G2;106;0263;ZLEBIC - BREG;0;2.300;;;P;6.700;60;5.750;70;520;60;90;70;80;216;DIST
G2;106;0263;BREG - HROVACA;2.300;4.500;;;P;9.200;80;8.230;60;540;70;80;65;75;197;DIST
G2;106;0263;HROVACA - DOLENJA VAS;4.500;9.490;751;Gorica vas;QLD*;7.914;87;6.946;53;519;67;77;69;96;181;DIST
G2;106;0263;DOLENJA VAS - KOCEVJE;9.490;18.779;619;Stara Cerkev;QLD6;5.400;61;4.725;48;316;38;69;67;76;173;WIM
G2;106;0264;KOCEVJE ;0;1.900;;;P;7.100;70;6.455;50;310;40;60;55;60;148;DIST
G2;106;0264;KOCEVJE - LIVOLD;1.900;6.269;744;Kocevje;QLD6;5.069;72;4.588;15;255;44;52;24;19;73;PLDP
G2;106;0265;LIVOLD - STALCERJI;0;6.200;119;Stalcerji;QLD6;1.880;52;1.671;11;97;11;15;13;10;32;PLDP
G2;106;0265;STALCERJI - FARA;6.200;21.580;750;Banja Loka;R 09x1;1.100;50;922;10;90;10;5;8;5;20;PLDP
G2;106;0266;FARA - PETRINA;0;2.450;742;Petrina 1;QLD3;726;25;672;1;19;2;3;1;3;5;PLDP
G2;106;0266;PETRINA - MP PETRINA;2.450;2.560;507;MP Petrina;PRAZNO;200;5;185;1;5;3;1;0;0;2;PLDP
G2;106;0216;SKOFLJICA - SMARJE SAP;0;2.461;26;Skofljica 2;QLD6;3.849;23;3.378;11;299;44;54;14;26;70;PLDP
G2;107;1274;CELJE - STORE;0;4.500;420;Celje Teharje;QLTC8;15.268;82;13.714;65;843;180;131;54;199;288;DIST
G2;107;1274;STORE -  SENTJUR;4.500;10.902;134;Sentjur;QLD*;10.675;69;9.666;60;556;112;76;39;97;176;DIST
G2;107;1275;SENTJUR - SMARJE PRI JELSAH;0;11.300;622;Stopce;QLD*;8.504;47;7.516;38;501;71;111;82;138;195;WIM
G2;107;1275;SMARJE PRI JELSAH - MESTINJE;11.300;14.307;188;Mestinje;QLD;7.887;50;6.835;41;530;129;89;63;150;245;DIST
G2;107;1238;MESTINJE - PODPLAT;0;2.060;756;Podplat 3;QLTC10;7.953;60;6.820;34;559;150;95;73;162;264;DIST
G2;107;1276;PODPLAT - TEKACEVO;0;2.450;136;Podplat 2;QLD*;8.011;41;6.987;41;526;84;138;60;134;206;DIST
G2;107;1276;TEKACEVO  -  KOTEC;2.450;10.600;687;Cerovec;QLD6;3.528;20;3.042;9;211;40;65;71;70;119;DIST
G2;107;1276;KOTEC - ROGATEC;10.600;12.500;696;Brezovec;QLD6;5.180;31;4.625;34;246;41;58;53;92;130;DIST
G2;107;1277;ROGATEC;0;2.000;;;P;2.450;10;2.045;50;150;40;45;40;70;136;PLDP
G2;107;1277;ROGATEC - MP DOBOVEC;2.000;7.774;337;MP Dobovec;QLD6;1.107;7;924;11;44;8;13;33;67;84;PLDP
G2;108;1180;CRNUCE - SENTJAKOB;0;3.580;120;Sentjakob;QLD*;8.105;51;6.906;56;782;101;82;42;85;172;DIST
G2;108;1181;SENTJAKOB - DOLSKO;0;7.000;114;Dol;QLD*;12.298;70;11.044;50;833;104;82;33;82;166;DIST
G2;108;1181;DOLSKO - RIBCE;7.000;14.870;121;Senozeti;QLD6;8.021;54;7.174;32;502;57;90;31;81;147;WIM
G2;108;1182;RIBCE - LITIJA;0;13.443;678;Zgornji Log;QLD6;7.602;57;6.811;31;449;56;93;31;74;136;DIST
G2;108;1183;LITIJA - ZAGORJE;0;14.981;620;Renke;QLD6;4.252;50;3.661;24;306;50;65;22;74;63;WIM
G2;108;1184;ZAGORJE - TRBOVLJE;0;4.316;122;Trbovlje 4;QLD*;7.281;67;6.517;20;409;55;76;27;110;76;WIM
G2;108;1185;TRBOVLJE - HRASTNIK;0;5.162;123;Hrastnik;QLD*;7.051;62;6.259;57;395;57;83;32;106;161;DIST
G2;108;1186;HRASTNIK - ZIDANI MOST;0;8.291;124;Suhadol;QLD3;1.445;23;1.323;0;89;9;1;0;0;3;PLDP
G2;109;1453;DOLGA VAS - MP DOLGA VAS;0;584;141;MT Dolga vas;QLTC8;3.897;26;1.672;19;252;53;26;284;1.565;1.330;PLDP
G2;109;0357;LENDAVA - PETISOVCI;0;3.500;89;Lendava 2;R 03x1;2.850;45;2.325;35;150;50;25;50;170;198;PLDP
G2;109;0357;PETISOVCI - MP PETISOVCI;3.500;4.498;143;MP Petisovci;QLD;2.683;26;2.267;27;95;34;16;49;169;184;PLDP
G2;111;1504;KOPER(ZUSTERNA) - RUDA(IZOLA);0;3.295;626;Izola;QLTC8;26.845;320;24.407;146;1.600;154;125;22;71;199;WIM
G2;111;0373;RUDA(IZOLA) - BELVEDER;0;4.750;13;Izolska obvoznica;QLTC8;16.023;200;14.670;63;929;84;49;6;22;99;PLDP
G2;111;0373;BELVEDER - VALETA;4.750;8.255;901;Belveder;QLTC8;20.597;317;18.740;139;1.217;99;53;6;26;151;PLDP
G2;111;0239;VALETA - LUCIJA;0;1.770;;;P;10.900;110;9.864;50;720;95;35;6;20;86;PLDP
G2;111;0239;LUCIJA -  SECOVLJE;1.770;7.000;10;Seca;QLD6;9.229;53;8.485;33;510;93;32;6;17;73;PLDP
G2;111;0239;SECOVLJE - MP SECOVLJE;7.000;7.280;500;MP Secovlje;QLD3;4.553;35;4.327;23;150;5;3;7;3;23;PLDP
G2;112;1254;MP HOLMEC - POLJANA;0;3.881;662;MT Holmec;QLD6;1.906;33;1.681;3;99;8;19;29;34;56;PLDP
G2;112;1255;POLJANA - PREVALJE;0;2.000;432;Prevalje;QLD*;7.570;66;6.763;54;438;65;73;34;77;122;DIST
G2;112;1255;PREVALJE - RAVNE;2.000;8.047;752;Dobja vas;QLTC8;13.425;90;12.094;89;798;120;105;36;93;187;DIST
G2;112;1256;RAVNE - DRAVOGRAD;0;7.008;160;Ravne;QLD*;6.340;46;5.431;71;438;61;124;55;114;162;WIM
R1;201;0201;MP KORENSKO SEDLO - PODKOREN;0;3.755;659;MT Korensko sedlo;QLD5;1.476;146;1.176;5;134;7;7;0;1;8;PLDP
R1;201;0202;PODKOREN - KR.GORA;0;2.550;;;P;4.500;120;3.903;50;330;60;25;5;7;53;PLDP
R1;201;0203;KR.GORA - GOZD MARTULJEK;0;3.900;777;Kranjska Gora;QLD*;5.949;129;5.169;79;459;50;49;5;9;77;PLDP
R1;201;0203;GOZD MARTULJEK - MOJSTRANA-DOVJE;3.900;12.100;631;Gozd Martuljek;QLD5;5.535;118;4.893;82;284;81;63;8;6;91;PLDP
R1;201;0204;DOVJE - MOJSTRANA-KRAJE;0;2.420;776;Dovje;QLD6;5.457;119;4.755;73;405;34;48;11;12;76;PLDP
R1;201;0205;KRAJE - HRUSICA;0;4.030;902;Hrusica;QLD*;7.029;122;6.213;84;474;52;59;11;14;54;WIM
R1;202;0234;MP RATECE - RATECE;0;1.380;658;MT Ratece;QLD5;1.900;84;1.672;13;91;21;15;1;3;20;PLDP
R1;202;0233;RATECE - PODKOREN;0;2.926;778;Ratece;R 10x4;2.700;90;2.403;50;100;30;20;2;5;42;PLDP
R1;203;1002;MP PREDEL - KLUZE;0;12.500;657;MT Predel;QLD5;680;108;480;7;54;13;16;1;1;15;PLDP
R1;203;1002;KLUZE - BOVEC;12.500;14.904;536;Kluze;R 07x1;850;110;628;8;65;15;20;2;2;19;PLDP
R1;203;1003;BOVEC(PO OBVOZNICI) - ZAGA;0;9.904;535;Bovec;QLD3;1.386;9;1.180;17;108;31;34;3;4;35;PLDP
R1;203;1004;ZAGA - KOBARID;0;13.395;96;Srpenica;QLD5;1.871;99;1.426;29;197;43;55;9;13;27;WIM
R1;204;1012;SEMPETER - VOLCJA DRAGA;0;2.800;262;Volcja Draga;QLD;8.982;17;8.484;29;363;49;35;2;3;43;PLDP
R1;204;1012;VOLCJA DRAGA - DORNBERK;2.800;8.343;203;Prvacina;QLD6;5.541;77;5.046;22;307;41;36;5;7;43;PLDP
R1;204;1013;DORNBERK - STANJEL;0;13.078;204;Branik;QLD3;2.114;72;1.848;10;142;23;14;3;2;19;PLDP
R1;204;1014;STANJEL - DUTOVLJE;0;7.820;24;Kopriva;R 11x4;1.500;50;1.272;12;120;25;15;4;2;21;PLDP
R1;204;1015;DUTOVLJE - SEZANA;0;7.890;205;Tomaj;QLD6;3.081;70;2.745;13;189;29;21;5;9;31;PLDP
R1;205;1026;DIVACA - LOKEV-LIPICA;0;8.668;418;MT Lipica;QLD5;5.030;118;4.530;9;303;42;19;1;8;27;PLDP
R1;206;1027;KRANJSKA GORA  -  ERIKA;0;3.372;220;Erika;QLD3;556;43;461;6;29;10;5;2;0;8;PLDP
