Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Ime stevnega mesta;Tip   stetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov.  < 3,5t;Sr. tov.  3,5-7t;Tez. tov. nad 7t;Tov. s prik.;Vlacilci;Dnevni NOO;Tip
R2;445;0349;STORJE - SEZANA;8.700;14.185;613;Storje;QLTC10;2.667;43;2.365;16;194;23;17;2;7;26;PLDP
R2;445;0350;SEZANA - FERNETICI;0;1.800;782;Sezana 3 ;QLTC10;11.242;143;10.279;28;627;69;34;9;53;83;PLDP
R2;445;0350;FERNETICI - MP FERNETICI;1.800;2.928;;;P;10.800;160;9.750;30;490;40;30;50;250;225;PLDP
R2;446;1016;SEZANA - DIVACA;0;9.645;206;Sezana;QLTC10;3.501;84;3.116;10;217;32;26;3;13;34;PLDP
R2;447;0286;MEDLOG - PETROVCE;0;3.306;69;Dresinja vas;QLTC10;15.144;166;13.607;127;845;164;112;37;86;222;PLDP
R2;447;0287;PETROVCE - ZALEC;0;1.519;;;P;14.100;165;12.585;125;840;160;110;35;80;214;PLDP
R2;447;0367;ZALEC - VRBENSKO POLJE;0;2.220;904;Zalec TUS;QLTC10;12.619;161;11.241;66;785;160;106;29;71;178;PLDP
R2;447;0367;VRBENSKO POLJE - SEMPETER;2.220;5.980;609;Sempeter;QLTC10;14.537;177;13.059;101;844;164;101;27;64;185;PLDP
R2;447;0288;SEMPETER - LATKOVA VAS;0;591;;;P;9.000;180;7.785;90;670;150;35;25;65;144;PLDP
R2;447;0289;LATKOVA VAS - SENTRUPERT;0;1.420;;;P;7.700;160;6.605;40;650;140;50;20;35;106;PLDP
R2;447;0290;SENTRUPERT - VRANSKO;0;9.000;64;Tabor;QLTC10;5.192;160;4.360;38;392;126;63;17;36;115;WIM
R2;447;0290;VRANSKO - LOCICA;9.000;11.905;915;Vransko;QLTC8;4.753;167;3.829;38;440;123;49;23;84;144;DIST
R2;447;0291;LOCICA - TROJANE;0;6.066;71;Trojane 2;QLTC10;2.937;127;2.298;27;259;97;33;20;76;117;DIST
R2;447;0292;TROJANE - LUKOVICA;0;15.000;72;Trojane;QLTC10;2.840;111;2.245;49;242;90;24;15;64;109;DIST
R2;447;0292;LUKOVICA  -  ZELODNIK;15.000;21.857;332;Sentvid;QLTC10;6.201;108;5.263;52;491;123;82;24;58;120;WIM
R2;447;0293;ZELODNIK - DOMZALE;0;4.285;610;Zelodnik;QLTC10;10.528;128;8.936;88;867;199;125;49;136;220;DIST
R2;447;0294;DOMZALE - STOB;0;1.560;916;Domzale;QLTC10;11.572;94;10.123;29;912;160;87;44;123;195;PLDP
R2;447;0294;STOB - TRZIN;1.560;2.603;54;Depala vas;QLTC10;17.103;125;15.063;121;1.335;188;96;47;128;250;PLDP
R2;448;1196;IVANCNA GORICA - GRM;0;5.789;289;Ivancna Gorica;QLTC10;6.747;57;5.953;15;451;79;81;30;81;165;WIM
R2;448;1197;GRM - PLUSKA;0;8.298;564;Medvedjek;R 11x4;1.500;25;1.290;10;100;40;15;5;15;33;PLDP
R2;448;1160;PLUSKA - PRIKLJ. TREBNJE Z;0;1.126;;;P;1.400;30;1.115;10;130;60;20;10;25;48;PLDP
R2;448;0220;PRIKLJ. TREBNJE Z - TREBNJE;0;4.005;55;Trebnje 2;QLTC8;6.607;49;5.542;31;583;106;68;58;170;212;PLDP
R2;448;0221;GRM - SENTJURIJ;0;5.318;634;Trebnje;QLD5;2.199;30;1.821;16;155;72;55;20;30;80;PLDP
R2;448;1510;SENTJURIJ - PRIKLJ. NM ZAHOD;0;5.756;147;Karteljevo;MWTC1;2.996;53;2.543;23;173;30;92;19;63;113;PLDP
R2;448;0222;PRIKLJ. NM ZAHOD - LOCNA;0;2.325;;;P;1.600;50;1.250;20;150;10;50;20;50;80;PLDP
R2;448;1512;NOVO MESTO (LOCNA - MACKOVEC);0;935;566;Mackovec 2;QLTC10;8.641;50;7.883;42;483;75;40;29;39;97;PLDP
R2;448;0223;MACKOVEC - LESNICA;0;880;922;Mackovec;QLTC10;10.403;71;9.616;64;514;58;41;17;22;85;PLDP
R2;448;0223;LESNICA - OTOCEC;880;3.878;400;Otocec;QLTC10;9.609;65;8.888;44;478;65;31;16;22;72;PLDP
R2;448;0224;OTOCEC - KRONOVO;0;2.115;919;Gorenje Kronovo;QLTC8;7.111;63;6.459;59;412;52;36;12;18;73;PLDP
R2;448;1513;KRONOVO - DOLENJE KRONOVO;0;715;;;P;7.700;65;6.995;60;450;55;40;15;20;80;PLDP
R2;448;1514;DOLENJE KRONOVO - GOR. GOMILA;0;2.750;799;Draga;QLTC10;3.318;44;2.967;26;200;34;24;13;10;45;PLDP
R2;448;1514;GOR.GOMILA - DOBRAVA;2.750;5.374;;;P;1.100;20;928;20;80;25;10;9;8;29;PLDP
R2;449;0314;PESNICA - LENART;0;12.900;84;Mocna;QLTC10;3.784;80;3.382;33;209;32;30;7;11;47;PLDP
R2;449;1543;PRIKLJ. LENART - LENART;0;1.442;793;Lenart;QLTC10;11.745;82;10.626;86;759;84;51;15;42;117;PLDP
R2;449;0315;LENART - GORNJA RADGONA;0;17.556;85;Ihova;QLTC10;3.887;48;3.220;56;286;74;39;40;124;253;WIM
R2;449;0316;GORNJA RADGONA;0;1.941;794;Podgrad pri Gornji Radgoni;QLTC8;7.310;81;6.362;73;460;87;71;43;133;195;PLDP
R2;450;1404;HOCE - PRIKLJ.  ROGOZA;0;1.570;905;Rogoza;QLTC10;8.411;49;7.121;39;691;115;97;49;250;277;PLDP
R2;450;1404;PRIKLJ.  ROGOZA - LETALISCE MARIBOR;1.570;4.460;;;P;1.200;25;1.033;25;90;25;1;1;0;17;PLDP
R2;451;1448;ARJA VAS - ZALEC;0;2.090;70;Zalec;QLTC10;8.056;58;6.811;34;673;152;122;59;147;325;WIM
R2;452;0368;HRUSICA - PLAVZ;0;2.450;530;Jesenice zahod;QLTC8;7.102;132;6.146;191;434;50;44;25;80;180;PLDP
R2;452;0368;PLAVZ - JESENICE;2.450;4.250;;;P;12.000;150;10.860;185;520;95;55;50;85;211;PLDP
R2;452;0368;JESENICE - JAVORNIK;4.250;6.400;531;SL Javornik;QLTC10;15.424;155;13.897;187;813;130;76;33;133;249;PLDP
R2;452;0206;JAVORNIK - ZIROVNICA;0;5.013;603;Moste pri Zirovnici;QLTC8;6.680;126;5.924;88;357;55;47;9;74;125;PLDP
R2;452;0207;ZIROVNICA - LESCE;0;4.957;557;Vrba ;QLTC8;7.619;123;6.827;71;414;56;43;9;76;117;PLDP
R2;452;0208;LESCE - RADOVLJICA;0;2.820;632;Radovljica;QLTC10;8.760;139;7.744;25;661;93;55;13;30;85;PLDP
R2;452;0208;RADOVLJICA - PODVIN;2.820;5.400;697;Radovljica 2;QLTC10;3.591;128;3.064;100;244;32;16;3;4;128;WIM
R2;452;0208;PODVIN - CRNIVEC;5.400;7.423;773;Podvin;R 10x4;3.800;100;3.330;100;200;35;25;5;5;69;PLDP
R2;454;1400;MB AC - MIKLAVZ;0;3.000;20;Miklavz sever;QLTC8;12.601;97;11.490;101;757;74;47;9;26;105;PLDP
R2;454;1400;MIKLAVZ - HAJDINA;3.000;17.670;606;Starse;QLTC8;4.530;51;4.094;67;239;38;22;5;14;60;PLDP
R2;454;1519;ZLATOLICJE – PRIKLJ. ZLATOLICJE ;0;1.560;;;P;800;2;709;4;30;20;20;5;10;25;PLDP
R2;454;1495;HAJDINA  (Mariborska c.- Gomile) ;0;2.060;639;Zgornja Hajdina;QLTC10;10.518;80;9.261;46;694;137;103;43;154;223;PLDP
R2;454;1523;ZGORNJE GRUSKOVJE;0;501;;;P;10;1;4;0;1;2;2;0;0;1;PLDP
R3;601;7507;BORJANA - PODBELA;0;2.800;;;P;180;5;161;2;10;1;1;0;0;2;PLDP
R3;601;7507;PODBELA - ROBIDISCE;2.800;9.735;;;P;60;5;50;0;5;0;0;0;0;0;PLDP
R3;602;1032;STARO SELO - BREGINJ-MOST;0;15.901;93;Staro selo - Breginj;R 08x1;950;10;861;8;40;20;10;1;0;13;PLDP
R3;603;1041;MOST NA SOCI - USNIK;0;4.271;532;Kozarsce;QLD5;1.144;41;972;5;53;29;29;4;11;32;PLDP
R3;604;5701;ROCINJ - LIG;0;9.995;528;Rocinj;R 11x4;230;5;198;0;20;5;1;1;0;2;PLDP
R3;605;5702;KAMBRESKO - SOLARJI;0;10.770;529;Kambresko;R 11x4;110;3;96;0;10;1;0;0;0;0;PLDP
R3;605;5702;SOLARJI - LIVEK;10.770;19.538;;;P;60;5;52;0;3;0;0;0;0;0;PLDP
R3;605;1545;SOLARJI-MEJA ITALIJA;0;324;;;P;40;2;36;0;2;0;0;0;0;0;PLDP
R3;606;5703;KANAL-LIG-MISCEK-NEBLO;0;35.376;455;Kanal;MWTC1;383;7;327;0;49;0;0;0;0;0;PLDP
R3;607;5723;PREVAL - GRGAR-CEPOVAN;0;14.133;98;Grgar;MWTC1;793;17;685;5;61;8;15;0;2;13;PLDP
R3;608;1067;SOLKAN - GRGAR;0;3.000;599;Solkan 2;QLTC10;3.786;52;3.450;10;217;25;20;6;6;27;PLDP
R3;608;1067;GRGAR - LOKVE;3.000;19.400;225;Solkan - Lokve;MWTC1;1.177;20;1.065;2;71;4;1;10;4;11;PLDP
R3;608;1065;LOKVE - CEPOVAN;0;5.440;224;Lokve;R 08x4;180;15;145;0;13;3;1;1;2;3;PLDP
R3;608;1068;CEPOVAN - DOL.TREBUSA;0;10.870;449;Dolenja Trebusa 2;MWTC1;212;7;146;0;47;3;7;2;0;5;PLDP
R3;609;2117;AJDOVSCINA - PREDMEJA;0;12.996;456;Lokavec;R 06x1;700;20;634;2;30;10;4;0;0;5;PLDP
R3;609;1064;PREDMEJA - LOKVE;0;11.575;;;P;120;15;91;1;4;9;0;0;0;2;PLDP
R3;609;1066;CEPOVAN - MOST NA SOCI;0;13.220;534;Lazi;R 11x4;200;7;181;0;7;2;3;0;0;2;PLDP
R3;610;1370;D.TREBUSA - SP.IDRIJA;0;21.990;390;Dolenja Trebusa;R 08x4;150;3;136;0;9;1;1;0;0;1;PLDP
R3;610;1371;PECNIK(MAROF) - ZIRI;0;10.546;;;P;950;8;888;9;24;8;8;3;2;13;PLDP
R3;611;1024;DORNBERK - SELO;0;5.150;208;Batuje;QLD5;2.044;29;1.801;13;121;34;32;5;9;37;PLDP
R3;612;1042;PLAVE - GONJACE;0;6.190;213;Plave;MWTC1;816;4;683;3;68;4;41;12;1;31;PLDP
R3;613;1437;AJSEVICA - KROMBERK;0;3.100;209;Kromberk;QLTC10;13.031;106;11.601;38;932;131;72;33;118;175;PLDP
R3;613;1437;KROMBERK - NOVA GORICA;3.100;3.960;;;P;18.300;110;16.730;70;950;140;130;40;130;232;PLDP
R3;614;1046;PRIKLJ. SEMPETER - SEMPETER (POLJE);0;1.086;;;P;3.600;60;3.140;5;220;30;75;10;60;90;PLDP
R3;614;5733;SEMPETER (POLJE) - VRTOJBA;0;860;;;P;4.400;75;3.835;10;290;40;80;15;55;97;PLDP
R3;614;1550;VRTOJBA -  D.VRTOJBA;0;1.300;;;P;8.600;75;7.692;13;600;70;75;15;60;106;PLDP
R3;614;1550;D.VRTOJBA -  GORNJI MIREN;1.300;3.064;908;Vrtojba;QLTC8;7.319;74;6.555;13;468;68;72;11;58;100;PLDP
R3;614;1408;GORNJI MIREN - MIREN;0;551;470;Miren;QLTC10;6.397;100;5.757;19;413;52;24;7;25;52;PLDP
R3;614;1047;MIREN - OPATJE SELO;0;7.771;559;Miren-3;R 11x4;1.450;50;1.178;15;160;30;10;5;2;22;PLDP
R3;614;1048;OPATJE SELO - KOMEN;0;14.885;215;Kostanjevica;QLD5;512;21;440;4;29;8;7;2;1;9;PLDP
R3;614;1049;KOMEN - KOBJEGLAVA;0;4.540;216;Tomacevica;QLD5;886;27;745;6;59;19;24;2;4;22;PLDP
R3;614;1049;KOBJEGLAVA - STANJEL;4.540;8.700;23;Kobjeglava;R 07x4;1.200;30;1.014;7;70;40;35;2;2;31;PLDP
R3;614;1050;STANJEL - MANCE;0;11.750;217;Mance;QLD5;1.068;28;925;6;45;25;34;3;2;28;PLDP
R3;615;5736;TRI HISE - PRIKLJ. VOGRSKO;0;2.850;252;Vogrsko;QLTC10;6.849;43;5.793;19;640;96;86;35;137;201;WIM
R3;615;5736;PRIKLJ.  VOGRSKO - VOLCJA DRAGA;2.850;6.257;473;Vogrsko 2;QLTC10;3.515;38;3.038;6;306;33;58;9;27;61;PLDP
R3;615;5740;VOLCJA DRAGA - RENCE;0;3.200;472;Bukovica;QLTC10;2.538;44;2.183;9;214;31;29;5;23;43;PLDP
R3;615;5740;RENCE - GORNJI MIREN;3.200;5.754;560;Bilje;R 11x4;4.000;50;3.614;15;200;60;35;6;20;53;PLDP
R3;616;1056;GORJANSKO - KLARICI;0;10.090;422;Brestovica;R 09x4;300;15;254;0;20;10;1;0;0;3;PLDP
R3;617;1054;KOMEN - GORJANSKO;0;3.163;218;Komen;QLTC10;1.854;54;1.659;4;115;8;9;2;3;11;PLDP
R3;617;1055;GORJANSKO - ZEKENC;0;2.969;783;Gorjansko;R 10x4;1.150;40;1.014;1;80;10;4;1;0;5;PLDP
R3;618;6807;BRANIK - KOMEN;0;7.725;457;Branik 1;MWTC1;942;23;823;0;74;8;10;0;4;9;PLDP
R3;618;6805;KOMEN  - KRAJNA VAS;0;8.130;458;Volcji Grad;R 09x4;870;20;765;1;55;22;5;1;1;9;PLDP
R3;618;6804;KRAJNA VAS - DUTOVLJE;0;2.320;791;Krajna vas;R 10x4;1.500;30;1.297;9;90;53;18;1;2;26;PLDP
R3;619;1025;DUTOVLJE - REPENTABOR;0;5.422;419;Dol pri Vogljah;QLD5;1.848;36;1.675;6;77;30;19;2;3;21;PLDP
R3;620;6831;STORJE - STANJEL;0;11.249;453;Kazlje;QLD5;767;22;646;4;53;22;16;2;2;17;PLDP
R3;621;1412;KALCE - PODKRAJ;0;15.000;497;Hrusica;QLD5;571;27;479;3;28;17;14;2;1;14;PLDP
R3;621;1412;PODKRAJ - COL;15.000;19.927;;;P;800;15;637;5;85;35;15;3;5;22;PLDP
R3;622;6848;GORICE - KOSANA;0;9.432;80;Vremski Britof 2;MWTC1;587;0;502;0;40;8;5;4;28;24;PLDP
R3;622;6848;KOSANA - KAL;9.432;16.252;21;Neverke;R 11x4;1.400;12;1.211;2;95;30;15;5;30;36;PLDP
R3;623;3718;KASTELEC - PODGORJE;0;10.978;505;Podgorje;MWTC1;679;26;531;9;92;0;19;0;2;15;PLDP
R3;624;3721;LOKA - PODPEC-RAKITOVEC;0;15.513;501;Rakitovec;R 10x4;120;10;93;4;5;8;0;0;0;3;PLDP
R3;625;1061;BERTOKI - SV. ANTON;0;6.900;221;Vrtine;QLTC10;5.727;78;5.287;13;300;19;27;1;2;26;PLDP
R3;625;1061;SV. ANTON - GRACISCE;6.900;14.206;772;Sv. Anton;R 10x4;1.800;50;1.623;5;95;10;15;1;1;13;PLDP
R3;626;3726;GRACISCE - BREZOVICA;0;8.517;732;Brezovica;R 08x1;150;4;143;0;2;1;0;0;0;0;PLDP
R3;627;3716;CRNI KAL  -  OSP;0;4.220;770;Gabrovica;QLD5;877;28;752;3;40;30;21;2;1;20;PLDP
R3;628;1427;SECOVLJE - DRAGONJA;0;3.006;702;Dragonja;QLD5;2.377;54;2.085;26;117;60;29;3;3;42;PLDP
R3;629;1381;VALETA;0;793;;;P;11.200;145;10.468;60;440;50;30;2;5;56;PLDP
R3;629;1479;VALETA - BELI KRIZ-PIRAN;0;1.625;192;Beli kriz;QLTC10;6.091;141;5.453;58;379;41;14;1;4;44;PLDP
R3;630;1069;PREM - CELJE;0;5.930;226;Prem;MWTC1;352;0;299;19;22;4;4;4;0;13;PLDP
R3;630;1069;CELJE - PREGARJE;5.930;11.840;592;Pregarje-3;R 11x4;200;2;176;0;21;1;0;0;0;0;PLDP
R3;630;1069;PREGARJE - OBROV;11.840;18.596;590;Pregarje-1;R 11x4;400;13;364;0;19;1;3;0;0;2;PLDP
R3;630;1070;OBROV - GOLAC;0;8.650;527;Golac;MWTC1;194;0;154;0;12;1;26;1;0;14;PLDP
R3;631;3223;STAROD - MEJA RH;0;3.130;790;Starod;R 10x4;30;2;26;0;1;1;0;0;0;0;PLDP
R3;632;1378;IL.BISTRICA - ZABICE;0;9.570;396;Vrbovo;QLTC10;2.190;27;1.998;2;134;9;11;5;4;14;PLDP
R3;632;1378;ZABICE - NOVOKRACINE;9.570;17.660;789;Novokracine;R 10x4;280;6;258;3;10;3;0;0;0;2;PLDP
R3;632;3224;JELSANE - NOVOKRACINE;0;3.441;523;Novokracine;R 07x1;400;5;368;5;12;9;0;0;1;5;PLDP
R3;633;1099;BITNJE - JEREKA;0;1.934;239;Jereka;R 11x4;1.800;30;1.595;15;100;35;20;3;2;27;PLDP
R3;633;1098;JEREKA - JEZERO;0;6.800;9;Srednja vas v Bohinju;QLTC10;1.208;21;1.050;12;98;9;12;1;5;17;PLDP
R3;634;1104;JAVORNIK - GORJE;0;8.264;241;Kocna;QLD5;2.484;49;2.252;16;97;31;25;4;10;35;PLDP
R3;634;1094;GORJE - BLED;0;3.430;235;Spodnje Gorje;QLTC10;4.818;82;4.161;65;410;45;27;12;16;69;PLDP
R3;635;1121;LESCE - K.GORICA-LIPNICA;0;9.966;250;Kamna Gorica;QLD5;2.028;44;1.802;22;91;36;27;3;3;34;PLDP
R3;635;1122;LIPNICA - KROPA;0;2.000;251;Kamna Gorica 2;MWTC1;1.537;17;1.388;41;75;8;5;0;3;24;PLDP
R3;635;1122;KROPA - RUDNO;2.000;15.217;544;Rudno 2;R 10x4;900;25;806;5;40;5;17;1;1;13;PLDP
R3;635;1127;RUDNO - CESNJICA;0;2.270;543;Rudno 1;MWTC1;1.097;24;956;10;65;25;10;6;1;19;PLDP
R3;636;1126;LIPNICA - OVSISE;0;4.500;254;Kamna Gorica 3;R 10x4;1.800;14;1.576;15;67;32;51;21;24;67;PLDP
R3;636;1126;OVSISE - GOBOVCE;4.500;5.944;547;Gobovce;MWTC1;3.186;19;2.416;32;305;84;153;84;93;218;PLDP
R3;636;1529;PODTABOR - ZVIRCE;0;2.571;549;Podtabor-2;QLTC10;2.392;65;1.745;8;208;51;200;20;95;186;PLDP
R3;638;1131;ZIROVNICA - BEGUNJE;0;6.290;256;Zabreznica;QLTC10;2.978;45;2.714;27;162;13;11;4;2;24;PLDP
R3;638;1132;BEGUNJE - BISTRICA(TRZIC);0;10.420;257;Begunje 2;R 10x4;950;25;830;10;65;10;10;0;0;11;PLDP
R3;639;1141;LJ(SENTVID - SMARTNO);0;3.000;325;LJ Tacen;QLTC10;11.588;115;10.425;122;771;62;54;16;23;118;PLDP
R3;639;1141;LJ(SMARTNO) - VODICE;3.000;10.800;260;Povodje;QLTC10;3.403;74;3.001;22;224;23;29;7;23;48;PLDP
R3;639;1142;VODICE ;0;4.000;464;Vodice;QLTC10;3.470;42;3.044;14;311;30;16;5;8;29;PLDP
R3;639;1142;VODICE - SP.BRNIK;4.000;5.100;261;Spodnji Brnik;R 06 QLD6;2.100;35;1.776;14;220;25;15;5;10;28;PLDP
R3;639;1143;SP.BRNIK - CERKLJE;0;3.330;669;Zgornji Brnik;QLTC10;3.018;26;2.546;37;293;39;50;10;17;66;PLDP
R3;640;1373;RAKEK - LOGATEC;0;14.035;392;Laze pri Logatcu;QLTC10;616;23;516;11;47;9;6;2;2;12;PLDP
R3;641;1369;LJUBLJANICA - POL.GRADEC;0;9.100;;;P;350;20;248;8;35;20;15;2;2;17;PLDP
R3;641;1369;POL.GRADEC - DOBROVA;9.100;19.500;389;Log pri Polhovem Gradcu;PRAZNO;2.730;38;2.400;27;155;55;45;5;5;52;PLDP
R3;641;1369;DOBROVA - LJ(DOLGI MOST);19.500;23.456;598;Dobrova;QLTC10;8.091;107;7.181;54;614;58;47;13;17;78;PLDP
R3;642;1146;VRHNIKA - PODPEC;0;16.678;265;Borovnica;QLTC10;3.261;33;2.914;11;221;24;19;8;31;44;PLDP
R3;642;1147;PODPEC - IG;0;8.960;266;Jezero;R 08x4;1.300;30;1.128;8;90;10;20;4;10;24;PLDP
R3;642;1150;IG;0;820;;;P;3.900;45;3.335;40;360;35;50;5;30;72;PLDP
R3;642;1360;IG - LJ (PERUZZIJEVA);0;7.413;383;Ig 2;QLTC8;7.360;45;6.698;35;451;38;49;7;37;76;PLDP
R3;643;1436;PODPEC - RAKITNA;0;11.200;700;Preserje;QLD5;1.480;48;1.324;13;53;19;17;1;5;22;PLDP
R3;643;1362;RAKITNA - CERKNICA;0;18.195;563;Rakitna-2;R 07x1;350;5;316;2;15;10;2;0;0;4;PLDP
R3;644;1356;LJ(SMARTIN.) - PRIKLJ. SNEBERJE;0;2.745;747;LJ Smartno;QLTC10;8.803;101;7.892;110;553;62;50;10;25;108;PLDP
R3;644;1356;PRIKLJ. SNEBERJE - SENTJAKOB;2.745;3.931;380;Sneberje;QLTC8;9.222;102;8.087;106;662;106;86;27;46;157;PLDP
R3;644;1357;SENTJAKOB - DOMZALE;0;6.180;381;Podgorica;QLTC10;8.787;82;7.802;83;658;86;47;14;15;96;PLDP
R3;644;1358;DOMZALE - DUPLICA;0;6.090;382;Nozice;QLTC10;8.052;51;7.095;68;600;78;67;16;77;235;WIM
R3;645;1188;LJ(LITIJSKA) - ZADVOR;0;2.672;692;Zadvor;QLTC10;6.224;57;5.251;68;540;66;150;17;75;162;WIM
R3;645;1189;ZADVOR - SMARTNO P.LITIJI;0;26.927;437;Besnica;QLD5;1.281;25;1.100;10;43;61;38;1;3;13;WIM
R3;646;1194;SKOFLJICA  -  SMARJE-SAP;0;3.726;;;P;1.100;30;921;40;80;15;10;3;1;28;PLDP
R3;646;1443;SMARJE - SAP - CIKAVA;0;2.761;288;Smarje - Sap;QLTC10;3.578;50;3.123;58;264;33;33;10;7;59;PLDP
R3;646;1444;CIKAVA  -  GROSUPLJE;0;2.141;273;Cikava;QLTC8;14.319;60;12.447;91;1.152;138;119;140;172;324;PLDP
R3;646;1195;GROSUPLJE - IVANCNA GOR.;0;14.046;436;Zgornja Draga;QLD5;2.288;40;1.955;26;124;64;54;13;12;127;WIM
R3;647;1172;PEROVO - GROSUPLJE;0;1.480;561;Grosuplje;QLTC10;7.130;32;6.188;101;543;103;62;34;67;159;PLDP
R3;647;1151;GROSUPLJE;0;308;;;P;8.950;60;8.260;70;350;70;65;25;50;124;PLDP
R3;647;1173;GROSUPLJE - MLACEVO;0;2.317;275;Veliko Mlacevo;QLTC8;7.051;48;6.280;34;507;54;66;14;48;98;PLDP
R3;647;1174;MLACEVO - PLESIVICA;0;3.230;276;Veliko Mlacevo 2;MWTC1;1.179;15;982;9;55;13;100;5;0;60;PLDP
R3;647;1174;PLESIVICA - KRKA;3.230;15.062;;;P;450;5;413;2;20;3;5;1;1;5;PLDP
R3;647;1368;MLACEVO - VIDEM;0;12.000;388;Malo Mlacevo;QLTC10;3.158;14;2.757;22;260;26;35;7;37;60;PLDP
R3;647;1368;VIDEM - RASICA;12.000;18.935;784;Predstruge;R 10x4;1.450;15;1.265;20;95;25;15;7;8;31;PLDP
R3;648;2912;VIDEM - PRI CERKVI STRUGE;0;10.392;785;Kompolje;MWTC1;962;7;809;10;70;49;1;9;7;25;PLDP
R3;648;3601;PRI CERKVI STRUGE - ZVIRCE;0;4.800;461;Zvirce 1;R 09x1;250;9;212;3;12;10;4;0;0;5;PLDP
R3;648;3601;ZVIRCE - SMUKA;4.800;14.695;463;Zvirce 3;MWTC1;296;1;248;7;27;1;9;2;1;10;PLDP
R3;649;2915;ZAGRADEC - AMBRUS-ZVIRCE;0;10.951;462;Zvirce 2;R 09x1;270;3;242;0;16;9;0;0;0;2;PLDP
R3;650;1159;ZUZEMBERK - PLUSKA;0;13.762;269;Dobrava;QLD5;934;22;794;11;50;15;30;7;5;30;PLDP
R3;651;1198;TREBNJE - NOVO MESTO (BUCNA VAS);0;7.346;;;P;2.500;15;2.220;95;90;25;30;15;10;76;PLDP
R3;651;0399;NOVO MESTO (BUCNA VAS - KRKA);0;1.090;;;P;13.000;40;11.710;45;850;95;80;90;90;193;PLDP
R3;651;0252;PRIKLJ. NM ZAHOD - V. BUCNA VAS;0;1.900;194;NM Karteljevo;QLTC8;9.005;33;7.860;47;745;87;60;88;85;177;PLDP
R3;651;0252;V. BUCNA VAS - NM BUCNA VAS;1.900;2.655;;;P;11.000;35;9.835;50;750;90;65;90;85;183;PLDP
R3;651;1492;SENTJURIJ-MIRNA PEC;0;3.088;929;Mirna Pec 2;QLTC10;1.681;14;1.479;5;127;18;25;7;6;27;PLDP
R3;652;1457;MORAVCE - CATEZ;0;6.200;283;Catez;QLD5;467;7;404;1;26;14;13;0;2;11;PLDP
R3;652;1457;CATEZ - TREBNJE;6.200;16.117;173;Kamni Potok;MWTC1;2.245;16;1.916;4;145;31;94;3;36;80;PLDP
R3;653;1363;SODRAZICA - HRIB;0;11.150;385;Travna gora;R 08x1;1.330;5;1.205;7;75;30;3;2;3;14;PLDP
R3;653;1364;HRIB - PODPLANINA;0;18.860;506;MP Podplanina;R 04x4;33;3;28;0;1;1;0;0;0;0;PLDP
R3;654;3611;STALCERJI - KOC. REKA;0;5.835;465;Kocevska Reka;QLTC10;1.061;28;910;5;71;8;10;10;19;27;PLDP
R3;655;6643;DOL. VAS  -  GOTEN. - KOC. REKA;0;16.525;162;Grcarice;MWTC1;1.067;32;867;11;78;12;12;4;51;48;PLDP
R3;656;3651;KOCEVSKA REKA - BOROVEC;0;6.035;;;P;200;5;189;4;2;0;0;0;0;2;PLDP
R3;656;3619;BOROVEC  -  DRAGARJI;0;3.498;;;P;50;1;44;1;4;0;0;0;0;0;PLDP
R3;656;3650;DRAGARJI - GOZDNA CESTA (OSILNICA);0;1.371;;;P;5;0;3;0;0;0;2;0;0;1;PLDP
R3;656;3650;GOZDNA CESTA (OSILNICA) - OSILNICA;1.371;10.619;;;P;50;3;40;0;5;1;1;0;0;1;PLDP
R3;657;3610;PETRINA - GRIVAC-MIRTOVICI;0;11.325;743;Petrina 2;QLTC10;220;8;191;0;19;1;1;0;0;1;PLDP
R3;657;1345;BOSLJIVA LOKA - OSILNICA;0;9.520;445;Osilnica;R 09x1;200;2;185;0;8;5;0;0;0;1;PLDP
R3;658;2517;DOBLICE - SV.ANA-STARI TRG;0;9.865;468;Stari trg;R 09x4;600;15;533;0;35;12;2;1;2;5;PLDP
R3;658;1450;STARI TRG ;0;1.203;;;P;630;15;579;1;25;10;0;0;0;2;PLDP
R3;658;1433;STARI TRG - BREZOVICA;0;8.464;452;Predgrad;QLTC10;693;16;589;2;63;8;6;2;7;11;PLDP
R3;659;3616;STARI TRG - KOT;0;3.599;;;P;250;5;209;8;18;6;1;1;2;7;PLDP
R3;659;2515;KOT - SODEVCI;0;780;509;MP Sodevci;R 08x1;31;3;13;0;15;0;0;0;0;0;PLDP
R3;660;1179;CRNOMELJ - DOLENJCI;0;9.810;281;Crnomelj;QLTC10;2.325;21;2.112;5;149;11;18;4;5;19;PLDP
R3;660;1342;DOLENJCI - VRHOVCI;0;3.680;451;Dolenjci 2;R 09x4;900;8;835;2;35;10;8;1;1;8;PLDP
R3;660;1342;VRHOVCI - ZUNICI;3.680;8.730;;;P;400;2;382;2;10;2;1;0;1;2;PLDP
R3;660;1342;ZUNICI - MP ZUNICI;8.730;9.390;508;MP Zunici;R 09x4;72;0;71;0;1;0;0;0;0;0;PLDP
R3;661;1210;MEJA RH - KRMACINA - DRASICI;0;5.000;301;Drasici;R 05x1;530;0;479;4;35;5;5;1;1;7;PLDP
