Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Ime stevnega mesta;Tip   stetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov < 3,5t;Sr. tov  3,5-7t;Tez. tov. nad 7t;Tov. s prik.;Vlacilci;Dnevni NOO;Tip
R1;212;1118;CERKNICA - BL.POLICA;0;10.851;246;Grahovo;QLD6;5.002;47;4.323;30;315;44;65;66;112;203;WIM
R1;212;1119;BL.POLICA - SODRAZICA;0;17.183;247;Nova vas;QLD6;2.649;51;2.252;12;184;20;35;37;58;105;DIST
R1;212;1120;SODRAZICA - ZLEBIC;0;5.770;248;Zamostec;QLD6;2.630;38;2.212;9;192;26;47;52;54;121;DIST
R1;213;1365;BLOSKA POLICA - PUDOB;0;8.200;386;Stari trg;QLD6;3.159;30;2.822;38;132;15;28;39;55;92;PLDP
R1;213;1366;PUDOB - BABNO POLJE;0;10.357;384;MP Babno Polje;QLD5;546;17;484;9;2;9;4;9;12;20;PLDP
R1;214;1156;KOCEVJE - STARI LOG;0;11.670;;;P;1.100;50;903;7;70;15;15;20;20;38;PLDP
R1;214;1157;STARI LOG - DVOR;0;14.405;268;Smuka;QLD6;1.203;47;994;6;93;10;16;17;20;36;PLDP
R1;215;1491;PRIKLJ. TREBNJE V - GRM;0;615;;;P;4.500;15;3.940;25;310;50;40;40;80;116;PLDP
R1;215;1490;GRM - TREBNJE;0;2.828;925;Grm;QLTC10;5.300;60;4.505;25;400;90;70;50;100;157;PLDP
R1;215;1506;TREBNJE (ODRGA - KAMNA GORA);0;360;;;P;7.500;90;6.505;25;500;150;50;40;140;178;PLDP
R1;215;1162;TREBNJE - MIRNA;0;6.290;903;Dol pri Trebnjem;QLTC10;6.859;43;5.979;22;538;86;62;37;92;138;WIM
R1;215;1162;MIRNA - MOKRONOG;6.290;14.042;270;Bistrica;QLD6;4.671;35;4.033;18;333;47;91;43;71;134;DIST
R1;215;1163;MOKRONOG - BOSTANJ;0;18.421;448;Jelovec;QLD6;2.604;27;2.154;12;207;36;66;39;63;109;WIM
R1;216;1367;IVANCNA GORICA - KRKA;0;6.805;387;Mrzlo Polje;QLD6;7.105;41;6.415;32;406;46;71;43;51;117;WIM
R1;216;1175;KRKA - ZUZEMBERK;0;13.435;277;Zagradec;QLD6;3.115;37;2.723;20;190;29;41;35;40;82;DIST
R1;216;1158;ZUZEMBERK - DVOR;0;4.270;278;Mackovec pri Dvoru;QLD5;3.111;50;2.664;36;167;65;52;35;42;94;DIST
R1;216;1176;DVOR - SOTESKA;0;5.550;163;Dvor;QLD5;4.328;52;3.764;51;208;62;88;51;52;132;DIST
R1;216;1177;SOTESKA - CRMOSNJICE;0;14.355;279;Podturn;QLD6;3.246;32;2.832;16;231;29;37;35;34;74;DIST
R1;216;1178;CRMOSNJICE - RUCETNA VAS;0;9.600;737;Srednja vas;R 09x4;2.550;30;2.150;15;230;30;45;20;30;66;PLDP
R1;216;1178;RUCETNA VAS - CRNOMELJ;9.600;15.082;280;Lokve;QLD6;5.937;35;5.353;26;350;36;62;35;40;96;WIM
R1;216;1393;CRNOMELJ (MOSA PIJADE-KOCEVJE);0;1.044;;;P;5.500;20;5.253;2;150;15;30;10;20;38;PLDP
R1;217;1208;LIVOLD - BREZOVICA;0;16.230;466;Rajndol;QLD5;638;10;548;3;32;22;14;4;5;16;PLDP
R1;217;1209;BREZOVICA - DOBLICE;0;17.000;299;Brezovica pri Predgradu;R 09x1;50;5;28;2;10;5;0;0;0;2;PLDP
R1;217;1209;DOBLICE - KANIZARICA;17.000;19.930;300;Blatnik;QLD5;1.423;20;1.277;7;68;23;20;6;2;19;PLDP
R1;218;1211;METLIKA - PODZEMELJ;0;5.460;450;Podzemelj 3;R 09x4;3.600;20;3.295;25;140;60;25;15;20;57;PLDP
R1;218;1212;PODZEMELJ - CRNOMELJ;0;8.950;302;Podzemelj;QLD6;3.239;22;2.881;20;200;24;48;19;25;65;PLDP
R1;218;1152;CRNOMELJ ;0;730;;;P;9.600;35;9.020;30;300;140;40;15;20;83;PLDP
R1;218;1213;CRNOMELJ - (VINISKA C.-KOCEVJE);0;1.061;;;P;5.000;30;4.545;10;250;110;30;10;15;57;PLDP
R1;218;1394;CRNOMELJ - (KOCEVJE) - KANIZARICA;0;1.285;308;Kanizarica;QLD6;6.173;25;5.614;32;359;37;65;19;22;79;PLDP
R1;218;1214;KANIZARICA - VINICA;0;15.535;303;Dragatus;QLD6;2.536;24;2.265;22;149;20;40;8;8;43;WIM
R1;218;1153;VINICA ;0;160;;;P;1.950;20;1.803;20;55;15;25;6;6;32;PLDP
R1;218;1215;VINICA - MOST CEZ KOLPO;0;850;154;MP Vinica;QLTC10;1.009;16;906;5;62;5;3;6;6;12;PLDP
R1;219;1236;SL.BISTRICA - POLJCANE;0;8.496;125;Zg.Breznica;QLD6;5.200;26;4.453;24;369;55;110;56;107;178;DIST
R1;219;1410;POLJCANE ;0;700;;;P;6.350;40;5.405;30;420;140;150;60;105;219;PLDP
R1;219;1237;POLJCANE - PODPLAT;0;9.189;126;Podplat;QLD6;4.363;36;3.608;19;327;62;144;65;102;197;WIM
R1;219;1239;MESTINJE - GOLOBINJEK;0;14.779;128;Podcetrtek;QLD6;5.172;41;4.534;25;343;51;72;42;64;123;DIST
R1;219;1240;GOLOBINJEK - BISTRICA;0;8.996;412;Lastnic;QLD5;2.111;27;1.736;26;151;62;36;29;44;80;DIST
R1;219;1421;BISTRICA OB SOTLI;0;720;;;P;3.650;25;3.215;35;185;75;40;30;45;97;PLDP
R1;219;1241;BISTRICA - BIZELJSKO;0;6.805;413;Bizeljsko;QLD6;1.948;27;1.617;11;154;25;48;27;39;75;DIST
R1;219;1242;BIZELJSKO - BREZICE;0;16.000;129;Bukosek;QLD5;3.067;27;2.724;16;158;35;52;25;30;65;WIM
R1;219;1242;BREZICE - CATEZ;16.000;17.570;366;Brezice;QLTC10;11.890;73;10.518;95;796;119;113;51;125;231;DIST
R1;219;1480;CATEZ OB SAVI ;0;1.188;;;P;5.100;75;4.260;70;380;95;90;30;100;175;PLDP
R1;220;1334;KRSKO - SP.POHANCA;0;7.200;367;Dolenja vas;QLD6;5.859;42;5.243;44;314;39;78;44;55;120;DIST
R1;220;1334;SP.POHANCA - BREZICE;7.200;12.715;738;Spodnja Pohanca;QLD6;4.887;32;4.401;25;252;31;60;34;52;94;DIST
R1;221;1227;TROJANE - IZLAKE;0;6.652;314;Izlake;QLD6;6.232;51;5.541;47;419;29;44;29;72;104;WIM
R1;221;1218;IZLAKE - ZAGORJE;0;6.474;306;Kisovec;QLTC10;8.506;71;7.620;63;520;62;43;23;104;131;DIST
R1;221;1219;ZAGORJE - BEVSKO;0;5.358;307;Bevsko;QLD6;3.161;14;2.907;50;154;11;12;11;2;38;PLDP
R1;221;1220;BEVSKO - TRBOVLJE;0;3.123;582;Trbovlje;QLTC10;11.276;103;10.355;129;529;64;54;8;34;121;PLDP
R1;221;1221;TRBOVLJE - BOBEN - HRASTNIK;0;8.815;309;Hrastnik;R 08x4;500;45;418;2;30;3;2;0;0;2;PLDP
R1;221;1222;HRASTNIK - SMARJETA;0;9.650;310;Marno;QLD6;4.534;35;3.888;40;278;55;114;26;98;162;WIM
R1;222;1228;ZAGORJE - MOST CEZ SAVO;0;1.885;583;Zagorje-most;QLTC8;7.693;66;6.858;80;432;73;71;18;95;155;WIM
R1;223;1229;BEVSKO - MOST CEZ SAVO;0;1.220;127;Trbovlje 2;QLTC10;9.293;80;8.408;74;518;82;67;19;45;121;DIST
R1;224;1230;HRASTNIK - MOST CEZ SAVO;0;1.500;584;Hrastnik 2;QLTC10;7.417;61;6.548;72;419;82;99;23;113;182;PLDP
R1;225;1140;MENGES - DUPLICA;0;3.244;259;Smarca;QLTC10;10.750;73;9.619;19;722;95;57;24;141;221;DIST
R1;225;1359;DUPLICA - KAMNIK;0;3.793;362;Kamnik;QLTC10;16.784;129;14.956;33;1.145;159;121;38;203;358;WIM
R1;225;1424;KAMNIK - MEKINJE;0;700;;;P;7.400;100;6.405;30;420;115;110;30;190;228;PLDP
R1;225;1083;KAMNIK (MEKINJE) - SP.  STRANJE;0;2.000;231;Kamnik Fuzine;QLTC10;6.034;96;5.142;23;398;69;99;21;186;202;PLDP
R1;225;1083;SP. STRANJE - STAHOVICA;2.000;4.270;;;P;4.550;80;3.940;20;280;60;85;20;65;116;PLDP
R1;225;1084;STAHOVICA - CRNIVEC;0;10.615;233;Crna;R 08x4;2.100;45;1.817;15;130;40;35;10;8;43;PLDP
R1;225;1085;CRNIVEC - GORNJI GRAD;0;12.200;237;Tirosek;QLD6;845;26;703;9;68;8;16;8;7;37;DIST
R1;225;1085;GORNJI GRAD - RADMIRJE;12.200;17.571;234;Gornji Grad;QLD6;1.933;29;1.690;7;136;19;31;11;10;58;DIST
R1;225;1248;RADMIRJE - MOZIRJE;0;8.731;232;Nizka;QLD6;5.446;63;4.758;38;381;52;77;33;44;184;WIM
R1;225;1248;MOZIRJE ;8.731;11.302;139;Prihova;QLTC10;9.588;100;8.374;58;672;119;95;76;94;330;DIST
R1;225;1247;MOZIRJE - SOTESKA;0;2.339;577;Ljubija;R 07x1;9.200;85;8.075;55;620;100;95;75;95;197;PLDP
R1;225;1246;SOTESKA - LETUS;0;3.300;34;Letus 2;QLD6;5.374;59;4.601;50;376;59;92;63;74;268;DIST
R1;225;1246;LETUS - M.BRASLOVCE;3.300;6.050;138;Letus;QLTC10;7.787;101;6.700;46;570;115;82;66;107;312;DIST
R1;225;1246;M.BRASLOVCE - PARIZLJE;6.050;8.390;;;P;7.500;90;6.500;30;470;110;120;70;110;207;PLDP
R1;225;1246;PARIZLJE - SENTRUPERT;8.390;12.200;37;Orla vas;QLTC10;8.911;80;7.756;26;652;133;84;65;115;192;PLDP
R1;227;1264;RAVNE - KOTLJE;0;3.600;319;Brdinje;QLD6;6.802;35;6.254;25;406;25;44;5;8;46;PLDP
R1;227;1423;KOTLJE - STARI TRG;0;8.430;921;Stari Trg pri SG;QLD6;6.205;33;5.740;20;321;30;47;6;8;47;PLDP
R1;227;1423;STARI TRG - SLOVENJ GRADEC;8.430;11.154;;;P;9.250;60;8.240;25;750;45;75;25;30;92;PLDP
R1;228;1291;SPUHLJA - BORL;0;8.500;341;Stojnci;QLTC10;5.029;37;4.193;37;345;59;56;79;223;240;DIST
R1;228;1291;BORL - MP ZAVRC;8.500;13.900;340;MP Zavrc;QLD6;2.144;10;1.637;21;133;20;39;68;216;206;WIM
R1;229;0248;PTUJ (BUDINA-CENTER);0;1.088;;;P;17.000;70;14.950;180;1.300;200;140;50;110;287;PLDP
R1;229;1417;PTUJ - ROGOZNICA;0;2.080;;;P;10.000;60;9.120;60;600;70;50;20;20;90;PLDP
R1;229;1286;ROGOZNICA - JANEZOVCI;0;4.830;;;P;6.000;50;5.325;30;400;65;50;30;50;101;PLDP
R1;229;1286;JANEZOVCI - GOMILCI;4.830;7.360;;;P;3.700;35;3.270;15;240;30;55;20;35;74;PLDP
R1;229;1286;GOMILCI - SENARSKA;7.360;16.918;338;Gocova;QLD6;3.376;32;2.963;11;243;27;42;22;36;67;PLDP
R1;230;0327;MP G.RADGONA - G.RADGONA;0;989;665;MT Gornja Radgona;QLTC8;6.887;54;6.387;5;271;30;19;22;99;93;PLDP
R1;230;0366;GORNJA RADGONA - RADENCI;0;5.680;86;Sratovci;QLTC8;6.675;58;5.780;61;397;107;95;49;128;205;DIST
R1;230;1164;RADENCI ;0;453;;;P;5.800;50;5.075;45;300;105;70;45;110;172;PLDP
R1;230;1308;RADENCI - VUCJA VAS;0;7.803;352;Radenci;QLTC10;3.664;44;3.109;16;241;64;54;36;100;132;PLDP
R1;230;1399;VUCJA VAS - KRIZEVCI;0;4.527;576;Iljasevci;QLTC10;4.117;45;3.482;16;314;57;77;35;91;135;PLDP
R1;230;1415;KRIZEVCI ;0;800;;;P;7.900;55;7.190;45;340;75;70;35;90;147;PLDP
R1;230;1309;KRIZEVCI - LJUTOMER;0;7.300;353;Norsinci;QLTC10;5.340;62;4.551;38;368;101;97;39;84;270;WIM
R1;230;1310;LJUTOMER - PAVLOVCI;0;13.770;354;Ivanjkovci;QLD6;2.413;29;1.989;18;170;31;67;42;67;193;DIST
R1;230;1311;PAVLOVCI - ORMOZ;0;1.820;575;Pavlovci;QLD6;4.416;40;3.759;25;289;70;114;36;83;156;PLDP
R1;230;1312;ORMOZ ;0;1.500;;;P;6.250;40;5.755;25;290;55;50;15;20;69;PLDP
R1;230;0251;ORMOZ - MP ORMOZ;0;760;156;MP Ormoz;QLD;1.228;2;1.116;9;99;1;1;0;0;5;PLDP
R1;231;1325;GIBINA - RAZKRIZJE;0;2.930;431;MP Gibina;QLD5;530;9;469;1;24;19;6;0;2;7;PLDP
R1;231;1323;RAZKRIZJE - STROCJA VAS;0;3.830;;;P;2.500;10;2.324;10;130;20;5;0;1;11;PLDP
R1;231;1327;STROCJA VAS - LJUTOMER;0;2.500;636;Strocja vas;QLD6;3.546;32;3.225;10;185;24;38;7;25;48;PLDP
R1;232;1314;MP HODOS - HODOS;0;1.500;430;MT Hodos;QLD5;206;5;170;2;9;6;9;2;3;9;DIST
R1;232;1314;HODOS - SALOVCI;1.500;5.000;;;P;940;10;850;7;35;10;20;3;5;20;PLDP
R1;232;1314;SALOVCI - PETROVCI;5.000;10.458;487;Peskovci;QLD5;1.122;11;1.010;10;41;12;24;5;9;25;DIST
R1;232;1315;PETROVCI - MACKOVCI;0;6.500;;;P;2.850;15;2.525;15;120;75;80;5;15;74;PLDP
R1;232;1315;MACKOVCI - MARTJANCI;6.500;17.700;137;Vaneca;QLD6;3.751;15;3.394;17;214;27;54;11;19;54;WIM
R1;232;1316;MARTJANCI - M.SOBOTA;0;2.470;499;Murska Sobota sever;QLTC10;11.465;68;10.459;64;591;111;84;23;65;136;DIST
R1;232;1470;MURSKA SOBOTA ;0;1.060;;;P;14.800;60;13.630;135;500;190;190;25;70;250;PLDP
R1;232;1406;M.SOBOTA - LIPOVCI;0;4.045;148;MS-Baksa;QLD5;9.889;55;8.958;133;380;117;131;34;81;217;PLDP
R1;234;1476;DRAMLJE - DOLE;0;2.750;316;Dole;QLTC10;6.403;26;5.349;9;550;65;160;55;189;224;DIST
R1;234;1280;DOLE - SENTJUR;0;3.445;690;Lokarje;QLTC10;10.239;58;8.890;19;754;133;130;67;188;232;WIM
R1;235;0317;RADENCI - PETANJCI;0;2.047;446;Petanjci;QLD6;4.603;37;4.041;57;264;49;73;30;52;122;PLDP
R1;235;0318;PETANJCI - M.SOBOTA(GAJ);0;7.473;623;Tropovci;QLD5;5.149;58;4.501;62;289;82;105;19;33;114;PLDP
R1;235;1396;M.SOBOTA(GAJ) - PRIK.M.S.;0;2.858;479;MS Krog;QLD6;3.999;6;3.519;16;249;41;60;29;79;112;PLDP
R2;401;1020;ZAGA - UCJA;0;7.445;551;MT Ucja;R 08x1;150;25;115;0;10;0;0;0;0;0;PLDP
R2;402;1010;SOLKAN - MOST CEZ SOCO;0;141;;;P;7.820;90;7.265;45;240;60;40;30;50;101;PLDP
R2;402;1426;SOLKAN MOST - GONJACE;0;10.396;219;Podsabotin;QLD5;2.986;41;2.691;13;151;40;40;2;8;34;PLDP
R2;402;1465;GONJACE - DOBROVO;0;4.553;755;Smartno v Brdih;QLD6;2.333;45;2.063;9;151;27;27;3;8;30;PLDP
R2;402;1045;DOBROVO - NEBLO;0;2.700;;;P;4.400;60;4.074;10;200;30;20;2;4;24;PLDP
R2;402;1045;NEBLO - MP NEBLO;2.700;4.820;550;MT Neblo;QLD5;3.302;61;3.004;2;195;21;16;1;2;12;PLDP
R2;403;1071;BACA - KNEZA;0;6.153;108;Baca;QLD6;1.221;46;1.047;4;89;14;15;4;2;16;PLDP
R2;403;1072;KNEZA - PODBRDO;0;15.734;;;P;990;40;868;10;45;10;15;1;1;15;PLDP
R2;403;1073;PODBRDO - PETROVO BRDO;0;4.400;538;Petrovo brdo 1;R 07x1;500;40;419;3;25;9;4;0;0;5;PLDP
R2;403;1074;PETROVO BRDO - PODROST;0;8.100;539;Petrovo brdo 2;R 07x1;350;35;252;3;50;6;4;0;0;4;PLDP
R2;403;1075;PODROST - ZALI LOG;0;5.000;542;Zali Log;R 07x1;790;45;648;15;55;10;7;6;4;18;PLDP
R2;403;1075;ZALI LOG - CESNJICA;5.000;10.061;189;Zelezniki;QLD6;2.005;43;1.763;22;121;20;20;8;8;33;PLDP
R2;403;1076;CESNJICA - SKOFJA LOKA;0;15.700;618;Bukovica;QLD6;5.326;50;4.668;40;367;62;80;30;29;106;PLDP
R2;403;1077;SKOFJA LOKA;0;890;107;Skofja Loka;QLTC8;24.287;156;21.745;264;1.541;228;194;68;91;435;DIST
R2;404;1379;PODGRAD - IL.BISTRICA;0;10.143;397;Recica;QLTC10;2.896;24;2.578;14;173;28;27;9;43;58;PLDP
R2;404;0342;IL.BISTRICA (VILHARJEVA CESTA);0;1.401;;;P;7.000;100;6.100;75;500;80;50;45;50;132;PLDP
R2;404;1380;IL.BISTRICA - PIVKA;0;16.942;398;Drskovce;QLD6;4.418;54;3.987;30;286;18;21;13;9;41;PLDP
R2;405;6845;DIVACA - FAMLJE;0;5.552;59;Vremski Britof 1;R 11x4;2.250;30;2.007;8;100;40;25;10;30;49;PLDP
R2;405;1022;FAMLJE - RIBNICA;0;11.967;210;Buje;QLD6;1.185;18;997;4;83;17;24;15;27;43;PLDP
R2;406;1405;DEKANI  -  R.SKOFIJE;0;1.085;;;P;5.200;60;4.886;2;200;35;15;1;1;17;PLDP
R2;406;1407;R.SKOFIJE - KRIZ.MORETINI;0;850;;;P;5.500;90;5.060;30;250;45;20;2;3;35;PLDP
R2;406;1407;KRIZ.MORETINI - ANKARAN;850;5.130;403;Ankaran;QLD6;8.645;143;8.008;25;421;26;15;2;5;28;PLDP
R2;406;1407;ANKARAN - MP LAZARET;5.130;8.188;650;MT Lazaret;QLD5;1.624;104;1.463;17;20;15;3;1;1;13;PLDP
R2;407;1144;GORENJA VAS - LUCINE;0;9.000;263;Todraz;R 08x4;1.000;10;870;7;56;15;40;1;1;27;PLDP
R2;407;1144;LUCINE - LJUBLJANICA;9.000;13.926;;;P;300;5;273;5;10;2;5;0;0;5;PLDP
R2;407;1145;LJUBLJANICA - VRZDENEC;0;3.800;;;P;250;5;228;3;8;4;2;0;0;3;PLDP
R2;407;1145;VRZDENEC - HORJUL;3.800;6.800;;;P;1.410;40;1.240;10;70;25;15;6;4;23;PLDP
R2;407;1145;HORJUL - VRHNIKA;6.800;14.867;264;Horjul;QLD5;1.942;42;1.652;6;143;27;55;7;10;40;PLDP
R2;408;1374;LOGATEC - ROVTE;0;10.500;393;Logatec;QLD6;2.309;37;1.977;11;156;27;47;36;18;67;PLDP
R2;408;1374;ROVTE -  ZIRI;10.500;21.351;370;Zavratec;QLD5;769;24;625;8;47;25;22;9;9;28;PLDP
R2;408;1375;ZIRI - TREBIJA;0;7.350;394;Ziri;QLD;3.472;27;3.156;26;161;44;37;12;9;51;PLDP
R2;409;0358;LJ(VIC) - AC BREZOVICA;0;2.741;165;Gorjanc;QLTC10;11.181;133;9.907;203;726;87;53;24;48;109;DIST
R2;409;0300;AC BREZOVICA - BREZOVICA;0;1.400;267;Brezovica;QLTC8;20.906;197;18.293;194;1.471;282;186;83;200;255;DIST
R2;409;0300;BREZOVICA - VRHNIKA;1.400;13.161;611;Drenov Gric;QLTC10;7.036;121;5.750;88;539;196;132;57;153;171;WIM
R2;409;0301;VRHNIKA - LOGATEC;0;9.525;153;Zapolje;QLD6;5.482;153;4.368;113;437;88;158;77;88;248;PLDP
R2;409;0302;LOGATEC (TRZASKA C.) ;0;900;;;P;7.800;150;6.610;115;490;90;180;90;75;260;PLDP
R2;409;0303;KALCE - PLANINA;0;8.337;736;Grcarevec;R 09x4;2.050;160;1.615;40;120;50;30;20;15;64;PLDP
R2;409;0304;PLANINA - RAVBARKOMANDA;0;7.230;612;Ravbarkomanda;QLD6;1.849;169;1.442;28;118;23;31;24;14;56;PLDP
R2;409;0305;RAVBARKOMANDA - PO(R913);0;3.000;;;P;5.300;170;4.807;;170;90;25;20;18;54;PLDP
R2;409;0305;PO(R913) - POSTOJNA;3.000;4.360;;;P;11.500;180;10.650;50;380;90;70;40;40;124;PLDP
R2;409;0306;POSTOJNA - RAZDRTO;0;10.980;76;Postojna;QLTC10;5.222;186;4.336;51;281;82;91;40;155;205;WIM
R2;409;0307;RAZDRTO - SENOZECE;0;6.530;22;Senozece;R 08x1;2.750;130;2.185;40;120;80;90;35;70;144;PLDP
R2;409;0308;SENOZECE - DIVACA;0;8.140;77;Divaca;QLD6;1.797;138;1.339;36;98;43;67;17;59;105;WIM
R2;409;0309;DIVACA - MATAVUN;0;1.940;684;Skocjan;QLD6;2.613;185;2.114;42;174;46;33;7;12;55;DIST
R2;409;0310;MATAVUN - KOZINA;0;7.275;78;Kacice;R 10x4;1.700;185;1.250;35;130;50;35;5;10;52;PLDP
R2;409;0311;KOZINA  -  KASTELEC;0;8.960;614;Petrinje;QLD5;2.147;186;1.610;31;123;70;68;17;42;88;WIM
R2;409;0312;KASTELEC - CRNI KAL;0;3.902;;;P;1.300;170;815;25;90;75;75;10;40;94;PLDP
R2;409;1435;KORTINE  -  RIZANA;0;1.353;;;P;1.500;120;1.074;25;210;25;27;5;14;41;PLDP
R2;409;0313;RIZANA - DEKANI;0;5.910;79;Dekani;QLD*;3.914;141;3.462;24;222;27;28;3;7;36;PLDP
R2;409;1438;DEKANI - PRIKLJ. SRMIN;0;324;;;P;4.700;145;4.202;40;240;35;25;4;9;45;PLDP
R2;410;1133;BISTRICA - TRZIC;0;320;555;Trzic;QLTC10;11.598;62;10.562;59;742;84;38;19;32;93;PLDP
R2;410;1134;TRZIC - GOLNIK;0;6.500;556;Senicno;QLD6;2.245;26;2.072;2;118;11;12;3;1;12;PLDP
R2;410;1134;GOLNIK - KOKRICA;6.500;13.671;258;Tenetise;QLD6;4.334;32;3.954;23;271;18;25;6;5;33;PLDP
R2;410;1135;KOKRICA - KRANJ;0;2.234;913;Kokrica;QLTC8;12.524;101;11.492;83;689;66;66;6;21;98;PLDP
R2;411;1471;KRANJ Z  -  POLICA;0;733;;;P;13.100;140;11.655;155;600;260;135;40;115;282;PLDP
R2;411;1428;POLICA - NAKLO(MARINSEK);0;1.960;51;Naklo;QLTC8;7.814;136;6.808;152;518;58;97;13;32;153;PLDP
R2;411;1428;NAKLO(MARINSEK) - PRIKLJ. NAKLO;1.960;4.420;;;P;5.050;120;4.392;40;350;50;75;8;15;79;PLDP
R2;411;1428;PRIKLJ. NAKLO - PODTABOR;4.420;7.202;708;Podbrezje;QLD5;3.287;153;2.856;35;197;19;18;3;6;33;WIM
R2;411;1528;PODTABOR - GOBOVCE;0;1.487;;;P;3.050;120;2.676;30;170;19;20;5;10;36;PLDP
R2;411;1429;GOBOVCE - CRNIVEC;0;5.142;707;Dobro Polje;QLD6;2.807;113;2.441;24;172;18;22;7;10;35;PLDP
R2;412;1454;POLICA - KR(KIDRICEVA);0;2.035;718;KR Zlato polje;QLTC10;18.130;158;15.917;202;1.201;210;218;60;164;377;PLDP
R2;412;0359;KRANJ(KIDRICEVA  -  ISKRA);0;1.559;717;KR Sejem;QLTC8;17.336;118;15.443;78;1.018;182;280;54;163;345;PLDP
R2;412;0210;KR(ISKRA - LABORE);0;1.450;716;KR Labore;QLTC10;16.561;131;14.400;268;1.081;254;177;68;182;409;PLDP
R2;413;4704;MEDVODE - ZBILJE;0;1.166;;;P;5.500;70;4.655;140;430;80;80;20;25;144;PLDP
R2;413;1079;ZBILJE - VODICE;0;7.386;228;Valburga;QLD5;4.756;65;4.121;29;364;69;71;14;23;75;PLDP
R2;413;1080;VODICE - MOSTE;0;4.350;229;Zeje;QLTC8;8.514;43;7.166;7;852;124;107;54;161;216;WIM
R2;413;1081;MOSTE - DUPLICA;0;4.120;230;Kriz;QLTC10;9.424;86;8.205;33;809;121;70;26;74;136;DIST
R2;414;1349;KAMNIK - TUHINJ;0;15.600;376;Laze;QLTC8;3.017;52;2.585;23;249;42;36;6;24;55;PLDP
R2;414;1349;TUHINJ - LOCICA;15.600;28.318;41;Locica;QLD*;1.556;29;1.280;7;146;30;31;9;24;45;PLDP
R2;415;1216;ZELODNIK - KRTINA;0;1.000;;;P;3.660;25;3.150;35;240;65;70;20;55;110;PLDP
R2;415;1216;KRTINA - MORAVCE;1.000;9.000;304;Krtina;QLD*;6.146;24;5.541;34;366;40;55;29;57;104;PLDP
R2;415;1216;MORAVCE - DRTIJA;9.000;11.080;;;P;2.060;25;1.775;15;120;40;40;15;30;63;PLDP
R2;415;1217;DRTIJA - TRATA;0;7.080;;;P;1.960;25;1.685;10;130;35;35;15;25;54;PLDP
R2;415;1217;TRATA - IZLAKE;7.080;15.089;305;Kandrse;QLD5;1.138;19;979;7;55;16;34;12;16;37;PLDP
R2;416;1346;LITIJA - SMARTNO;0;2.791;391;Litija;QLD6;4.741;49;4.215;10;313;40;72;20;22;74;PLDP
R2;416;1347;SMARTNO - GRM;0;14.789;375;Crni Potok;QLD5;1.113;28;939;3;58;29;49;3;4;31;WIM
R2;416;1425;GRM - RADOHOVA VAS;0;750;;;P;3.100;10;2.555;5;160;100;90;60;120;180;PLDP
R2;416;1348;RADOHOVA VAS - BIC;0;2.951;;;P;1.400;7;803;5;145;120;110;80;130;212;PLDP
R2;417;1190;SMARTNO PRI LITIJI - M.KOSTREVICA;0;1.500;284;Mala Kostrevnica;QLD5;933;11;773;3;47;35;57;5;2;38;WIM
R2;417;1190;M. KOSTREVICA - LJUBEZ V LAZIH;1.500;8.339;;;P;840;10;733;2;55;25;15;0;0;13;PLDP
R2;417;1187;LJUBEZ V LAZIH - MORAVCE;0;6.310;282;Moravce;R 11x4;820;9;719;2;60;20;10;0;0;10;PLDP
R2;417;4326;MORAVCE - TIHABOJ-MIRNA;0;11.922;182;Tihaboj;R 11x4;510;9;429;2;45;15;10;0;0;9;PLDP
R2;418;1199;MOKRONOG - ZBURE;0;10.475;407;Zbure;QLD6;1.277;6;1.127;14;67;15;31;8;9;35;PLDP
R2;418;1200;ZBURE - SKOCJAN;0;3.940;291;Skocjan 1;R 07x1;2.210;20;1.857;30;168;55;50;10;20;38;PLDP
R2;418;1201;SKOCJAN - DOBRUSKA VAS;0;3.281;416;Dobruska vas;QLD5;3.489;25;3.074;29;168;59;98;13;23;82;PLDP
R2;418;1202;DOBRUSKA V. - SENTJERNEJ;0;5.704;293;Drama;QLD5;2.670;22;2.309;12;147;58;73;22;27;75;PLDP
R2;419;1203;SOTESKA - STRAZA;0;5.440;920;Dolenje Polje;QLD6;3.262;39;2.858;22;182;28;40;56;37;93;PLDP
R2;419;1203;STRAZA - NM DRSKA;5.440;12.230;294;Potok;QLD6;5.184;34;4.807;42;226;22;22;15;16;53;WIM
R2;419;1203;NM DRSKA - NM ZABJA VAS;12.230;14.471;;;P;15.000;55;14.105;45;560;55;65;80;35;135;PLDP
R2;419;1204;NOVO MESTO - RATEZ;0;6.160;476;Mali Slatnik;QLTC10;4.300;20;3.831;55;260;44;45;25;20;83;PLDP
R2;419;1204;RATEZ - SENTJERNEJ;6.160;15.626;295;Mokro Polje;QLD6;2.742;31;2.473;32;120;22;35;16;13;54;DIST
R2;419;1205;SENTJERNEJ - KOSTANJEVICA;0;7.000;683;Sentjernej;QLD6;3.820;38;3.441;41;190;27;45;21;17;69;DIST
R2;419;1205;KOSTANJEVICA - KRIZAJ;7.000;10.203;296;Malo Mrasevo 2;QLD6;2.873;20;2.536;37;168;26;52;17;17;68;DIST
