Kat. ceste;Štev. ceste;Štev. odseka;Prometni odsek;Stac. začetka;Stac. konca;Števno mesto;Ime števnega mesta;Tip štetja;Leto roč.  štetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tež. tov. nad 7t;Tov. s prik.;Vlačilci
R1;214;1156;KOČEVJE - STARI LOG;0;11.670;;;P;;1.000;50;830;5;35;25;30;10;15
R1;214;1157;STARI LOG - DVOR;0;14.405;268;Smuka;QLD5; ;1.256;50;1.041;8;58;24;35;20;20
R1;215;1456;TREBNJE;0;1.450;;;P;;12.250;30;11.070;60;570;240;150;50;80
R1;215;1162;TREBNJE - MOKRONOG;0;14.200;270;Bistrica;QLD5; ;4.729;49;3.972;26;357;78;142;41;64
R1;215;1163;MOKRONOG - BOŠTANJ;0;18.421;448;Jelovec;QLD6; ;2.659;40;2.177;11;196;48;87;39;61
R1;216;1367;IVANČNA GORICA - KRKA;0;6.850;387;Mrzlo Polje;QLD6; ;6.887;34;6.222;32;391;73;60;34;41
R1;216;1175;KRKA - ŽUŽEMBERK;0;13.435;277;Zagradec;QLD3; ;3.186;30;2.828;19;165;39;36;33;36
R1;216;1158;ŽUŽEMBERK - DVOR;0;4.270;278;Mačkovec pri Dvoru;QLD5; ;3.400;51;2.930;32;184;76;62;29;36
R1;216;1176;DVOR - SOTESKA;0;5.550;163;Dvor;QLD5; ;4.674;57;4.087;45;226;69;98;46;46
R1;216;1177;SOTESKA - ČRMOŠNJICE;0;14.355;279;Podturn;QLD3; ;3.490;17;3.103;11;148;64;69;37;41
R1;216;1178;ČRMOŠNJICE - RUČETNA VAS;0;9.600;737;Srednja vas;ROČNO;09x4;2.800;32;2.498;12;143;46;12;26;31
R1;216;1178;RUČETNA VAS - ČRNOMELJ;9.600;15.306;280;Lokve;QLD6; ;6.282;40;5.727;19;316;46;66;34;34
R1;217;1208;LIVOLD - BREZOVICA;0;16.230;466;Rajndol;QLD5; ;683;10;595;2;31;21;16;6;2
R1;217;1209;BREZOVICA - DOBLIČE;0;17.000;299;Brezovica pri Predgradu;ROČNO;09x1;61;3;50;0;7;1;0;0;0
R1;217;1209;DOBLIČE - KANIŽARICA;17.000;19.930;300;Blatnik;QLD; ;1.418;1;1.323;5;68;9;7;4;1
R1;218;1211;METLIKA - PODZEMELJ;0;5.460;450;Podzemelj 3;ROČNO;09x4;3.714;36;3.365;25;152;72;22;20;22
R1;218;1212;PODZEMELJ - ČRNOMELJ;0;8.950;302;Podzemelj;QLD3; ;3.470;23;3.111;19;168;42;46;27;34
R1;218;1152;ČRNOMELJ;0;730;;;P;;11.000;45;10.280;50;350;150;60;30;35
R1;218;1213;ČRNOMELJ - KANIŽARICA;0;2.215;308;Kanižarica;QLD6; ;6.429;43;5.919;26;286;57;56;19;23
R1;218;1214;KANIŽARICA - VINICA;0;15.535;303;Dragatuš;QLD; ;2.837;1;2.590;22;125;45;45;4;5
R1;218;1153;VINICA ;0;160;;;P;;2.000;20;1.797;40;110;20;10;3;0
R1;218;1215;VINICA - MOST ČEZ KOLPO;0;850;154;MP Vinica;QLD; ;1.010;19;949;2;35;1;2;2;0
R1;219;1236;SL.BISTRICA - POLJČANE;0;8.496;125;Zg.Brežnica;QLD5; ;5.570;42;4.687;31;377;113;162;63;95
R1;219;1410;POLJČANE;0;700;;;P;;6.400;40;5.480;50;300;200;180;60;90
R1;219;1237;POLJČANE - PODPLAT;0;9.189;126;Podplat;QLD6; ;4.548;37;3.814;18;307;88;126;63;95
R1;219;1239;MESTINJE - GOLOBINJEK;0;14.779;128;Podčetrtek;QLD; ;5.841;53;5.024;26;361;117;140;53;67
R1;219;1240;GOLOBINJEK - BISTRICA;0;8.996;412;Lastnič;QLTC8; ;2.405;35;2.001;12;170;52;38;36;61
R1;219;1421;BISTRICA OB SOTLI ;0;720;;;P;;3.900;30;3.430;40;150;80;70;40;60
R1;219;1241;BISTRICA - BIZELJSKO;0;6.805;413;Bizeljsko;QLD6; ;1.964;31;1.615;9;162;38;43;29;37
R1;219;1242;BIZELJSKO - BREŽICE;0;16.000;129;Bukošek;QLD3; ;3.238;4;2.877;4;166;31;45;65;46
R1;219;1242;BREŽICE - ČATEŽ;16.000;17.570;366;Brežice;QLD6; ;11.928;63;10.746;81;647;113;131;67;80
R1;219;1480;ČATEŽ OB SAVI ;0;1.188;;;P;;5.000;45;4.125;65;490;90;65;55;65
R1;220;1334;KRŠKO - SP.POHANCA;0;7.200;367;Dolenja vas;QLD6; ;6.289;43;5.676;43;305;58;89;34;41
R1;220;1334;SP.POHANCA - BREŽICE;7.200;12.715;738;Trebež;ROČNO;09x4;5.877;56;5.377;33;236;85;24;30;36
R1;221;1227;TROJANE - IZLAKE;0;6.652;314;Izlake;QLD6; ;6.200;54;5.461;50;419;41;50;38;87
R1;221;1218;IZLAKE - ZAGORJE;0;6.474;306;Kisovec;QLD6; ;8.751;57;7.848;76;479;77;70;37;107
R1;221;1219;ZAGORJE - BEVŠKO;0;5.358;307;Bevško;QLD3; ;3.376;11;3.114;31;149;30;27;4;10
R1;221;1220;BEVŠKO - TRBOVLJE;0;3.123;582;Trbovlje;QLD6; ;13.169;51;12.216;152;518;94;92;15;31
R1;221;1221;TRBOVLJE - HRASTNIK;0;8.967;309;Hrastnik;ROČNO;08x4;350;35;294;1;15;3;2;0;0
R1;221;1222;HRASTNIK - ŠMARJETA;0;9.650;310;Marno;QLD6; ;4.735;37;4.075;38;270;78;109;23;105
R1;222;1228;ZAGORJE - MOST ČEZ SAVO;0;1.885;583;Zagorje-most;QLD6; ;8.220;61;7.304;92;439;103;88;28;105
R1;223;1229;BEVSKO - MOST ČEZ SAVO;0;1.220;127;Trbovlje 2;ROČNO;04x4;10.500;30;9.545;100;435;110;100;50;130
R1;224;1230;HRASTNIK - MOST ČEZ SAVO;0;1.500;584;Hrastnik-most;ROČNO;07x1;8.600;10;7.595;90;390;150;155;65;145
R1;225;1140;MENGEŠ - DUPLICA;0;3.805;259;Šmarca;QLD6; ;9.934;52;8.913;26;583;94;131;41;94
R1;225;1359;DUPLICA - KAMNIK;0;3.793;362;Kamnik;QLD5; ;15.913;133;14.188;45;928;191;267;49;112
R1;225;1424;KAMNIK - MEKINJE;0;700;;;P;;7.300;85;6.430;35;260;180;145;45;120
R1;225;1083;KAMNIK(MEKINJE) - SP.  STRANJE;0;2.000;231;Kamnik Fužine;QLD; ;5.590;90;4.780;32;267;134;132;37;118
R1;225;1083;SP. STRANJE - STAHOVICA;2.000;4.270;;;P;;4.300;60;3.725;35;190;110;110;30;40
R1;225;1084;STAHOVICA - ČRNIVEC;0;10.615;233;Črna;ROČNO;08x4;2.120;29;1.851;19;115;40;35;12;19
R1;225;1085;ČRNIVEC - GORNJI GRAD;0;12.200;237;Tirosek;QLD3; ;865;23;723;14;52;35;7;6;5
R1;225;1085;GORNJI GRAD - RADMIRJE;12.200;17.571;234;Gornji Grad;QLD6; ;1.951;3;1.730;13;121;27;37;11;9
R1;225;1248;RADMIRJE - MOZIRJE;0;8.731;232;Nizka;QLD; ;5.289;17;4.762;36;288;65;63;26;32
R1;225;1248;MOZIRJE;8.731;11.302;139;Mozirje;ROČNO;08x4;10.300;96;9.180;70;469;225;95;66;99
R1;225;1247;MOZIRJE - SOTESKA;0;2.339;577;Ljubija;ROČNO;07x1;9.000;75;7.880;60;450;190;125;85;135
R1;225;1246;SOTESKA - LETUŠ;0;3.300;34;Podgorje pri Letušu;ROČNO;07x4;4.950;75;4.225;45;300;120;35;60;90
R1;225;1246;LETUŠ - M.BRASLOVČE;3.300;6.050;138;Letuš;QLD6; ;7.666;81;6.634;40;473;106;149;73;110
R1;225;1246;M.BRASLOVČE - PARIŽLJE;6.050;8.390;;;P;;6.500;45;5.605;20;400;110;155;65;100
R1;225;1246;PARIŽLJE - ŠENTRUPERT;8.390;12.200;37;Parižlje;ROČNO;07x4;7.850;70;6.790;35;500;165;75;90;125
R1;227;1264;RAVNE - KOTLJE;0;3.600;319;Brdinje;QLD3; ;6.545;68;6.038;30;301;56;47;2;3
R1;227;1423;KOTLJE - SLOVENJ GRADEC;0;11.154;322;Podgora;QLD5; ;5.193;36;4.800;15;251;45;42;2;2
R1;228;1291;SPUHLJA - BORL;0;8.500;341;Stojnci;QLD6; ;4.653;28;4.003;37;221;44;59;104;157
R1;228;1291;BORL - MP ZAVRČ;8.500;13.900;340;MP Zavrč;QLD6; ;1.765;7;1.374;16;71;19;37;58;183
R1;229;0248;PTUJ;0;1.088;;;P;;19.000;45;16.755;250;1.200;450;100;90;110
R1;229;1417;PTUJ - ROGOZNICA;0;2.080;;;P;;12.200;40;11.395;90;390;35;140;30;80
R1;229;1286;ROGOZNICA - SENARSKA;0;16.918;338;Gočova;QLD5; ;3.579;42;3.020;18;198;69;96;41;95
R1;230;0327;MP G.RADGONA - G.RADGONA;0;989;665;MP Gornja Radgona;QLD6; ;5.334;33;4.953;8;181;21;39;28;71
R1;230;0366;G.RADGONA - RADENCI;0;5.680;86;Šratovci;QLD6; ;6.670;52;5.769;73;370;100;128;66;112
R1;230;1164;RADENCI ;0;453;;;P;;5.650;30;5.015;50;260;70;85;55;85
R1;230;1308;RADENCI - VUČJA VAS;0;7.803;352;Radenci;QLD6; ;3.637;38;3.149;19;194;48;61;48;80
R1;230;1399;VUČJA VAS - KRIŽEVCI;0;4.527;576;Stara Nova vas;ROČNO;07x1;3.780;20;3.075;20;250;80;120;75;140
R1;230;1415;KRIŽEVCI ;0;700;;;P;;6.000;30;5.235;40;330;90;100;65;110
R1;230;1309;KRIŽEVCI - LJUTOMER;0;7.300;353;Noršinci;QLTC8; ;6.495;60;5.601;34;397;114;123;44;122
R1;230;1310;LJUTOMER - PAVLOVCI;0;13.910;354;Ivanjkovci;QLD6; ;2.712;32;2.172;22;182;73;72;46;113
R1;230;1311;PAVLOVCI - ORMOŽ;0;1.860;575;Pavlovci;ROČNO;07x1;4.200;25;3.505;40;250;145;100;45;90
R1;230;1312;ORMOŽ;0;1.500;;;P;;6.100;30;5.615;50;260;100;30;5;10
R1;230;0251;ORMOŽ - MP ORMOŽ;0;760;156;MP Ormož;QLD3; ;883;2;802;5;72;1;1;0;0
R1;231;1325;GIBINA - RAZKRIŽJE;0;2.930;431;MP Gibina;QLD5; ;483;5;434;1;23;10;9;0;1
R1;231;1323;RAZKRIŽJE - STROČJA VAS;0;3.830;;;P;;2.500;10;2.324;10;90;25;30;3;8
R1;231;1327;STROČJA VAS - LJUTOMER;0;2.500;636;Stročja vas;QLTC8; ;3.611;34;3.289;12;174;38;37;6;21
R1;232;1314;MP HODOŠ - HODOŠ;0;1.500;430;MP Hodoš;QLD5; ;207;6;166;5;9;6;9;2;4
R1;232;1314;HODOŠ - ŠALOVCI;1.500;5.000;487;Peskovci;QLD3; ;1.129;3;1.038;7;42;11;22;2;4
R1;232;1314;ŠALOVCI - G. PETROVCI;5.000;10.458;;;P;;1.500;4;1.351;12;50;40;30;5;8
R1;232;1315;PETROVCI - MAČKOVCI;0;6.500;;;P;;2.950;8;2.658;35;100;80;50;9;10
R1;232;1315;MAČKOVCI - MARTJANCI;6.500;17.700;137;Vaneča;QLD6; ;3.781;26;3.433;21;182;37;62;7;13
R1;232;1316;MARTJANCI - M.SOBOTA;0;2.350;499;Murska Sobota sever;QLD6; ;11.859;57;10.940;61;465;121;136;23;56
R1;232;1470;MURSKA SOBOTA;0;1.000;;;P;;15.000;50;13.780;120;490;280;200;25;55
R1;232;1406;M.SOBOTA - LIPOVCI;0;4.067;148;MS-Bakša;QLD5; ;12.053;65;11.054;115;470;119;134;28;68
R1;234;1476;DRAMLJE - DOLE;0;2.750;316;Dole;QLD; ;6.572;4;5.593;10;510;86;151;56;162
R1;234;1280;DOLE - ŠENTJUR;0;3.445;690;Lokarje;QLD6; ;10.232;38;9.023;25;635;125;162;81;143
R1;235;0317;RADENCI - PETANJCI;0;2.047;446;Petanjci;QLD3; ;4.798;4;4.267;54;232;116;90;15;20
R1;235;0318;PETANJCI - M.SOBOTA(GAJ);0;7.473;623;Tropovci;QLD5; ;5.453;46;4.797;60;308;88;113;15;26
R1;235;1396;M.SOBOTAGAJ - PRIK.M.S.;0;2.858;479;MS Krog;QLD5; ;3.870;15;3.386;10;195;96;94;24;50
R2;401;1020;ŽAGA - UČJA;0;7.445;551;MP Učja;ROČNO;08x1;160;25;120;0;15;0;0;0;0
R2;402;1010;SOLKAN - MOST ČEZ SOČO;0;141;;;P;;8.000;90;7.185;50;390;120;65;40;60
R2;402;1426;SOLKAN - GONJAČE;0;10.396;219;Podsabotin;QLD5; ;3.253;35;2.944;12;165;44;42;3;8
R2;402;1465;GONJAČE - DOBROVO;0;4.655;755;Šmartno;ROČNO;09x1;2.619;47;2.327;37;118;67;22;0;1
R2;402;1045;DOBROVO - NEBLO;0;2.700;;;P;;3.200;45;2.918;25;150;45;15;1;1
R2;402;1045;NEBLO - MP NEBLO;2.700;4.820;550;MP Neblo;QLD5; ;2.442;48;2.214;2;143;19;14;1;1
R2;403;1071;BAČA - KNEŽA;0;6.153;108;Bača;QLD3; ;1.219;31;1.074;2;55;28;24;2;3
R2;403;1072;KNEŽA - PODBRDO;0;15.734;;;P;;900;25;798;15;20;25;15;1;1
R2;403;1073;PODBRDO - PETROVO BRDO;0;4.400;538;Petrovo brdo 1;ROČNO;07x1;450;40;375;3;19;9;4;0;0
R2;403;1074;PETROVO BRDO - PODROŠT;0;8.100;539;Petrovo brdo 2;ROČNO;07x1;300;35;232;3;20;6;4;0;0
R2;403;1075;PODROŠT - ZALI LOG;0;5.000;542;Zali Log;ROČNO;07x1;750;45;625;14;50;8;2;4;2
R2;403;1075;ZALI LOG - ČEŠNJICA;5.000;10.061;189;Železniki;QLD5; ;1.969;40;1.716;16;106;35;47;5;4
R2;403;1076;ČEŠNJICA - ŠKOFJA LOKA;0;15.700;618;Bukovica;QLD6; ;5.204;48;4.611;39;286;75;101;23;21
R2;404;1379;PODGRAD - IL.BISTRICA;0;11.000;397;Rečica;QLD6; ;3.344;25;2.898;14;166;39;39;40;123
R2;404;1380;IL.BISTRICA - PIVKA;0;16.942;398;Knežak;QLD3; ;4.136;41;3.756;31;193;53;43;5;14
R2;405;6845;DIVAČA - FAMLJE;0;5.552;59;Vremski Britof 1;ROČNO;05x4;2.200;16;1.946;8;110;50;35;10;25
R2;405;1022;FAMLJE - RIBNICA;0;11.967;210;Buje;QLD; ;1.228;13;1.055;2;71;21;30;14;22
R2;406;1405;DEKANI  -  R.ŠKOFIJE;0;1.085;;;P;;4.000;20;3.885;2;25;50;15;1;2
R2;406;1407;R.ŠKOFIJE - KRIŽ.MORETINI;0;850;;;P;;5.200;70;4.783;30;250;45;20;1;1
R2;406;1407;KRIŽ.MORETINI - ANKARAN;850;5.130;403;Ankaran;QLD3; ;8.426;52;8.007;31;260;50;20;2;4
R2;406;1407;ANKARAN - MP LAZARET;5.130;8.188;650;MP Lazaret;QLD5; ;1.534;81;1.396;19;20;13;3;0;2
R2;407;1144;GORENJA VAS - LUČINE;0;9.000;263;Todraž;ROČNO;08x4;950;10;809;7;56;15;46;3;4
R2;407;1144;LUČINE - LJUBLJANICA;9.000;13.926;;;P;;250;2;227;5;10;1;5;0;0
R2;407;1145;LJUBLJANICA - VRZDENEC;0;3.800;;;P;;200;5;179;3;8;4;1;0;0
R2;407;1145;VRZDENEC - HORJUL;3.800;6.800;;;P;;1.400;10;1.275;10;65;30;8;1;1
R2;407;1145;HORJUL - VRHNIKA;6.800;14.867;264;Horjul;QLD3; ;1.915;14;1.664;3;128;50;39;7;10
R2;408;1374;LOGATEC - ROVTE;0;10.500;;;P;;1.700;25;1.455;15;130;30;25;10;10
R2;408;1374;ROVTE -  ŽIRI;10.500;21.351;370;Zavratec;QLD5; ;784;26;636;6;48;27;23;9;9
R2;408;1375;ŽIRI - TREBIJA;0;7.350;394;Žiri;QLTC8; ;3.443;66;3.023;25;229;45;39;8;8
R2;409;0358;LJ(VIČ) - AC BREZOVICA;0;2.741;165;Gorjanc;QLTC8; ;11.416;92;10.186;229;707;84;67;15;36
R2;409;0300;AC BREZOVICA - BREZOVICA;0;1.400;267;Brezovica;QLD6; ;20.749;140;18.397;222;1.152;277;307;94;160
R2;409;0300;BREZOVICA - VRHNIKA;1.400;13.161;611;Drenov Grič;QLTC8; ;7.658;116;6.388;113;515;196;166;55;109
R2;409;0301;VRHNIKA - LOGATEC;0;9.525;153;Zapolje;QLD6; ;6.435;163;5.257;103;417;142;205;64;84
R2;409;0302;LOGATEC ;0;900;;;P;;8.500;160;7.395;120;450;150;110;55;60
R2;409;0303;KALCE - PLANINA;0;8.337;736;Grčarevec;ROČNO;09x4;2.160;201;1.701;39;95;76;11;10;27
R2;409;0304;PLANINA - RAVBARKOMANDA;0;7.230;612;Ravbarkomanda;QLD6; ;2.059;169;1.667;28;94;39;35;12;15
R2;409;0305;RAVBARKOMANDA - PO(R913);0;3.000;;;P;;5.500;130;5.010;35;140;90;55;15;25
R2;409;0305;PO(R913) - POSTOJNA;3.000;4.360;;;P;;11.500;130;10.640;45;340;160;100;35;50
R2;409;0306;POSTOJNA - RAZDRTO;0;10.980;76;Postojna;QLD6; ;5.426;152;4.462;52;232;85;136;100;207
R2;409;0307;RAZDRTO - SENOŽEČE;0;6.530;22;Senožeče;ROČNO;08x1;2.800;70;2.262;48;95;100;120;35;70
R2;409;0308;SENOŽEČE - DIVAČA;0;8.140;77;Divača;QLD; ;1.587;72;1.248;19;82;47;82;13;24
R2;409;0309;DIVAČA - MATAVUN;0;1.940;684;Škocjan;QLD; ;2.455;162;1.855;30;230;74;80;9;15
R2;409;0310;MATAVUN - KOZINA;0;7.275;78;Kačiče;ROČNO;05x4;2.300;120;1.810;40;150;70;90;5;15
R2;409;0311;KOZINA  -  KASTELEC;0;8.960;614;Petrinje;QLD6; ;1.551;119;1.130;26;84;65;103;7;17
R2;409;0312;KASTELEC - ČRNI KAL;0;3.902;;;P;;1.000;60;652;25;80;65;90;8;20
R2;409;1435;KORTINE  -  RIŽANA;0;1.353;;;P;;1.500;50;1.143;10;90;60;100;7;40
R2;409;0313;RIŽANA - KRIŽ.DEKANI;0;5.910;79;Dekani;QLD; ;3.767;48;3.166;20;221;54;213;2;43
R2;409;1438;DEKANI - PRIKLJ. SRMIN;0;324;;;P;;5.900;65;5.330;15;200;45;190;10;45
R2;410;1133;BISTRICA - TRŽIČ;0;320;555;Tržič;ROČNO;07x1;12.800;25;12.000;70;495;120;60;15;15
R2;410;1134;TRŽIČ - GOLNIK;0;6.500;556;Senično;QLD6; ;2.607;38;2.391;2;134;18;19;4;1
R2;410;1134;GOLNIK - KOKRICA;6.500;13.671;258;Tenetiše;QLD6; ;4.613;42;4.194;22;285;30;30;6;4
R2;410;1135;KOKRICA - KRANJ;0;2.234;;;P;;8.200;50;7.737;70;200;110;30;1;2
R2;411;1471;KRANJ Z  -  POLICA;0;733;;;P;;11.200;120;9.990;190;340;380;90;35;55
R2;411;1428;POLICA - NAKLO(MARINŠEK);0;1.900;51;Naklo;QLD; ;9.580;103;8.404;88;576;169;175;27;38
R2;411;1428;NAKLO(MARINŠEK) - PODTABOR;1.900;7.160;708;Podbrezje;QLD5; ;3.701;116;3.132;33;43;288;23;58;8
R2;411;1528;PODTABOR - GOBOVCE;0;1.487;;;P;;3.000;30;2.580;20;170;50;80;25;45
R2;411;1429;GOBOVCE - ČRNIVEC;0;5.142;707;Dobro Polje;QLD3; ;2.602;7;2.065;14;244;60;136;31;45
R2;412;1454;POLICA - KR(KIDRIČEVA);0;2.035;718;KR Zlato polje;QLD6; ;18.528;107;16.660;185;902;207;250;74;143
R2;412;0359;KRANJ(KIDRIČEVA - ISKRA);0;1.559;717;KR Sejem;QLD; ;18.860;111;17.092;42;965;210;240;60;140
R2;412;0210;KR(ISKRA - LABORE);0;1.450;716;KR Labore;QLD6; ;19.545;108;17.516;275;906;234;250;89;167
R2;413;4704;MEDVODE - ZBILJE;0;1.166;;;P;;5.400;60;4.610;140;410;70;80;10;20
R2;413;1079;ZBILJE - VODICE;0;7.386;228;Valburga;QLD6; ;4.689;57;4.111;8;355;58;65;13;22
R2;413;1080;VODICE - MOSTE;0;4.350;229;Žeje;QLD; ;7.535;58;6.408;9;690;109;129;43;89
R2;413;1081;MOSTE - DUPLICA;0;4.120;230;Križ;QLD6; ;10.084;75;8.786;32;736;152;166;46;91
R2;414;1349;KAMNIK - TUHINJ;0;15.600;376;Laze;QLD6; ;3.341;43;2.840;25;261;51;66;13;42
R2;414;1349;TUHINJ - LOČICA;15.600;28.318;41;Ločica;QLD6; ;1.854;46;1.469;8;181;47;47;10;46
R2;415;1216;ŽELODNIK - KRTINA;0;1.000;;;P;;3.700;30;2.990;50;400;75;75;35;45
R2;415;1216;KRTINA - MORAVČE;1.000;9.000;304;Krtina;QLD6; ;6.227;31;5.622;33;313;51;111;29;37
R2;415;1216;MORAVČE - DRTIJA;9.000;11.080;;;P;;2.100;25;1.858;17;110;40;25;5;20
R2;415;1217;DRTIJA - TRATA;0;7.080;;;P;;2.000;20;1.705;35;100;50;45;15;30
R2;415;1217;TRATA - IZLAKE;7.080;15.089;305;Kandrše;QLD5; ;1.180;19;999;7;56;18;38;19;24
R2;416;1346;LITIJA - ŠMARTNO;0;2.670;391;Litija;QLD6; ;3.684;48;3.271;9;205;44;74;20;13
R2;416;1165;ŠMARTNO PRI LITIJI ;0;260;;;P;;5.100;30;4.580;10;350;70;50;5;5
R2;416;1347;ŠMARTNO - RADOHOVA VAS;0;14.746;375;Črni Potok;QLD5; ;1.189;34;1.003;4;63;28;48;5;4
R2;416;1425;GRM;0;750;;;P;;1.500;10;715;15;410;165;75;45;65
R2;416;1348;GRM - BIČ;0;2.951;;;P;;1.000;7;243;15;400;160;85;30;60
R2;417;1190;ŠMARTNO/ LITIJI - M.KOSTREVICA;0;1.500;284;Mala Kostrevnica;QLD5; ;900;13;769;3;48;24;40;2;1
R2;417;1190;M. KOSTREVICA - LJUBEŽ V LAZIH;1.500;8.509;;;P;;800;5;757;3;10;20;5;0;0
R2;417;1187;LJUBEŽ V LAZIH - MORAVČE;0;6.310;282;Moravče;ROČNO;06x4;960;20;865;3;45;15;10;1;1
R2;417;4326;MORAVČE - TIHABOJ-MIRNA;0;11.922;182;Tihaboj;ROČNO;06x4;500;8;432;6;40;8;5;0;1
R2;418;1199;MOKRONOG - ZBURE;0;10.475;407;Zbure;QLD3; ;1.264;28;1.049;15;77;21;39;14;21
R2;418;1200;ZBURE - ŠKOCJAN;0;3.940;291;Škocjan 1;ROČNO;07x1;2.100;20;1.753;35;155;57;45;15;20
R2;418;1201;ŠKOCJAN - DOBRUŠKA VAS;0;3.281;416;Dobruška vas;QLD5; ;3.537;27;3.112;26;171;63;107;12;19
R2;418;1202;DOBRUŠKA V. - ŠENTJERNEJ;0;5.704;293;Drama;QLD5; ;2.557;18;2.204;8;141;64;80;19;23
R2;419;1203;SOTESKA - STRAŽA;0;5.440;;;P;;6.300;25;5.735;50;350;60;45;15;20
R2;419;1203;STRAŽA - NM DRSKA;5.440;12.230;294;Potok;QLD5; ;5.906;78;5.271;44;337;66;82;13;15
R2;419;1203;NM DRSKA - NM ŽABJA VAS;12.230;14.471;;;P;;16.000;55;15.130;45;550;75;85;25;35
R2;419;1204;NOVO MESTO - RATEŽ;0;6.160;476;Mali Slatnik;ROČNO;07x1;6.800;50;6.005;75;385;110;120;30;25
R2;419;1204;RATEŽ - ŠENTJERNEJ;6.160;15.626;295;Mokro Polje;QLD3; ;3.029;59;2.613;28;112;81;96;24;16
R2;419;1205;ŠENTJERNEJ - KOSTANJEVICA;0;7.000;683;Šentjernej;QLD3; ;3.695;75;3.339;37;143;38;44;11;8
R2;419;1205;KOSTANJEVICA - KRIŽAJ;7.000;11.325;296;Malo Mraševo 2;QLD6; ;2.637;32;2.317;30;148;39;49;10;12
R2;419;1206;KRIŽAJ - ČATEŽ OB SAVI;0;12.868;297;Župeča vas;QLD3; ;2.977;26;2.600;44;189;66;32;12;8
R2;420;1335;BREŽICE - DOBOVA;0;4.500;368;Mostec;QLD6; ;3.294;21;2.986;10;190;34;40;5;8
R2;420;1335;DOBOVA - M.P. RIGONCE;4.500;6.688;676;MP Rigonce;QLD; ;897;9;843;2;29;7;6;1;0
R2;421;2506;RUČETNA VAS - ŠTREKLJEVEC;0;7.209;460;Semič;QLD5; ;2.443;19;2.175;12;120;39;56;11;11
R2;421;2507;ŠTREKLJEVEC - JUGORJE;0;5.890;469;Osojnik;QLD5; ;972;9;822;6;45;28;40;11;11
R2;422;1333;PODSREDA - SENOVO;0;7.000;365;Veliki Kamen;QLD5; ;1.250;22;1.071;8;58;29;44;8;10
R2;422;1333;SENOVO - BRESTANICA;7.000;16.154;364;Senovo;QLD5; ;5.436;46;4.907;26;264;63;96;15;19
R2;423;1226;ŠENTJUR - ČRNOLICA;0;2.330;757;Črnolica;ROČNO;09x1;8.405;64;7.851;37;201;141;79;13;19
R2;423;1281;ČRNOLICA - LESIČNO;0;18.149;271;Jelce;QLD5; ;1.306;15;1.137;12;80;23;30;3;6
R2;423;1282;LESIČNO - ŠONOVO;0;3.300;292;Šonovo;ROČNO;06x4;1.300;15;1.120;25;85;25;20;4;6
R2;423;1282;ŠONOVO - PODSREDA;3.300;10.020;333;Kozje;QLD5; ;1.245;16;1.054;12;90;36;27;4;6
R2;423;1283;PODSREDA - BISTRICA;0;6.720;335;Podsreda 2;ROČNO;09x4;865;18;739;10;53;21;7;7;10
R2;423;1243;BISTRICA OB SOTLI - M.P.BISTRICA;0;1.050;411;MP Bistrica ob Sotli;QLD6; ;505;4;421;2;18;6;8;19;27
R2;424;1166;BOŠTANJ - OREŠJE/SEVNICI;0;5.700;;;P;;1.700;5;1.610;10;75;0;0;0;0
R2;424;1166;OREŠJE/SEVNICI - PLANINA;5.700;21.006;186;Podgorje;QLD5; ;523;5;435;6;39;12;21;2;3
R2;424;1170;PLANINA - DEŽNO;0;1.115;;;P;;350;3;305;3;20;11;2;2;4
R2;424;1225;DEŽNO - ČRNOLICA;0;11.800;313;Dobje;ROČNO;06x4;1.800;15;1.560;15;120;50;25;6;9
R2;425;1265;POLJANA - MEŽICA;0;3.310;323;Poljana;QLD5; ;5.100;43;4.481;49;267;91;100;36;33
R2;425;1265;MEŽICA - ČRNA;3.310;11.420;579;Mežica;QLD6; ;3.351;5;2.827;44;213;41;134;32;55
R2;425;1265;ČRNA - ŠENTVID;11.420;23.786;434;Javorje;QLD5; ;278;5;238;1;18;3;11;1;1
R2;425;1266;ŠENTVID - ŠOŠTANJ;0;16.605;324;Šentvid;ROČNO;08x4;870;30;757;6;30;25;15;2;5
R2;425;1267;ŠOŠTANJ - PESJE;0;1.835;167;Šoštanj;QLTC8; ;12.213;72;10.996;84;687;140;164;23;47
R2;425;1419;PESJE - VELENJE;0;3.790;166;Pesje;QLD6; ;12.029;67;10.805;111;564;168;156;62;96
R2;426;1269;PESJE - GORENJE;0;6.100;168;Lokovica;QLD6; ;6.223;41;5.537;27;336;78;88;45;71
R2;426;7949;GORENJE  -  REČICA;0;4.220;35;Šmartno ob Paki;ROČNO;07x4;4.000;40;3.495;25;220;70;65;35;50
R2;426;7949; REČICA - LETUŠ;4.220;5.795;176;Rečica ob Paki;QLD5; ;3.428;55;2.939;23;210;54;77;28;42
R2;427;1351;LATKOVA VAS - PREBOLD;0;3.000;741;Latkova vas;ROČNO;09x4;6.201;64;5.636;41;300;92;40;15;13
R2;427;1351;PREBOLD - SPODNJE GABRSKO;3.000;17.800;439;Podmeja;QLD5; ;1.191;33;1.075;1;46;18;17;0;1
