Kat. ceste;Štev. ceste;Štev. odseka;Prometni odsek;Stac. začetka;Stac. konca;Števno mesto;Tip pr. odseka;Tip avt. števca;Leto roč. (avt.) štetja;Ime števnega mesta;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tež. tov. nad 7t;Tov. s prik.
G2;102;1034;SP. IDRIJA-GODOVIČ;0;13.277;617;O;QLD6;;Idrija;4.326;62;3.732;45;274;76;72;65
G2;102;1033;GODOVIČ-KALCE;0;11.233;100;O;QLD6;;Hotedršica;3.935;60;3.275;43;245;94;95;123
G2;102;1460;KALCE-LOGATEC;0;3.490;74;O;QLD5;;Kalce;7.980;114;6.691;69;502;199;199;206
G2;102;1461;LOGATEC;0;1.672;395;O;;03x4;Logatec;4.700;16;3.879;37;355;154;64;195
G2;103;1007;PERŠETI-UŠNIK;0;4.015;;P;;;;3.300;36;2.714;24;191;180;90;65
G2;103;1008;UŠNIK-KANAL;0;12.580;616;O;QLD5;;Doblar;3.317;71;2.857;20;154;103;56;56
G2;103;1008;KANAL-PLAVE;12.580;20.070;;P;;;;7.100;75;6.305;30;310;110;100;170
G2;103;1009;PLAVE-SOLKAN;0;10.070;99;O;QLD5;;Solkan;6.591;78;5.818;27;291;113;98;166
G2;103;1010;SOLKAN-NG(KROMBERK.);0;2.436;;P;;;;15.100;110;13.730;50;570;280;120;240
G2;103;1486;NG(KROMBERK - ROŽNA DOLINA);0;2.589;222;O;QLD6;;Panovec;24.450;97;22.748;142;819;273;163;208
G2;103;1447;NG(R. DOLINA) - ŠEMPETER AC;0;2.315;227;O;QLD6;;Šempeter RD;9.581;52;8.649;24;368;158;113;217
G2;104;1136;KRANJ-LETALIŠČE BRNIK;0;6.000;200;O;QLD6;04x4;KR Primskovo 1;20.096;72;18.348;88;1.013;232;147;196
G2;104;1136;LETALIŠČE BRNIK-SP.BRNIK;6.000;8.330;627;O;QLD6;;Brnik;15.788;77;13.767;105;1.069;264;246;260
G2;104;1137;SP.BRNIK-MOSTE;0;5.953;;P;;;;12.000;44;10.159;84;863;439;194;217
G2;104;1138;MOSTE-MENGEŠ;0;3.900;115;O;QLD5;;Topole;10.194;55;8.704;67;574;282;263;249
G2;104;1139;MENGEŠ-TRZIN;0;4.158;116;O;QLD6;;Loka;16.960;44;15.060;61;994;275;257;269
G2;104;0295;TRZIN-LJ(ČRNUČE);0;3.687;73;O;QLD6;;Trzin;33.298;90;30.038;175;1.803;439;374;379
G2;104;0087;LJ(ČRNUČE - BRNČIČEVA);0;1.000;172;O;QLD6;;S Vpadnica;36.221;98;32.595;71;2.153;481;430;393
G2;104;0087;LJ(BRNČIČEVA - TOMAČEVO);1.000;2.870;;P;;;;42.000;80;37.285;143;2.518;807;595;573
G2;105;0252;KARTELJEVO-NM(BUČNA VAS);0;2.933;63;O;QLD3;;NM Bučna vas;10.486;66;9.182;51;643;262;128;154
G2;105;0399;NOVO MESTO (BUČNA VAS-KRKA);0;2.096;118;O;QLD6;;NM Obvoznica;10.710;19;9.399;22;561;268;213;228
G2;105;0255;NOVO MESTO(KRKA-REVOZ);0;1.805;177;O;QLD6;;NM Žabja vas;12.388;32;10.584;86;627;281;244;534
G2;105;0256;NOVO MESTO(REVOZ)-METLIKA;0;26.301;607;O;QLD6;;Gorjanci;3.881;23;3.308;31;234;80;83;122
G2;105;0258;METLIKA-MP METLIKA;0;1.480;155;O;QLD6;;MP Metlika;2.438;9;2.262;12;66;14;8;67
G2;105;0259;MAČKOVEC-NM(KRKA);0;1.710;159;O;QLD6;;NM Krka;16.547;36;14.566;167;762;273;242;501
G2;106;0215;LJ(RUDNIK)-ŠKOFLJICA;0;4.555;6;O;QLD6;;Škofljica;17.225;55;15.414;170;934;227;230;195
G2;106;0260;ŠKOFLJICA;0;520;;P;;;;14.000;38;12.852;105;480;230;130;165
G2;106;0261;ŠKOFLJICA-RAŠICA;0;16.290;117;O;QLD5;;Želimlje;7.864;47;6.952;70;452;99;117;127
G2;106;0262;RAŠICA-ŽLEBIČ;0;12.425;410;O;QLD6;;Žlebič;6.306;49;5.472;58;388;96;120;123
G2;106;0263;ŽLEBIČ-BREG;0;2.300;;P;;;;6.600;35;5.815;85;350;120;95;100
G2;106;0263;BREG-HROVAČA;2.300;4.500;;P;;;;8.100;35;7.306;90;355;115;90;109
G2;106;0263;HROVAČA-DOLENJA VAS;4.500;9.490;;P;;;;5.600;25;5.000;95;200;150;30;100
G2;106;0263;DOLENJA VAS-KOČEVJE;9.490;18.779;619;O;QLD6;;Stara Cerkev;5.727;49;5.010;60;328;79;72;129
G2;106;0264;KOČEVJE;0;1.900;;P;;;;5.500;60;4.840;40;300;70;70;120
G2;106;0264;KOČEVJE-LIVOLD;1.900;6.269;;P;;;;2.800;30;2.623;12;50;25;30;30
G2;106;0265;LIVOLD-ŠTALCERJI;0;6.200;119;O;Prazno;04 QLD6;Štalcerji;2.000;35;1.822;8;70;20;20;25
G2;106;0265;ŠTALCERJI-FARA;6.200;21.580;;P;;;;1.000;5;980;3;3;5;4;0
G2;106;0266;FARA-MP PETRINA;0;2.560;507;O;QLD3;;MP Petrina;678;9;649;2;9;6;3;0
G2;106;0216;ŠKOFLJICA-ŠMARJE SAP;0;2.461;;P;;;;4.000;16;3.542;55;178;98;58;53
G2;107;1274;CE(VZHODNA M.)-ŠTORE;0;4.500;;P;;;;17.000;22;15.598;154;605;266;145;211
G2;107;1274;ŠTORE- ŠENTJUR;4.500;10.868;134;O;QLD6;;Šentjur;11.242;42;10.279;82;437;142;103;157
G2;107;1275;ŠENTJUR-ŠMARJE PRI JELŠAH;0;11.300;622;O;QLD6;;Stopče;8.928;35;7.890;39;432;114;158;260
G2;107;1275;ŠMARJE PRI JELŠAH-MESTINJE;11.300;14.307;;P;;;Mestinje;8.500;40;7.475;45;350;170;160;260
G2;107;1238;MESTINJE-PODPLAT;0;2.060;;P;;;;7.500;43;6.647;56;308;142;65;239
G2;107;1276;PODPLAT-ROG. SLATINA;0;2.450;136;O;;05x4;Rogaška Slatina;8.338;31;7.234;66;456;211;121;219
G2;107;1276;ROG. SLATINA - KOTEC;2.450;10.600;687;O;QLD6;;Cerovec;3.315;12;2.776;10;163;77;65;212
G2;107;1276; KOTEC-ROGATEC;10.600;12.500;;P;;;;6.300;40;5.460;20;380;160;70;170
G2;107;1277;ROGATEC;0;2.000;;P;;;;2.400;10;1.929;56;119;33;63;190
G2;107;1277;ROGATEC-MP DOBOVEC;2.000;7.774;337;O;QLD3;;MP Dobovec;1.180;5;805;10;91;38;36;195
G2;108;1180;ČRNUČE-ŠENTJAKOB;0;3.580;120;O;QLD6_selitev;03 QLD6;Šentjakob;8.007;32;6.913;63;572;163;142;122
G2;108;1181;ŠENTJAKOB-DOLSKO;0;7.000;114;O;QLD6;;Dol;13.307;40;12.076;40;718;155;132;146
G2;108;1181;DOLSKO-RIBČE;7.000;14.870;121;O;;01x1;Dolsko;9.200;45;8.375;30;400;140;80;130
G2;108;1182;RIBČE-LITIJA;0;13.443;678;O;QLD3;;Zgornji Log;9.191;47;8.415;37;446;102;69;75
G2;108;1183;LITIJA-ZAGORJE;0;14.981;620;O;QLD6_Selitev;;Renke;6.195;34;5.445;24;373;126;80;113
G2;108;1184;ZAGORJE-TRBOVLJE;0;4.316;122;O;QLD6;;Trbovlje 4;7.998;41;7.153;20;400;136;92;156
G2;108;1185;TRBOVLJE-HRASTNIK;0;5.162;123;O;;04x4;Trbovlje 1;7.110;25;6.270;65;340;190;70;150
G2;108;1186;HRASTNIK-ZIDANI MOST;0;8.291;124;O;QLD3;;Suhadol;1.587;1;1.559;0;10;17;0;0
G2;109;0357;MP PETIŠOVCI-PETIŠOVCI;0;1.000;143;O;QLD3;;MP Petišovci;2.038;22;1.863;2;54;35;3;59
G2;109;0357;PETIŠOVCI-LENDAVA;1.000;4.408;89;O;;03x1;Lendava 2;2.100;6;1.872;10;67;40;31;74
G2;110;0327;G.RADGONA-MP G.RADGONA;0;970;665;O;QLD6;;MP Gornja Radgona;4.157;14;3.892;6;86;25;46;88
G2;111;0238;KOPER-RUDA(IZOLA);0;5.266;626;O;QLD6;;Izola;28.135;189;25.978;128;1.203;266;186;185
G2;111;0373;RUDA(IZOLA)-BELVEDER;0;4.750;13;O;QLD6;;Izolska obvoznica;17.213;142;16.029;78;696;135;71;62
G2;111;0373;BELVEDER-VALETA;4.750;8.255;;P;;;;23.700;200;22.060;80;1.060;170;70;60
G2;111;0239;VALETA-SEČOVLJE;0;7.000;10;O;QLD6_selitev;;Seča;9.571;107;8.909;55;370;75;35;20
G2;111;0239; SEČOVLJE-MP SEČOVLJE;7.000;7.280;500;O;QLD3;;MP Sečovlje;4.486;52;4.247;35;120;14;9;9
R1;201;0201;MP KORENSKO SEDLO-PODKOREN;0;3.755;659;O;QLD3;;MP Korensko sedlo;1.519;39;1.455;5;8;12;0;0
R1;201;0202;PODKOREN-KR.GORA;0;2.550;;P;;;;4.000;48;3.906;19;21;4;2;0
R1;201;0203;KR.GORA-MOJSTRANA-DOVJE;0;12.100;631;O;QLD5;;Gozd Martuljek;6.059;87;5.495;82;237;86;35;37
R1;201;0204;DOVJE-MOJSTRANA-KRAJE;0;2.420;;P;;;;6.100;40;5.605;60;230;105;40;20
R1;201;0205;KRAJE-HRUŠICA;0;4.030;;P;;;;6.200;40;5.700;60;235;105;45;15
R1;202;0234;MP RATEČE-RATEČE;0;1.380;658;O;QLD3;;MP Rateče;1.827;30;1.686;30;81;0;0;0
R1;202;0233;RATEČE-PODKOREN;0;2.926;;P;;;;2.100;20;2.046;12;20;1;0;1
R1;203;1002;MP PREDEL-BOVEC;0;15.033;657;O;;x;MP Predel;400;20;343;3;20;10;3;1
R1;203;1003;BOVEC(PO OBVOZNICI)-ŽAGA;0;9.904;;P;;;;2.000;65;1.644;35;150;55;35;16
R1;203;1004;ŽAGA-KOBARID;0;13.500;96;O;QLD6;;Srpenica;1.928;86;1.589;19;148;38;28;20
R1;204;1012;ŠEMPETER-VOLČJA DRAGA;0;2.800;262;O;QLD6;;Volčja Draga;11.148;76;10.408;32;428;114;66;24
R1;204;1012;VOLČJA DRAGA-DORNBERK;2.800;8.343;203;O;QLD3;;Prvačina;6.304;62;5.771;30;279;95;47;20
R1;204;1013;DORNBERK-ŠTANJEL;0;13.078;204;O;QLD3;;Branik;2.791;12;2.513;23;135;56;31;21
R1;204;1014;ŠTANJEL-DUTOVLJE;0;7.820;;P;;;;3.000;42;2.696;22;120;55;45;20
R1;204;1015;DUTOVLJE-SEŽANA;0;7.890;205;O;QLD5;;Tomaj;3.999;60;3.621;16;195;55;30;22
R1;205;1026;DIVAČA-LOKEV-LIPICA;0;8.710;418;O;QLD5;;MP Lipica;3.561;98;3.301;3;141;11;6;1
R1;206;1027;KR.GORA-VRŠIČ;0;12.570;220;O;QLD3;;Erika;673;80;545;7;33;3;3;2
R1;206;1028;VRŠIČ-TRENTA;0;8.960;;P;;;Vršič;300;40;223;1;30;5;1;0
R1;206;1029;TRENTA-BOVEC;0;22.242;211;O;SBH;;Trenta;339;16;317;3;3;0;0;0
R1;207;1057;GODOVIČ-ČRNI VRH;0;6.871;105;O;;03x4;Godovič;1.900;18;1.588;18;115;91;18;52
R1;207;1058;ČRNI VRH-COL;0;9.602;;P;;;;1.500;15;1.215;10;100;55;55;50
R1;207;1413;COL-AJDOVŠČINA;0;8.696;427;O;QLD6;;Budanje;3.390;29;2.965;10;180;80;64;62
R1;208;1434;ČRNI KAL - MOSTIČJE;0;2.236;;P;;;;1.600;30;1.073;12;280;50;75;80
R1;208;1059;MOSTIČJE-GRAČIŠČE;0;8.555;2;O;QLD6;;Kubed;2.760;34;2.486;13;106;38;21;62
R1;208;1060;GRAČIŠČE-SOČERGA;0;5.000;151;O;;01x4;Gračišče;2.800;33;2.576;16;115;25;10;25
R1;208;1060;SOČERGA - MP  SOČERGA;5.000;8.600;502;O;QLD3;;MP Sočerga;2.127;7;1.925;14;77;52;13;39
R1;208;1149;RIŽANA-MOSTIČJE;0;1.950;;P;;;;1.200;13;1.122;4;44;9;3;5
R1;209;1088;LESCE-BLED;0;3.629;109;O;QLD6;;Bled;19.253;124;17.851;205;760;154;95;64
R1;209;1089;BLED-PRISTAVA;0;2.200;;P;;;Bled jezero;7.000;70;6.285;80;350;100;70;45
R1;209;1089;PRISTAVA-SOTESKA;2.200;10.530;110;O;QLD6_selitev;;Bohinjska Bela;3.760;62;3.321;53;203;50;37;34
R1;209;1090;SOTESKA-BITNJE;0;8.510;;P;;;;3.800;50;3.445;50;155;50;30;20
R1;209;1091;BITNJE-BOH.BISTRICA;0;1.340;;P;;;;3.600;50;3.265;50;155;40;25;15
R1;209;1092;BOH.BISTRICA-JEZERO;0;6.200;255;O;;04x4;Bohinj;3.620;50;3.288;75;160;30;16;1
R1;210;1105;MP ZG.JEZERSKO-ZG.JEZERSKO;0;6.850;661;O;QLD3;;MP Jezersko;243;72;156;1;9;1;1;3
R1;210;1105;ZG.JEZERSKO-SP.JEZERSKO;6.850;10.345;;P;;;;1.000;35;898;7;35;6;1;18
R1;210;1106;SP. JEZERSKO-PREDDVOR;0;15.585;242;O;;01x4;Kokra;1.350;64;1.207;20;34;16;5;4
R1;210;1107;PREDDVOR-KR(PRIMSKOVO);0;8.440;249;O;QLD6_selitev;;Visoko;6.281;74;5.827;41;216;55;42;26
R1;210;1108;KR(PRIMSKOVO-LABORE);0;2.600;244;O;QLD6;;KR Primskovo 2;15.754;54;14.409;33;763;194;135;166
R1;210;1109;KRANJ-ŠKOFJA LOKA;0;7.770;111;O;QLD6;;Dorfarje;12.773;60;11.543;87;639;171;131;142
R1;210;1077;ŠKOFJA LOKA;0;930;107;O;QLD6;;Škofja Loka;23.855;85;21.886;222;1.018;274;228;142
R1;210;1110;ŠK.LOKA-GORENJA VAS;0;16.286;112;O;QLD3;;Zminec;6.803;52;6.081;42;354;117;121;36
R1;210;1111;GORENJA VAS-TREBIJA;0;4.877;408;O;;03x4;Trebija 1;3.100;35;2.713;40;185;70;40;17
R1;210;1112;TREBIJA-SOVODENJ;0;5.880;409;O;QLD6_selitev;;Trebija;1.187;14;1.048;6;58;24;25;12
R1;210;1113;SOVODENJ-CERKNO;0;11.884;;P;;;;1.100;0;976;5;52;26;26;15
R1;210;1114;CERKNO-ŽELIN;0;4.200;102;O;QLD3;;Cerkno;2.676;24;2.329;62;166;47;30;18
R1;210;1078;ŠKOFJA LOKA-JEPRCA;0;6.170;106;O;QLD6;;Godešič;12.243;45;10.865;83;640;222;155;233
R1;211;0211;KR(LABORE)-JEPRCA;0;8.150;625;O;QLD6;;Meja pri Kranju;12.745;54;11.359;145;613;171;134;269
R1;211;0212;JEPRCA-MEDVODE;0;3.650;52;O;;04x4;Medvode;24.540;110;21.640;250;1.420;550;120;450
R1;211;0212;MEDVODE-STANEŽIČE;3.650;8.000;643;O;QLD6;;Medno;26.283;85;23.387;291;1.326;326;352;516
R1;211;0212;STANEŽIČE -LJ( ŠENTVID);8.000;8.814;;P;;;;27.500;60;24.640;280;1.250;500;260;510
R1;212;1115;UNEC;0;610;;P;;;;7.100;14;6.321;50;310;150;120;135
R1;212;1116;UNEC-RAKEK;0;2.160;;P;;;;8.500;15;7.685;55;320;160;125;140
R1;212;1117;RAKEK-CERKNICA;0;3.980;245;O;QLD6;;Rakek;7.755;42;6.810;49;375;138;157;184
R1;212;1118;CERKNICA-BL.POLICA;0;10.851;246;O;QLD3;;Grahovo;4.555;45;3.945;44;208;106;76;131
R1;212;1119;BL.POLICA-SODRAŽICA;0;17.183;247;O;QLD3;;Nova vas;2.512;25;2.245;13;62;101;16;50
R1;212;1120;SODRAŽICA-ŽLEBIČ;0;5.770;248;O;;04x4;Žlebič 1;2.520;13;2.124;18;170;110;25;60
R1;213;1365;BLOŠKA POLICA-PUDOB;0;8.200;386;O;;04x1;Stari trg;3.280;25;2.955;65;100;50;35;50
R1;213;1366;PUDOB-BABNO POLJE;0;10.357;384;O;QLD5;;MP Babno Polje;513;11;453;10;23;3;3;10
R1;214;1156;KOČEVJE-STARI LOG;0;11.670;;P;;;;1.000;14;910;3;30;19;11;13
R1;214;1157;STARI LOG-DVOR;0;14.405;268;O;QLD3;05x1;Smuka;1.086;14;958;3;31;42;18;20
R1;215;1456;TREBNJE;0;1.450;;P;;;;12.000;26;10.806;63;560;245;145;155
R1;215;1162;TREBNJE-MOKRONOG;0;14.200;270;O;QLD5;;Bistrica;4.586;22;4.005;25;268;95;89;82
R1;215;1163;MOKRONOG-BOŠTANJ;0;18.421;448;O;QLD6;;Jelovec;2.464;18;2.059;11;165;68;70;73
R1;216;1367;IVANČNA GORICA-KRKA;0;6.850;387;O;QLD6_selitev;;Mrzlo Polje;6.688;25;6.119;27;287;76;69;85
R1;216;1175;KRKA-ŽUŽEMBERK;0;13.435;277;O;QLD6;05x1;Zagradec;3.295;25;2.950;20;148;46;35;71
R1;216;1158;ŽUŽEMBERK-DVOR;0;4.270;278;O;QLD5;05x1;Mačkovec pri Dvoru;3.423;28;2.945;38;148;97;74;93
R1;216;1176;DVOR-SOTESKA;0;5.550;163;O;QLD5;05x1;Dvor;4.903;35;4.217;41;212;142;108;148
R1;216;1177;SOTESKA-ČRMOŠNJICE;0;14.355;279;O;QLD3;05x1;Podturn;3.256;5;2.974;35;55;81;51;55
R1;216;1178;ČRMOŠNJICE-RUČETNA VAS;0;9.600;;P;;;;3.500;6;3.219;35;110;60;20;50
R1;216;1178;RUČETNA VAS-ČRNOMELJ;9.600;15.306;280;O;QLD6;;Črnomelj;5.971;19;5.464;22;238;80;73;75
R1;217;1208;LIVOLD-BREZOVICA;0;16.230;466;O;QLD5;;Rajndol;646;6;561;4;29;19;17;10
R1;217;1209;BREZOVICA-DOBLIČE;0;17.000;299;O;;04x1;Brezovica pri Predgradu;100;0;79;6;10;2;0;3
R1;217;1209;DOBLIČE-KANIŽARICA;17.000;19.930;300;O;QLD3;;Blatnik;1.495;0;1.341;44;58;32;3;17
R1;218;1211;METLIKA-PODZEMELJ;0;5.460;450;O;;05x1;Podzemelj 3;3.569;59;3.122;45;198;65;26;54
R1;218;1212;PODZEMELJ-ČRNOMELJ;0;8.950;302;O;QLD6;;Podzemelj;3.512;16;3.159;21;164;51;45;56
R1;218;1152;ČRNOMELJ;0;730;;P;;;;11.000;45;10.092;58;350;220;120;115
R1;218;1213;ČRNOMELJ-KANIŽARICA;0;2.215;308;O;QLD6;;Kanižarica;6.247;24;5.783;30;228;78;53;51
R1;218;1214;KANIŽARICA-VINICA;0;15.535;303;O;QLD3;;Dragatuš;2.623;10;2.420;27;34;87;33;12
R1;218;1153;VINICA;0;160;;P;;;;2.000;11;1.885;55;26;23;0;0
R1;218;1215;VINICA-MOST ČEZ KOLPO;0;850;154;O;QLD5;;MP Vinica;916;6;874;18;18;0;0;0
R1;219;1236;SL.BISTRICA-POLJČANE;0;8.496;125;O;QLD5;;Zg.Brežnica;5.408;29;4.543;29;307;164;172;164
R1;219;1410;POLJČANE;0;700;;P;;;;6.400;44;5.401;60;300;260;190;145
R1;219;1237;POLJČANE-PODPLAT;0;9.189;126;O;QLD6;;Podplat;4.106;21;3.469;16;234;106;111;149
R1;219;1239;MESTINJE-GOLOBINJEK;0;14.779;128;O;QLD5;;Podčetrtek;5.311;27;4.678;24;274;117;80;111
R1;219;1240;GOLOBINJEK-BISTRICA;0;8.996;412;O;;04x4;Hrastje ob Bistrici;2.230;9;1.873;18;150;70;30;80
R1;219;1421;BISTRICA OB SOTLI;0;720;;P;;;;3.800;8;3.283;46;135;91;117;120
R1;219;1241;BISTRICA-BIZELJSKO;0;6.805;413;O;QLD6;05x1;Bizeljsko;1.714;17;1.348;8;128;51;59;103
R1;219;1242;BIZELJSKO-BREŽICE;0;16.000;129;O;QLD6;;Bukošek;3.108;14;2.746;7;153;42;52;94
R1;219;1242;BREŽICE-ČATEŽ;16.000;17.570;366;O;QLD6_selitev;05x4;Brežice;10.631;32;9.572;88;484;161;127;167
R1;219;1480;ČATEŽ OB SAVI;0;1.188;;P;;;;8.000;30;7.185;70;400;110;65;140
R1;220;1334;KRŠKO-SP.POHANCA;0;7.200;367;O;QLD6;;Dolenja vas;6.367;25;5.769;46;293;76;85;73
R1;220;1334;SP.POHANCA-BREŽICE;7.200;12.715;;P;;;;7.000;30;6.355;50;330;100;80;55
R1;221;1227;TROJANE-IZLAKE;0;6.652;314;O;QLD6_selitev;;Izlake;3.544;27;3.038;50;204;61;51;113
R1;221;1218;IZLAKE-ZAGORJE;0;6.358;306;O;QLD6;;Kisovec;7.150;32;6.408;77;320;103;70;140
R1;221;1219;ZAGORJE-BEVŠKO;0;5.332;307;O;QLD3;;Bevško;3.326;36;3.033;58;126;42;27;4
R1;221;1220;BEVŠKO-TRBOVLJE;0;3.123;;P;;;;8.000;65;7.055;90;380;140;120;150
R1;221;1221;TRBOVLJE-HRASTNIK;0;8.967;309;O;;04x4;Hrastnik;210;2;194;0;10;1;3;0
R1;221;1222;HRASTNIK-ŠMARJETA;0;9.650;310;O;QLD6;;Marno;4.689;22;4.046;46;240;111;88;136
R1;222;1228;ZAGORJE-MOST ČEZ SAVO;0;1.950;;P;;;;6.000;22;5.475;46;171;112;56;118
R1;223;1229;BEVSKO-MOST ČEZ SAVO;0;1.220;127;O;;04x4;Trbovlje 2;10.470;40;9.500;90;430;190;90;130
R1;224;1230;HRASTNIK-MOST ČEZ SAVO;0;1.500;;P;;;;6.100;12;5.368;60;252;179;94;135
R1;225;1140;MENGEŠ-DUPLICA;0;3.805;259;O;QLD5;;Šmarca;10.378;44;9.212;26;608;197;183;108
R1;225;1359;DUPLICA-KAMNIK;0;3.793;362;O;QLD5;;Kamnik;16.174;95;14.252;38;940;343;320;186
R1;225;1424;KAMNIK-MEKINJE;0;700;;P;;;;7.200;20;6.430;30;250;150;150;170
R1;225;1083;KAMNIK(MEKINJE)-SP.  STRANJE;0;2.000;231;O;;02x4; Stranje;4.700;60;3.850;30;270;150;170;170
R1;225;1083;SPODNJE STRANJE-STAHOVICA;2.000;4.270;;P;;;;4.000;49;3.553;34;118;76;106;64
R1;225;1084;STAHOVICA-ČRNIVEC;0;10.615;233;O;;02x4;Črna;1.900;11;1.687;21;94;45;26;16
R1;225;1085;ČRNIVEC-GORNJI GRAD;0;12.200;237;O;QLD3;;Tirosek;1.011;17;867;11;57;23;25;11
R1;225;1085;GORNJI GRAD-RADMIRJE;12.200;17.571;234;O;;04x1;Radmirje 2;2.080;55;1.758;35;130;70;12;20
R1;225;1248;RADMIRJE-MOZIRJE;0;8.731;232;O;QLD6_selitev;;Nizka;5.046;41;4.519;36;229;83;79;59
R1;225;1248;MOZIRJE;8.731;11.170;139;O;;04x4;Mozirje;5.200;30;4.615;40;250;130;60;75
R1;225;1247;MOZIRJE-SOTESKA;0;2.339;;P;;;;4.000;27;3.472;29;181;125;70;96
R1;225;1246;SOTESKA-LETUŠ;0;3.300;;P;;;;3.800;26;3.301;27;172;115;68;91
R1;225;1246;LETUŠ-M.BRASLOVČE;3.300;6.050;138;O;QLD6;;Letuš;6.408;50;5.505;38;369;128;147;171
R1;225;1246;M.BRASLOVČE-PARIŽLJE;6.050;8.390;;;;;;5.500;40;4.710;20;300;130;150;150
R1;225;1246;PARIŽLJE-ŠENTRUPERT;8.390;12.200;;P;;;;7.500;60;6.484;46;400;150;160;200
R1;226;1254;MP HOLMEC-POLJANA;0;3.930;662;O;QLD6;;MP Holmec;1.442;13;1.332;3;42;7;9;36
R1;226;1255;POLJANA-PREVALJE;0;2.000;432;O;QLD6;;Prevalje;7.561;33;6.930;58;291;98;72;79
R1;226;1255;PREVALJE-RAVNE;2.000;8.026;;P;;;;11.600;27;10.595;118;370;230;100;160
R1;226;1256;RAVNE-DRAVOGRAD;0;7.080;160;O;QLD6;;Ravne;7.017;35;6.154;68;379;133;109;139
R1;227;1264;RAVNE-KOTLJE;0;3.600;319;O;QLD3;;Brdinje;6.534;33;6.031;25;309;90;41;5
R1;227;1423;KOTLJE-SLOVENJ GRADEC;0;11.154;322;O;QLD5;;Podgora;4.765;26;4.381;11;270;40;32;5
R1;228;1291;SPUHLJA-BORL;0;8.500;341;O;QLD6_selitev;;Stojnci;4.645;16;4.004;42;194;65;59;265
R1;228;1291;BORL-MP ZAVRČ;8.500;13.900;340;O;QLD3;;MP Zavrč;1.883;1;1.477;16;106;33;22;228
R1;229;1417;PTUJ-ROGOZNICA;0;2.080;;P;;;;11.700;36;10.742;101;451;126;134;110
R1;229;1286;ROGOZNICA-SENARSKA;0;16.930;338;O;QLD5;;Gočova;2.537;24;2.202;12;125;48;62;64
R1;229;1287;SENARSKA-LENART;0;4.100;442;O;;02x4;Gradišče 3;5.500;40;5.000;30;200;70;80;80
R1;230;1399;VUČJA VAS-KRIŽEVCI;0;4.527;;P;;;;3.700;20;3.206;19;101;170;100;84
R1;230;1415;KRIŽEVCI;0;700;;P;;;;6.300;30;5.569;54;230;183;122;112
R1;230;1309;KRIŽEVCI-LJUTOMER;0;7.300;353;O;QLD6;;Noršinci;5.583;11;4.973;39;231;123;129;77
R1;230;1310;LJUTOMER-PAVLOVCI;0;13.910;354;O;QLD6;;Ivanjkovci;3.158;20;2.556;26;210;74;83;189
R1;230;1311;PAVLOVCI-ORMOŽ;0;1.860;;P;;;;4.200;14;3.581;25;210;90;90;190
R1;230;1312;ORMOŽ;0;1.500;;P;;;;6.300;31;5.804;50;263;102;30;20
R1;230;0251;ORMOŽ-MP ORMOŽ;0;760;156;O;QLD3;;MP Ormož;761;0;748;0;10;2;1;0
R1;231;1325;GIBINA-RAZKRIŽJE;0;2.930;431;O;QLD5;;MP Gibina;507;5;450;0;37;6;7;2
R1;231;1323;RAZKRIŽJE-STROČJA VAS;0;3.830;;P;;;;2.300;11;1.985;18;100;57;39;90
R1;231;1327;STROČJA VAS-LJUTOMER;0;2.500;;P;;;;3.000;15;2.641;24;130;60;40;90
R1;232;1314;MP HODOŠ-HODOŠ;0;1.500;430;O;QLD5;;MP Hodoš;293;4;257;2;21;4;4;1
R1;232;1314;HODOŠ-ŠALOVCI;1.500;5.000;487;O;QLD3;;Peskovci;1.049;2;951;8;52;15;12;9
R1;232;1314;ŠALOVCI-G. PETROVCI;5.000;10.458;;P;;;;1.500;4;1.359;12;47;39;28;11
R1;232;1315;PETROVCI-MAČKOVCI;0;6.500;;P;;;;2.800;7;2.537;22;88;74;52;20
R1;232;1315;MAČKOVCI-MARTJANCI;6.500;17.700;137;O;QLD5;;Vaneča;3.291;16;3.028;24;107;52;49;15
R1;232;1316;MARTJANCI-M.SOBOTA;0;2.350;;P;;;Murska Sobota sever;10.500;55;9.600;70;400;170;150;55
R1;232;1470;MURSKA SOBOTA;0;1.000;;P;;;;15.000;39;13.726;119;476;300;240;100
R1;232;1406;M.SOBOTA-LIPOVCI;0;3.840;148;O;QLD5;;MS-Bakša;12.073;49;11.019;107;512;143;150;93
R1;234;1476;DRAMLJE-DOLE;0;2.750;316;O;QLD6_selitev;;Dole;6.096;10;5.186;8;302;167;186;237
R1;234;1280;DOLE-ŠENTJUR;0;3.445;;P;;;;9.500;19;8.584;27;350;100;180;240
R1;235;0317;RADENCI-PETANJCI;0;2.047;446;O;QLD3;;Petanjci;6.176;5;5.385;71;405;109;92;109
R1;235;0318;PETANJCI-M.SOBOTA(GAJ);0;7.473;623;O;QLD5;;Tropovci;6.667;22;6.008;78;280;133;73;73
R1;235;1396;M.SOBOTA(GAJ)-PRIK.M.S.;0;2.858;;P;;;;1.000;12;898;15;40;10;10;15
R2;401;1020;ŽAGA-UČJA;0;7.445;551;O;;04x4;MP Učja;150;19;119;0;12;0;0;0
