Kat. ceste;Štev. ceste;Štev. odseka;Prometni odsek;Stac. začetka;Stac. konca;Števno mesto;Ime števnega mesta;Tip   štetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov.  < 3,5t;Sr. tov.  3,5-7t;Tež. tov. nad 7t;Tov. s prik.;Vlačilci;Dnevni NOO;Tip
AC;A1;0030;MP ŠENTILJ - POČIVALIŠČE ŠENTILJ;0;482;674;MT Šentilj AC;QLD*;21.630;47;16.751;124;1.660;199;140;339;2.370;2363;PLDP
AC;A1;0030;POČIVALIŠČE ŠENTILJ - ŠENTILJ;482;1.137;869;Šentilj AC;QLTC8;21.400;45;16.601;122;1.607;196;138;337;2.354;2345;PLDP
AC;A1;0128;PRIKLJ.ŠENTILJ - MP ŠENTILJ;0;1.646;868;Priklj. Šentilj MP;QLD6;437;1;371;1;38;3;2;4;17;19;PLDP
AC;A1;0031;ŠENTILJ  -  PESNICA;0;9.761;837;Pesnica AC;QLTC8;26.475;62;20.931;219;2.330;180;85;395;2.273;2371;PLDP
AC;A1;0065;PESNICA - DRAGUČOVA;0;2.570;;;P;26.700;65;21.090;240;2.400;170;110;375;2.250;2358;PLDP
AC;A1;0071;DRAGUČOVA - MB (ZRKOVSKA);0;4.452;889;Malečnik AC;QLTC8;34.554;91;23.417;318;3.749;600;192;1.026;5.161;5419;PLDP
AC;A1;0071;MB (ZRKOVSKA)  - MB (PTUJSKA);4.452;7.770;;;P;34.700;100;23.385;310;3.800;610;255;940;5.300;5481;PLDP
AC;A1;0066;MB (PTUJSKA) - ROGOZA;0;2.590;840;Ptujska AC;QLTC8;40.443;106;28.200;302;4.473;621;309;896;5.536;5651;PLDP
AC;A1;0066;ROGOZA - SLIVNICA;2.590;4.857;;;P;37.900;110;25.720;300;4.300;760;280;870;5.560;5680;PLDP
AC;A1;0034;SLIVNICA;0;1.757;;;P;44.410;100;32.575;255;4.770;725;355;800;4.830;5024;PLDP
AC;A1;0035;SLIVNICA - FRAM;0;1.910;802;Hoče AC;QLTC8;44.407;100;32.571;255;4.771;725;355;798;4.832;5024;PLDP
AC;A1;0134;PRIKLJ. FRAM  -  MB;0;1.000;848;Priklj. Fram-MB;QLTC8;6.498;23;5.127;25;490;79;66;118;570;615;PLDP
AC;A1;0134;PRIKLJ. FRAM -  CE;1.000;1.368;849;Priklj. Fram-CE;QLTC8;2.572;50;1.660;22;279;42;29;89;401;430;PLDP
AC;A1;0036;FRAM - SL.BISTRICA-SEVER;0;6.785;2005;Polskava AC;QLTC8;40.481;127;29.104;252;4.560;688;318;769;4.663;4840;PLDP
AC;A1;0036;SL.BISTRICA - SEVER-JUG;6.785;9.733;2006;Sl.Bistrica AC;QLTC8;42.295;106;30.295;262;4.859;779;399;816;4.779;5033;PLDP
AC;A1;0135;PRIKLJ. SL. BISTRICA J. - MB;0;400;856;Priklj. Sl.Bistrica-MB;QLTC8;9.519;28;7.897;53;820;235;130;88;268;438;PLDP
AC;A1;0135;PRIKLJ. SL. BISTRICA J - CE;400;1.638;857;Prikl. Sl.Bistrica-CE;QLTC8;4.309;19;3.622;17;428;46;31;31;115;153;PLDP
AC;A1;0037;SL.BISTRICA - SL.KONJICE;0;9.119;838;Preloge AC;QLTC8;37.085;97;26.020;226;4.467;590;300;759;4.626;4748;PLDP
AC;A1;0136;PRIKLJ. SL. KONJICE - MB;0;900;844;CP Sl.Konjice-MB;Prazno;5.160;30;4.174;126;450;130;70;60;120;296;PLDP
AC;A1;0136;PRIKLJ. SL. KONJICE - CE;900;1.790;845;CP Sl.Konjice-CE;Prazno;3.900;25;3.237;130;227;67;55;65;94;258;PLDP
AC;A1;0038;SL.KONJICE - DRAMLJE;0;10.886;896;Pletovarje AC;QLTC8;35.827;89;25.037;222;4.234;596;285;764;4.600;4725;PLDP
AC;A1;0137;PRIKLJ. DRAMLJE - MB;0;600;846;Priklj. Dramlje-MB;QLTC8;2.033;6;1.624;3;254;37;24;16;69;90;PLDP
AC;A1;0137;PRIKLJ. DRAMLJE - CE;600;1.115;847;Priklj. Dramlje-CE;QLTC8;5.054;12;4.145;11;487;98;66;51;184;248;PLDP
AC;A1;0039;DRAMLJE - LJUBEČNA;0;6.436;2004;Žepina AC;QLTC8;38.848;95;27.558;230;4.467;657;327;799;4.715;4884;PLDP
AC;A1;0039;LJUBEČNA - CELJE;6.436;8.437;;;P;40.000;100;28.330;230;4.600;750;400;820;4.770;4998;PLDP
AC;A1;0040;CELJE - CELJE ZAHOD;0;5.261;648;Lopata AC;QLTC8;43.275;108;30.821;237;5.080;837;460;855;4.877;5164;PLDP
AC;A1;0040;CELJE ZAHOD - ARJA VAS;5.261;7.510;;;P;47.625;100;35.575;235;4.800;740;450;825;4.900;5124;PLDP
AC;A1;0041;ARJA VAS - ŠEMPETER;0;7.511;1006;Gotovlje AC;QLTC8;42.350;90;30.470;240;4.700;710;380;810;4.950;5122;PLDP
AC;A1;0041;ŠEMPETER - ŠENTRUPERT;7.511;9.652;;;P;39.000;100;27.380;240;4.600;650;330;800;4.900;5039;PLDP
AC;A1;0042;ŠENTRUPERT - VRANSKO;0;7.899;839;Vransko AC;QLTC8;40.853;100;29.176;241;4.833;610;279;794;4.820;4941;PLDP
AC;A1;0043;VRANSKO - TROJANE;0;9.940;836;Jasovnik AC;QLTC8;38.400;85;27.532;240;4.360;633;274;785;4.491;4675;PLDP
AC;A1;0067;TROJANE  -  BLAGOVICA;0;8.683;1007;Gotovlje AC;QLTC8;41.500;110;30.191;244;4.668;580;265;755;4.687;4791;PLDP
AC;A1;0142;PRIKLJ.BLAGOVICA - CE;0;200;842;CP Blagovica-CE;Prazno;259;5;195;2;14;7;11;10;15;27;PLDP
AC;A1;0142;PRIKLJ. BLAGOVICA - LJ;200;529;843;CP Blagovica-LJ;Prazno;1.750;10;1.522;3;100;30;25;35;25;68;PLDP
AC;A1;0044;BLAGOVICA - LUKOVICA;0;8.821;834;Kompolje AC;QLTC8;42.991;115;31.518;245;4.754;603;279;780;4.697;4832;PLDP
AC;A1;0044;LUKOVICA - KRTINA;8.821;12.465;;;P;44.500;104;32.944;247;4.815;595;290;785;4.720;4857;PLDP
AC;A1;0169;PRIKLJ. LUKOVICA ;0;2.279;831;CP Lukovica-LJ;Prazno;2.300;12;2.069;2;140;12;20;10;35;48;PLDP
AC;A1;0143;PRIKLJ. KRTINA;0;340;851;Priklj. Krtina-CE;QLTC8;1.510;4;1.164;4;183;30;10;20;95;107;PLDP
AC;A1;0143;PRIKLJ. KRTINA;340;761;835;Priklj. Krtina-Lj;QLTC8;5.365;25;4.732;3;407;31;21;24;122;136;PLDP
AC;A1;0045;KRTINA - DOMŽALE;0;3.485;;;P;48.355;125;36.512;246;5.039;596;301;789;4.747;4885;PLDP
AC;A1;0046;DOMŽALE - ŠENTJAKOB;0;5.402;830;Pšata AC;QLTC8;56.324;144;43.684;242;5.494;668;372;822;4.898;5076;PLDP
AC;A1;0047;ŠENTJAKOB - SNEBERJE;0;1.159;;;P;69.500;150;56.910;240;5.400;730;420;810;4.840;5054;PLDP
AC;A1;0047;SNEBERJE - LJ (ZADOBRAVA);1.159;2.866;2401;Sneberja AC;QLTC8;71.000;160;57.350;240;6.400;750;480;800;4.820;5057;PLDP
AC;A1;0048;LJ (ZADOBROVA - IND. CONA MOSTE);0;536;;;P;79.400;190;66.830;200;6.300;810;500;720;3.850;4214;PLDP
AC;A1;0048;LJ (IND. CONA MOSTE - ZALOŠKA);536;1.330;;;P;78.400;190;66.390;200;6.100;840;520;660;3.500;3902;PLDP
AC;A1;0049;LJ (ZALOŠKA - LITIJSKA);0;1.277;;;P;67.800;200;56.107;170;6.000;843;540;640;3.300;3713;PLDP
AC;A1;0050;LJ (LITIJSKA - MALENCE);0;3.979;180;V Obvoznica;QLTC8;62.836;199;51.546;158;5.798;846;554;603;3.132;3546;PLDP
AC;A1;0019;LJ (MALENCE - DOLENJSKA C.);0;456;;;P;65.500;200;52.870;270;5.800;750;520;840;4.250;4668;PLDP
AC;A1;0018;LJ (DOLENJSKA  -  PERUZIJEVA);0;2.098;;;P;62.000;190;49.970;240;5.600;670;480;850;4.000;4417;PLDP
AC;A1;0018;LJ (PERUZIJEVA - BARJANSKA);2.098;3.943;178;J Obvoznica;QLD*;69.164;195;55.874;336;6.320;901;422;939;4.177;4746;PLDP
AC;A1;0017;LJ (BARJANSKA  -  VIČ);0;2.758;;;P;67.800;200;54.920;340;5.800;850;470;970;4.250;4834;PLDP
AC;A1;0016;LJ (VIČ  -  KOZARJE);0;794;;;P;76.000;220;62.700;430;6.100;830;440;880;4.400;4928;PLDP
AC;A1;0051;LJ (KOZARJE) - BREZOVICA;0;2.408;;;P;77.600;250;62.460;470;5.900;790;350;1.080;6.300;6593;PLDP
AC;A1;0052;BREZOVICA - VRHNIKA;0;12.424;854;Drenov Grič AC;QLTC8;65.445;287;49.706;537;6.721;669;313;1.022;6.190;6456;PLDP
AC;A1;0150;PRIKLJ. VRHNIKA - LJ;0;1.120;858;CP Vrhnika - LJ;Prazno;12.000;50;10.545;50;700;180;195;100;180;381;PLDP
AC;A1;0150;PRIKLJ. VRHNIKA - KP;1.120;1.381;859;CP Vrhnika - KP;Prazno;2.800;15;2.355;15;170;50;90;45;60;141;PLDP
AC;A1;0053;VRHNIKA - LOGATEC;0;8.279;2103;Verd AC;Prazno;56.245;252;41.516;502;6.191;539;208;967;6.070;6216;PLDP
AC;A1;0151;PRIKLJ. LOGATEC;0;2.480;805;CP Logatec;Prazno;9.300;70;7.670;55;790;270;100;95;250;431;PLDP
AC;A1;0054;LOGATEC - UNEC;0;10.422;897;Laze AC;QLTC8;50.898;169;36.468;453;5.743;620;289;1.044;6.112;6329;PLDP
AC;A1;0152;PRIKLJ. UNEC - LJ;0;404;824;Priklj. Unec-LJ;QLTC8;5.000;16;4.274;27;439;70;30;47;97;166;PLDP
AC;A1;0152;PRIKLJ. UNEC - KP;404;788;825;Priklj. Unec-KP;QLTC8;2.473;9;1.836;9;279;58;58;45;179;223;PLDP
AC;A1;0055;UNEC - POSTOJNA;0;11.375;822;Ravbarkomanda AC;QLTC8;48.371;162;34.030;435;5.583;608;317;1.042;6.194;6387;PLDP
AC;A1;0153;PRIKLJ. POSTOJNA - LJ;0;900;826;Prikj. Postojna-LJ;QLTC8;9.796;69;7.863;103;1.055;158;113;84;351;507;PLDP
AC;A1;0153;PRIKLJ. POSTOJNA - KP;900;1.178;827;Priklj. Postojna-KP;QLTC8;4.102;20;3.358;30;410;54;28;38;164;209;PLDP
AC;A1;0056;POSTOJNA - RAZDRTO;0;9.581;2105;Studenec AC;QLTC8;42.677;113;29.525;362;4.938;504;232;996;6.007;6088;PLDP
AC;A1;0056;RAZDRTO - NANOS;9.581;11.182;2106;Razdrto AC;QLTC8;43.124;112;29.945;362;4.999;501;217;995;5.993;6070;PLDP
AC;A1;0197;PRIKLJ. RAZDRTO - LJ;0;250;828;Priklj. Razdrto-LJ;QLTC8;799;7;621;2;78;11;28;10;42;56;PLDP
AC;A1;0197;PRIKLJ. RAZDRTO - KP;250;698;829;Priklj. Razdrto-KP;QLTC8;1.246;6;1.041;2;139;8;13;9;28;38;PLDP
AC;A1;0154;RAZCEP NANOS;0;370;894;Razcep Nanos- LJ;QLTC8;12.651;28;8.061;74;1.513;187;76;306;2.406;2304;PLDP
AC;A1;0154;RAZCEP NANOS;370;1.664;895;Razcep Nanos- KP;QLTC8;2.092;8;1.716;21;220;37;13;10;67;92;PLDP
AC;A1;0057;NANOS  -  SENOŽEČE;0;5.458;2108;Senožeče AC;QLTC8;32.565;92;23.600;309;3.706;351;154;699;3.654;3858;PLDP
AC;A1;0155;PRIKLJ. SENOŽEČE ;0;1.780;818;CP Senožeče;Prazno;1.650;5;1.085;20;370;30;20;45;75;126;PLDP
AC;A1;0058;SENOŽEČE  -   GABRK;0;4.384;812;Čebulovica AC;QLTC8;32.338;102;23.748;319;3.344;311;156;657;3.701;3858;PLDP
AC;A1;0059;GABRK  -  DIVAČA;0;2.873;2109;Divača AC;QLTC8;23.561;87;18.926;113;2.202;186;112;370;1.565;1722;PLDP
AC;A1;0157;PRIKLJ. DIVAČA;0;540;808;Priklj. Divača - LJ;QLTC8;1.425;5;1.125;8;176;20;9;10;72;80;PLDP
AC;A1;0157;PRIKLJ. DIVAČA;540;2.079;809;Priklj. Divača - KP;QLTC8;2.109;8;1.759;6;188;31;34;9;74;92;PLDP
AC;A1;0060;DIVAČA - KOZINA;0;7.151;2101;Kozina AC;QLTC8;24.245;90;19.560;111;2.214;197;137;369;1.567;1734;PLDP
AC;A1;0158;PRIKLJ. KOZINA - LJ;0;700;821;Priklj. Kozina-LJ;QLTC8;3.274;12;2.345;22;362;57;33;62;381;398;PLDP
AC;A1;0158;PRIKLJ. KOZINA - KP;700;2.195;823;Priklj. Kozina-KP;QLTC8;3.629;15;3.000;21;305;44;15;34;195;216;PLDP
AC;A1;0061;KOZINA - KASTELEC;0;8.598;893;Ravne AC;QLTC8;24.600;93;20.215;110;2.157;184;119;341;1.381;1551;PLDP
AC;A1;0061;KASTELEC - ČRNI KAL;8.598;11.818;;;P;24.900;100;20.535;120;2.000;210;185;340;1.410;1612;PLDP
AC;A1;0062;ČRNI KAL  -  RAZCEP SERMIN;0;6.662;803;Dekani AC;QLTC8;25.342;105;20.746;125;2.133;224;230;339;1.440;1658;PLDP
AC;A1;0062;RAZCEP SERMIN  -  H5;6.662;7.116;;;P;24.000;100;19.445;125;2.120;220;225;335;1.430;1644;PLDP
AC;A2;0001;MP KARAVANKE - HRUŠICA;0;5.361;673;MT Karavanke;QLTC8;10.979;42;8.085;165;1.224;88;45;282;1.048;1222;PLDP
AC;A2;0002;HRUŠICA - LIPCE;0;7.154;;;P;17.100;90;13.530;185;1.600;135;130;330;1.100;1360;PLDP
AC;A2;0003;LIPCE - LESCE;0;7.950;646;Lipce AC;QLTC8;23.086;98;18.773;219;2.148;206;155;353;1.134;1459;PLDP
AC;A2;0103;PRIKLJ. LESCE - JESENICE;0;545;810;Priklj. Lesce-Jesenice;QLTC8;5.374;23;4.696;41;450;47;34;21;62;121;PLDP
AC;A2;0103;PRIKLJ. LESCE - KRANJ;545;1.133;811;Priklj. Lesce-Kranj;QLTC8;12.102;53;10.474;103;1.113;105;86;35;133;268;PLDP
AC;A2;0004;LESCE - RADOVLJICA;0;3.780;2201;Lesce AC;QLTC8;29.814;128;24.551;281;2.811;264;207;367;1.205;1606;PLDP
AC;A2;0004;RADOVLJICA - BREZJE;3.780;6.713;;;P;35.000;135;28.955;285;3.500;320;220;370;1.215;1641;PLDP
AC;A2;0005;BREZJE - PODTABOR;0;5.002;;;P;36.400;140;30.195;290;3.600;350;230;375;1.220;1665;PLDP
AC;A2;0006;PODTABOR - NAKLO;0;3.567;;;P;39.600;150;33.135;280;3.800;380;250;365;1.240;1682;PLDP
AC;A2;0006;NAKLO - KRANJ Z;3.567;7.313;647;Naklo AC;QLTC8;42.516;183;35.931;322;3.806;401;266;379;1.228;1724;PLDP
AC;A2;0007;KRANJ Z - KRANJ V;0;5.674;;;P;41.900;185;35.165;285;4.000;440;240;375;1.210;1684;PLDP
AC;A2;0008;KRANJ V  -  BRNIK;0;3.900;;;P;42.500;150;36.250;290;3.800;340;180;370;1.120;1560;PLDP
AC;A2;0009;BRNIK  -  VODICE;0;5.246;850;Voglje AC;QLTC8;47.203;160;40.275;288;4.548;322;167;335;1.108;1511;PLDP
AC;A2;0010;VODICE  - LJ ( ŠMARTNO);0;6.968;853;Povodje AC;QLTC8;53.413;166;45.548;326;4.977;517;241;376;1.262;1778;PLDP
AC;A2;0011;LJ (ŠMARTNO  -   BROD);0;2.374;;;P;56.000;170;48.590;300;4.500;540;250;380;1.270;1780;PLDP
AC;A2;0012;LJ (BROD - ŠENTVID);0;510;;;P;54.600;190;46.870;290;4.700;560;290;400;1.300;1833;PLDP
AC;A2;0013;LJ (ŠENTVID - PODUTIK);0;3.057;832;Kamna Gorica AC;QLTC8;52.921;203;44.661;234;4.954;595;339;457;1.478;2009;PLDP
AC;A2;0013;LJ (PODUTIK - KOSEZE);3.057;3.459;;;P;54.700;200;46.570;230;4.800;600;360;470;1.470;2019;PLDP
AC;A2;0014;LJ (KOSEZE  -  BRDO);0;1.761;;;P;79.600;270;66.560;320;6.800;1.050;500;700;3.400;3994;PLDP
AC;A2;0015;LJ (BRDO  -  KOZARJE);0;2.392;855;Bokalce AC;QLTC8;75.204;268;61.950;324;7.032;988;488;720;3.434;4017;PLDP
AC;A2;0020;LJ (MALENCE)  -  ŠMARJE-SAP;0;6.038;645;Šmarje Sap AC;QLTC8;53.875;136;45.267;356;4.441;555;292;620;2.208;2780;PLDP
AC;A2;0407;PRIKLJ. ŠMARJE - SAP NM;0;926;876;Priklj. Šmarje Sap-NM;Prazno;2.800;15;2.400;5;260;35;35;15;35;66;PLDP
AC;A2;0021;ŠMARJE SAP - CIKAVA;0;1.779;2303;Cikava AC;Prazno;55.900;150;46.935;355;4.700;585;335;640;2.200;2813;PLDP
AC;A2;0021;CIKAVA - GROSUPLJE;1.779;3.873;;;P;46.000;135;38.350;335;3.450;580;380;620;2.150;2758;PLDP
AC;A2;0022;GROSUPLJE - VIŠNJA GORA;0;6.740;;;P;41.500;100;34.190;320;3.600;365;215;650;2.060;2577;PLDP
AC;A2;0022;VIŠNJA GORA - IVANČNA GORICA;6.740;13.061;601;Višnja Gora AC;QLTC8;39.771;101;32.818;319;3.311;417;208;546;2.051;2499;PLDP
AC;A2;0023;IVANČNA GORICA - BIČ;0;6.889;870;Dob AC;QLTC8;30.707;69;24.896;288;2.832;243;117;469;1.793;2125;PLDP
AC;A2;0072;BIČ - TREBNJE Z;0;7.403;;;P;30.100;70;24.560;285;2.350;285;120;450;1.980;2271;PLDP
AC;A2;0072;TREBNJE Z - TREBNJE V;7.403;14.383;;;P;25.000;50;19.610;280;2.300;270;150;440;1.900;2202;PLDP
AC;A2;0024;TREBNJE V - PRIKLJ. MIRNA PEČ;0;4.557;;;P;28.900;70;23.275;275;2.500;290;165;430;1.895;2197;PLDP
AC;A2;0024;PRIKLJ. MIRNA PEČ  -  NM PRIKLJ. Z;4.557;10.845;806;Zagorica AC;QLTC8;28.303;59;22.570;270;2.587;294;189;445;1.889;2211;PLDP
AC;A2;0024;NM PRIKLJ. Z - NM PRIKLJ. V;10.845;13.168;;;P;23.900;55;18.570;265;2.400;270;170;350;1.820;2062;PLDP
AC;A2;0025;NM PRIKLJ.V - KRONOVO;0;6.338;;;P;25.500;45;20.520;270;2.200;310;165;340;1.650;1932;PLDP
AC;A2;0026;KRONOVO - DOBRUŠKA VAS;0;6.040;602;Draga AC;QLTC8;23.606;50;18.976;266;1.908;252;162;322;1.670;1912;PLDP
AC;A2;0027;DOBRUŠKA VAS  -  SMEDNIK;0;5.896;;;P;21.500;50;16.995;250;1.850;240;145;310;1.660;1874;PLDP
AC;A2;0027;SMEDNIK   -  DRNOVO;5.896;13.654;875;Drnovo AC;QLTC8;20.425;47;16.124;247;1.770;175;117;306;1.639;1822;PLDP
AC;A2;0418;PRIKLJ. DRNOVO - NM;0;2.300;873;Priklj. Drnovo-NM;QLTC8;5.190;12;4.390;10;464;77;57;44;136;194;PLDP
AC;A2;0418;PRIKLJ. DRNOVO - ČATEŽ;2.300;2.844;874;Priklj. Drnovo-Čatež;QLTC8;1.987;5;1.645;7;186;18;8;18;100;108;PLDP
AC;A2;0028;DRNOVO  -  BREŽICE;0;11.717;2302;Brežice AC;QLTC8;17.222;40;13.379;244;1.492;116;68;280;1.603;1736;PLDP
AC;A2;0029;BREŽICE - PRIKLJ. OBREŽJE;0;7.008;512;Čatež AC;QLTC8;14.702;34;11.136;232;1.242;122;48;266;1.622;1726;PLDP
AC;A2;0029;PRIKLJ. OBREŽJE  - OBREŽJE TERMINAL;7.008;7.971;;;P;13.700;35;10.495;230;945;95;45;255;1.600;1689;PLDP
AC;A2;0029;OBREŽJE TERMINAL - MP OBREŽJE;7.971;8.534;511;MP Obrežje;QLD6;11.791;36;8.700;235;867;81;40;250;1.582;1668;PLDP
AC;A3;0068;GABRK - SEŽANA V;0;7.977;813;Dane AC;QLTC8;12.873;26;7.634;214;1.464;181;87;376;2.891;2848;PLDP
AC;A3;0069;SEŽANA V - SEŽANA Z;0;2.698;;;P;10.200;25;5.420;205;1.130;160;75;365;2.820;2766;PLDP
AC;A3;0070;SEŽANA Z  -  FERNETIČI;0;950;863;Sežana AC;QLTC8;9.760;27;5.435;194;1.070;111;47;315;2.561;2486;PLDP
AC;A3;0070;FERNETIČI - MP FERNETIČI;950;1.571;653;MT Fernetiči;QLD*;20.500;170;14.905;225;1.585;165;85;410;2.955;2929;PLDP
AC;A3;0486;PRIKLJ. FERNETIČI;0;643;864;Priklj. Fernetiči;QLD6;10.384;143;9.422;30;487;47;37;45;173;222;PLDP
AC;A4;0091;SLIVNICA - LETALIŠČE MB;0;2.365;;;P;22.000;45;18.025;175;1.970;210;95;220;1.260;1403;PLDP
AC;A4;0091;LETALIŠČE MB - MARJETA;2.365;6.724;;;P;21.600;45;17.675;170;1.950;195;95;220;1.250;1387;PLDP
AC;A4;0091;MARJETA - ZLATOLIČJE;6.724;11.493;890;Prepolje AC;QLTC8;20.535;44;16.764;168;1.838;179;83;206;1.253;1368;PLDP
AC;A4;0091;ZLATOLIČJE - HAJDINA;11.493;15.560;;;P;20.000;45;16.520;165;1.600;150;80;200;1.240;1341;PLDP
AC;A4;0092;HAJDINA - DRAŽENCI;0;4.510;;;P;18.600;50;15.355;165;1.400;140;80;190;1.220;1314;PLDP
AC;A4;0093;DRAŽENCI -PODLEHNIK;0;5.905;;;P;13.500;20;10.810;150;1.150;90;60;120;1.100;1129;PLDP
AC;A4;0094;PODLEHNIK - GRUŠKOVJE ;0;2.943;;;P;11.400;20;8.775;150;1.085;100;50;100;1.120;1129;PLDP
AC;A5;0806;DRAGUČOVA - PERNICA;0;6.174;877;Dragučova AC;QLTC8;27.120;54;18.988;185;3.026;420;216;569;3.662;3716;PLDP
AC;A5;0806;PERNICA - LENART;6.174;11.326;2007;Močna AC;QLD*;26.481;53;18.445;183;2.958;412;206;567;3.657;3703;PLDP
AC;A5;0463;PRIKLJ.PERNICA - MB;0;220;878;Priklj. Pernica - MB;QLTC10;1.340;3;1.150;2;140;18;15;4;8;22;PLDP
AC;A5;0463;PRIKLJ.PERNICA - MS;220;440;879;Priklj. Pernica - MS;QLTC10;701;2;607;0;72;10;5;2;3;9;PLDP
AC;A5;0807;LENART - SV.TROJICA;0;5.018;;;P;20.600;45;13.180;140;2.700;355;160;510;3.510;3477;PLDP
AC;A5;0808;SV. TROJICA - PRIKLJ. CERKVENJAK;0;4.560;;;P;19.100;45;11.940;140;2.600;320;120;485;3.450;3384;PLDP
AC;A5;0808;PRIKLJ. CERKVENJAK - SV. JURIJ OB ŠČAVNICI;4.560;12.520;;;P;18.000;40;11.115;130;2.450;275;100;470;3.420;3321;PLDP
AC;A5;0809;SV.JURIJ OB ŠČAVNICI - VUČJA VAS;0;8.499;2011;Dragotinci AC;QLTC8;17.337;46;10.708;125;2.269;231;101;473;3.384;3278;PLDP
AC;A5;0174;PRIKLJ. VUČJA VAS - MB;0;400;881;Priklj. Vučja vas-MB;QLTC10;1.935;5;1.625;4;224;20;8;13;36;51;PLDP
AC;A5;0174;PRIKLJ. VUČJA VAS  - MS;400;836;882;Priklj. Vučja vas-MS;QLTC10;1.601;4;1.217;9;137;52;39;24;119;150;PLDP
AC;A5;0810;VUČJA VAS - MURSKA SOBOTA;0;6.577;841;Vučja vas AC;QLTC8;17.003;45;10.300;130;2.182;263;132;484;3.467;3377;PLDP
AC;A5;0175;PRIKLJ. MURSKA SOBOTA - MB;0;2.417;887;Priklj. MS-MB;QLTC8;4.265;8;3.613;15;443;62;50;21;53;106;PLDP
AC;A5;0175;PRIKLJ. MURSKA SOBOTA - LENDAVA;2.417;2.808;888;Priklj. MS-Lendava;QLTC8;1.739;4;1.375;4;127;33;47;27;122;148;PLDP
AC;A5;0811;MURSKA SOBOTA - LIPOVCI;0;3.798;2009;Rakičan AC;QLTC8;14.477;41;8.062;119;1.866;234;129;490;3.536;3419;PLDP
AC;A5;0812;LIPOVCI - GANČANI;0;4.290;;;P;12.900;35;6.745;120;1.750;235;125;440;3.450;3310;PLDP
AC;A5;0812;GANČANI - TURNIŠČE;4.290;9.535;;;P;13.300;40;7.115;125;1.800;235;110;445;3.430;3297;PLDP
AC;A5;0813;TURNIŠČE - DOLGA VAS;0;9.628;;;P;12.900;35;6.830;125;1.750;225;95;440;3.400;3260;PLDP
AC;A5;0814;DOLGA VAS - LENDAVA;0;3.964;884;Lendava AC;QLTC8;11.099;25;6.360;126;1.625;186;76;248;2.453;2331;PLDP
AC;A5;0185;PRIKLJ. LENDAVA - MS;0;286;885;Priklj. Lendava-MS;QLTC8;3.807;8;2.879;18;291;68;50;66;427;445;PLDP
AC;A5;0185;PRIKLJ. LENDAVA - PINCE;286;680;886;Priklj. Lendava-Pince;QLTC8;291;1;171;3;49;5;4;4;54;51;PLDP
AC;A5;0816;LENDAVA - PINCE;0;8.432;2010;Pince AC;QLTC8;7.583;18;3.652;111;1.383;123;30;186;2.080;1938;PLDP
AC;A5;0816;PINCE - MP PINCE;8.432;8.709;;;P;7.300;15;3.495;100;1.310;120;30;180;2.050;1901;PLDP
HC;H2;0032;PESNICA - PRIKLJ. PESNICA;0;209;;;P;20.900;70;18.700;110;1.330;170;170;85;265;468;PLDP
HC;H2;0032;PRIKLJ. PESNICA - MARIBOR;209;4.516;16;Meljska HC;QLTC8;20.513;66;18.356;122;1.332;164;107;76;290;465;PLDP
HC;H2;0033;MB(MELJSKA) - POBREŽJE;0;1.534;;;P;25.000;75;22.315;75;1.400;365;250;95;425;666;PLDP
HC;H2;0033;POBREŽJE - MB(TEZNO);1.534;2.684;15;Maribor HC;QLTC8;27.452;75;24.802;74;1.405;307;285;75;429;647;PLDP
HC;H3;0085;LJ (ZADOBROVA  - LESKOVŠKOVA C.);0;920;179;SV Obvoznica;QLTC8;66.302;152;56.220;222;5.526;730;474;444;2.534;2923;PLDP
HC;H3;0085;LJ (LESKOŠKOVA C. - ŠMARTINSKA);920;1.511;891;S obvoznica BTC HC;QLTC8;51.792;130;42.940;190;4.680;626;414;416;2.396;2715;PLDP
HC;H3;0086;LJ (ŠMARTINSKA - TOMAČEVO);0;2.084;;;P;70.000;140;59.640;200;5.800;740;450;440;2.590;2944;PLDP
HC;H3;0088;LJ (TOMAČEVO  -  DUNAJSKA);0;1.238;;;P;72.200;150;62.180;180;5.300;700;490;500;2.700;3068;PLDP
HC;H3;0089;LJ (DUNAJSKA - SAVLJE);0;948;;;P;71.000;185;60.975;180;5.200;860;520;480;2.600;3030;PLDP
HC;H3;0089;LJ (SAVLJE - IND. CONA ŠIŠKA);948;2.188;174;S Obvoznica;QLTC8;67.232;182;57.008;176;5.668;680;420;528;2.570;2953;PLDP
HC;H3;0089;LJ (IND. CONA ŠIŠKA - CELOVŠKA);2.188;2.654;;;P;74.000;185;64.030;175;5.400;710;470;480;2.550;2924;PLDP
HC;H3;0090;LJ (CELOVŠKA  -  VODNIKOVA);0;666;;;P;65.000;190;55.310;150;5.200;740;440;440;2.530;2857;PLDP
HC;H3;0090;LJ (VODNIKOVA  -  PODUTIK);666;1.477;199;Dravlje HC;QLTC8;60.430;188;50.870;140;5.068;734;430;448;2.552;2869;PLDP
HC;H3;0090;LJ (PODUTIK - KOSEZE);1.477;2.735;;;P;58.400;185;48.910;140;5.000;735;420;450;2.560;2874;PLDP
