Kat. ceste;Štev. ceste;Štev. odseka;Prometni odsek;Stac. začetka;Stac. konca;Števno mesto;Ime števnega mesta;Tip štetja;Leto roč.  štetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tež. tov. nad 7t;Tov. s prik.;Vlačilci
G1;2;0250;SPUHLJA-GORIŠNICA;0;8.030;424;Borovci;ROČNO;07x4;7.900;45;6.390;50;550;230;135;150;350
G1;2;0250;GORIŠNICA-ORMOŽ;8.030;17.688;62;Cvetkovci;QLD-6;;7.094;42;5.693;48;509;122;138;166;376
G1;2;0398;ORMOŽ Z- ORMOŽ V;0;3.020;574;Ormož;ROČNO;07x1;4.400;30;3.398;22;350;150;120;130;200
G1;2;1313;ORMOŽ-SREDIŠČE OB DRAVI;0;9.000;355;Grabe;QLD-6;;2.959;23;2.459;12;145;41;49;73;157
G1;2;1313;SREDIŠČE OB DRAVI- MP SRED. OB DRAVI;9.000;11.865;522;MP Središče ob Dravi;QLD-6;;1.139;7;826;3;56;24;24;46;153
G1;4;1257;DRAVOGRAD-OTIŠKI VRH;0;1.370;480;Dravograd;QLD;;13.424;132;11.678;138;721;264;173;94;224
G1;4;1258;OTIŠKI VRH-SL.GRADEC;0;9.170;131;Bukovska vas;QLD-6;;10.621;79;8.995;79;690;138;258;161;221
G1;4;1445;SL.GRADEC;0;1.910;;;P;;12.600;95;11.010;90;670;170;200;150;215
G1;4;1259;SL.GRADEC-LUŽNIK;0;6.600;329;Šmartno SG;QLD-6;;12.278;90;10.651;74;755;166;185;147;210
G1;4;1259;LUŽNIK-ZG.DOLIČ;6.600;12.897;621;Mislinja;QLD-6;;9.148;76;7.684;71;626;144;190;132;225
G1;4;1260;ZG.DOLIČ-VELENJE;0;11.375;315;Paka;QLD-6;;9.193;75;7.766;68;604;119;206;154;201
G1;4;1261;VELENJE-ČRNOVA;0;7.427;132;Črnova;QLD-6;;17.752;87;15.433;90;1.103;238;283;224;294
G1;4;1262;ČRNOVA-ARJA VAS;0;7.014;133;Velika Pirešica;QLD-6;;15.040;74;12.386;86;1.023;325;517;254;375
G1;5;1401;PRIKLJUČEK CELJE ZAHOD-MEDLOG;0;3.613;689;Medlog;QLD-6;;6.687;15;5.883;22;407;113;116;39;92
G1;5;0370;MEDLOG- CELJE;0;3.242;417;Celje Lava;QLD-6;;14.122;95;12.672;40;730;190;223;63;109
G1;5;0328;CELJE-CE(POLULE);0;2.000;;;P;;19.000;85;17.115;70;780;240;250;150;310
G1;5;0328;CE(POLULE)-LAŠKO;2.000;11.000;90;Košnica;QLD-6;;14.417;77;12.465;58;845;193;279;163;337
G1;5;0328;LAŠKO-ŠMARJETA;11.000;17.325;580;Strmca;ROČNO;07x1;8.000;6;6.639;55;570;250;80;120;280
G1;5;0329;ŠMARJETA-RIMSKE TOPLICE;0;1.050;91;Rimske Toplice;QLD-6;;6.914;43;5.694;49;455;142;192;109;230
G1;5;0330;RIM.TOPLICE-ZIDANI MOST;0;6.750;;;P;;6.350;40;5.305;40;370;175;130;100;190
G1;5;0331;ZIDANI MOST-RADEČE;0;2.997;92;Radeče;QLD-5;;6.952;50;5.759;29;428;173;207;107;199
G1;5;0360;RADEČE;0;520;;;P;;7.300;40;6.085;40;520;185;120;110;200
G1;5;0332;RADEČE-BOŠTANJ;0;11.249;101;Vrhovo;QLD-3;;5.035;49;3.997;33;354;144;108;126;224
G1;5;0333;BOŠTANJ;0;790;581;Boštanj;ROČNO;07x1;9.000;8;7.390;29;638;365;150;150;270
G1;5;0334;BOŠTANJ-IMPOLJCA;0;4.490;;;P;;5.900;35;4.630;25;380;200;250;130;250
G1;5;0335;IMPOLJCA-BRESTANICA;0;9.790;630;Log pri Sevnici;QLD-6;;4.699;30;3.587;25;358;112;295;101;191
G1;5;0361;BRESTANICA-KRŠKO;0;3.900;103;Krško;QLD-6;;9.122;50;7.695;49;527;180;268;125;228
G1;5;0336;KRŠKO-LESKOVEC;0;2.620;95;Žadovinek;QLD-6;;10.671;55;9.205;39;631;182;173;145;241
G1;5;0336;LESKOVEC-DRNOVO;2.620;4.925;;;P;;7.200;35;6.000;40;470;150;150;125;230
G1;6;0338;POSTOJNA-PIVKA;0;10.260;82;Prestranek;QLD-6;;11.313;24;9.985;70;576;156;187;117;198
G1;6;0339;PIVKA-RIBNICA;0;9.945;615;Ribnica;QLD-6;;3.319;55;2.773;41;206;35;51;50;108
G1;6;0340;RIBNICA-PREM;0;4.215;474;Ribnica 2;ROČNO;07x1;3.500;90;2.754;45;306;95;60;50;100
G1;6;0341;PREM-IL.BISTRICA;0;6.210;516;Topolc;ROČNO;07x1;4.400;90;3.732;68;255;70;65;40;80
G1;6;0342;IL.BISTRICA;0;1.160;;;P;;6.000;50;5.370;65;230;80;45;35;125
G1;6;0363;IL.BISTRICA;0;1.470;;;P;;11.000;60;10.360;65;250;70;40;35;120
G1;6;0343;IL.BISTRICA-DOLNJI ZEMON;0;2.800;83;Koseze;QLD-6;;7.223;88;6.501;47;306;61;33;49;138
G1;6;0343;DOLNJI ZEMON- MP JELŠANE;2.800;9.961;504;MP Jelšane;QLD-6;;4.048;73;3.505;46;199;36;22;37;130
G1;7;0356;MP STAROD-PODGRAD;0;6.561;503;MP Starod;QLD-6;;4.237;69;3.562;43;237;26;17;57;226
G1;7;0355;PODGRAD-OBROV;0;5.900;526;Podgrad;ROČNO;07x1;6.100;70;5.075;55;350;80;80;130;260
G1;7;0354;OBROV-KOZINA;0;14.500;604;Gradišče;QLD-6;;6.835;21;5.734;41;328;124;78;145;364
G1;7;0353;KOZINA-MP KOZINA;0;3.340;652;MP Kozina;QLD-6;;5.780;103;4.923;43;323;40;30;94;224
G1;8;0213;LJ(ŠENTVID- OBVOZNICA);0;2.900;725;LJ Celovška Dravlje;QLD-6;;48.000;160;42.586;706;3.076;472;450;200;350
G1;9;0352;HAJDINA-DRAŽENCI;0;3.450;;;P;;15.000;30;13.095;165;520;100;110;250;730
G1;9;0352;DRAŽENCI-JUROVCI;3.450;6.028;;;P;;11.000;25;9.275;140;480;80;80;220;700
G1;9;0362;JUROVCI;0;1.000;;;P;;11.500;30;9.805;150;450;90;95;200;680
G1;9;0351;JUROVCI-PODLEHNIK;0;4.200;682;Jurovci;QLD-6;;10.231;30;8.513;114;477;72;89;225;711
G1;9;0351;PODLEHNIK- MP GRUŠKOVJE;4.200;11.050;518;Gruškovje;QLD-6;;8.079;24;6.484;110;442;40;63;264;652
G1;11;1062;KOPER-ŠMARJE;0;6.000;149;Koper;QLD-3;;14.360;173;13.177;54;669;115;78;28;66
G1;11;1062;ŠMARJE-DRAGONJA;6.000;13.650;150;Pesjanci;QLD-6;;9.582;143;8.611;52;511;61;56;40;108
G1;11;1062;DRAGONJA-MP DRAGONJA;13.650;14.665;14;MP Dragonja;QLD-5;;7.290;127;6.496;15;337;90;72;43;110
G1;11;1475;SLAVČEK- KOPER;0;700;;;P;;33.500;100;29.480;170;1.500;600;750;380;520
G1;11;1475;KOPER-LUKA KOPER;700;2.424;;;P;;9.000;40;6.220;190;800;300;700;320;430
G1;12;0344;RAZDRTO-PODNANOS;0;10.377;644;Podgrič;QLD-6;;8.605;40;5.904;59;710;189;344;272;1.087
G2;101;0232;MP LJUBELJ-BISTRICA(TRŽIČ);0;12.500;660;MP Ljubelj;QLD-6;;2.083;61;1.891;9;108;7;5;1;1
G2;101;0231;BISTRICA(TRŽIČ)-ZVIRČE;0;3.280;3;Kovor;QLD-5;;9.140;57;8.295;23;457;142;115;20;31
G2;101;0230;ZVIRČE-PODTABOR;0;1.455;554;Zvirče;ROČNO;07x1;8.200;5;7.445;30;450;160;60;20;30
G2;102;1031;MP ROBIČ-STARO SELO;0;5.630;655;MP Robič;QLD-3;;1.061;11;976;8;56;10;0;0;0
G2;102;1030;STARO SELO-KOBARID;0;3.320;212;Kobarid;ROČNO;05x1;2.000;50;1.770;10;80;50;30;3;7
G2;102;1005;KOBARID-IDRSKO;0;2.200;679;Idrsko;QLD-5;;4.000;22;3.566;19;188;91;76;17;21
G2;102;1006;IDRSKO-PRŠETI;0;11.715;97;Idrsko;ROČNO;08x1;3.674;163;2.982;29;301;110;36;21;32
G2;102;1040;PERŠETI-MOST NA SOČI;0;7.334;405;Prapetno;QLD;;3.924;4;3.512;21;189;60;109;15;14
G2;102;1039;MOST NA SOČI-BAČA;0;2.205;533;Most na Soči;ROČNO;07x1;5.000;90;4.498;35;190;85;55;20;27
G2;102;1038;BAČA-DOL. TREBUŠA;0;8.550;104;Idrija pri Bači;ROČNO;08x4;2.943;72;2.493;27;192;80;45;14;20
G2;102;1037;DOL TREBUŠA-ŽELIN;0;13.118;406;Stopnik;QLD-5;;1.682;48;1.362;18;105;56;62;12;19
G2;102;1036;ŽELIN-SPODNJA IDRIJA(MAROF);0;11.300;447;Želin 3;ROČNO;08x4;2.963;56;2.510;42;187;82;41;18;27
G2;102;1035;SPODNJA IDRIJA;0;1.900;;;P;;7.000;65;6.485;55;200;75;60;20;40
G2;102;1034;SP. IDRIJA-GODOVIČ;0;13.277;617;Idrija;QLD-6;;4.559;81;3.879;71;309;69;84;19;47
G2;102;1033;GODOVIČ-KALCE;0;11.233;100;Hotedršica;QLD-6;;4.092;72;3.432;39;286;63;88;40;72
G2;102;1460;KALCE-LOGATEC;0;3.490;74;Kalce;QLD-5;;7.289;169;6.047;75;508;158;191;53;88
G2;102;1461;LOGATEC;0;1.672;395;Logatec;ROČNO;08x4;7.591;37;6.327;49;546;230;133;108;161
G2;103;1007;PERŠETI-UŠNIK;0;4.015;546;Volče;ROČNO;07x1;3.600;100;2.975;35;250;95;70;30;45
G2;103;1008;UŠNIK-KANAL;0;12.580;616;Doblar;QLD-5;;3.596;103;2.789;19;381;187;47;28;42
G2;103;1008;KANAL-PLAVE;12.580;20.070;;;P;;7.200;100;6.320;20;315;150;80;60;155
G2;103;1009;PLAVE-SOLKAN;0;10.070;99;Solkan;QLD-5;;7.210;110;6.270;27;314;140;121;62;166
G2;103;1390;SOLKAN-KROMBERK;0;1.972;693;Solkan 3;QLTC-10; ;7.000;4;6.114;14;493;89;111;31;144
G2;103;1486;KROMBERK- ROŽNA DOLINA;0;2.589;222;Panovec;QLD-6;;23.366;120;21.469;126;957;225;262;51;156
G2;103;1447;NG(R. DOLINA)- ŠEMPETER AC;0;2.315;227;Šempeter RD;QLD-6;;10.990;74;9.758;22;557;128;233;53;165
G2;104;1136;KRANJ-LETALIŠČE BRNIK;0;6.000;200;KR Primskovo 1;QLD-6;;23.370;94;20.986;91;1.431;206;245;109;208
G2;104;1136;LETALIŠČE BRNIK-SP.BRNIK;6.000;8.330;627;Brnik;QLD-6;;11.500;42;9.615;98;936;208;315;100;186
G2;104;1137;SP.BRNIK-MOSTE;0;5.953;;;P;;10.000;50;8.210;80;800;400;220;75;165
G2;104;1138;MOSTE-MENGEŠ;0;3.900;115;Topole;QLD-5;;11.068;59;9.511;71;637;254;272;82;182
G2;104;1139;MENGEŠ-TRZIN;0;4.158;116;Loka;QLD-6;;17.992;61;15.845;63;1.144;234;312;106;227
G2;104;0295;TRZIN-LJ(ČRNUČE);0;3.687;73;Trzin;QLD;;35.403;125;31.643;186;2.263;375;425;129;257
G2;104;0087;LJ(ČRNUČE- BRNČIČEVA);0;890;172;S Vpadnica;QLD-6;;36.334;109;32.734;78;2.221;393;424;116;259
G2;104;0087;LJ(BRNČIČEVA- TOMAČEVO);890;2.870;;;P;;43.000;80;38.760;100;2.540;500;520;170;330
G2;105;0254;NOVO MESTO (AC- LOČNA);0;910;;;P;;13.000;50;10.580;90;900;360;410;290;320
G2;105;0257;NOVO MESTO (LOČNA-KRKA);0;1.070;193;NM Ločna;QLD-6;;15.270;51;13.167;83;815;233;334;284;303
G2;105;1511;NOVO MESTO (KRKA);0;940;118;NM Obvoznica;QLD-6;;18.015;52;15.824;88;955;274;273;261;288
G2;105;0255;NOVO MESTO(KRKA-REVOZ);0;1.805;177;NM Žabja vas;QLD-6;;12.882;50;10.989;81;726;226;272;278;260
G2;105;0256;NOVO MESTO(REVOZ)-METLIKA;0;26.301;607;Gorjanci;QLD-6;;4.381;40;3.727;33;279;67;86;59;90
G2;105;0258;METLIKA-MP METLIKA;0;1.480;155;MP Metlika;QLD-6;;2.428;13;2.242;11;61;11;9;28;53
G2;106;0215;LJ(RUDNIK)-ŠKOFLJICA;0;4.555;6;Škofljica;QLD-6;;18.256;87;16.013;169;1.253;218;276;102;138
G2;106;0260;ŠKOFLJICA;0;520;;;P;;14.500;40;13.245;110;480;240;200;85;100
G2;106;0261;ŠKOFLJICA-RAŠICA;0;16.290;117;Želimlje;QLD-5;;8.416;55;7.347;86;530;113;144;65;76
G2;106;0262;RAŠICA-ŽLEBIČ;0;12.425;410;Žlebič;QLD-6;;6.872;73;5.898;63;486;80;123;70;79
G2;106;0263;ŽLEBIČ-BREG;0;2.300;;;P;;7.000;35;6.175;85;350;120;95;65;75
G2;106;0263;BREG-HROVAČA;2.300;4.500;;;P;;8.500;35;7.685;90;355;115;90;60;70
G2;106;0263;HROVAČA-DOLENJA VAS;4.500;9.490;;;P;;6.000;25;5.440;95;200;70;30;65;75
G2;106;0263;DOLENJA VAS-KOČEVJE;9.490;18.779;619;Stara Cerkev;QLD-6;;6.134;74;5.336;60;377;64;69;74;80
G2;106;0264;KOČEVJE;0;1.900;;;P;;8.000;60;7.265;40;350;70;70;70;75
G2;106;0264;KOČEVJE-LIVOLD;1.900;6.269;;;P;;3.000;30;2.795;15;50;40;35;15;20
G2;106;0265;LIVOLD-ŠTALCERJI;0;6.200;119;Štalcerji;QLD-3;;1.670;42;1.478;9;60;29;26;13;13
G2;106;0265;ŠTALCERJI-FARA;6.200;21.580;;;P;;900;5;832;8;30;15;10;0;0
G2;106;0266;FARA-MP PETRINA;0;2.560;507;MP Petrina;QLD-3;;668;8;641;2;8;6;3;0;0
G2;106;0216;ŠKOFLJICA-ŠMARJE SAP;0;2.461;26;Škofljica 2;QLD-5;;3.469;23;2.965;18;242;74;103;21;23
G2;107;1274;CEVZHODNA M.-ŠTORE;0;4.500;420;Celje Teharje;QLD-6;;17.390;65;15.602;78;902;171;289;104;179
G2;107;1274;ŠTORE- ŠENTJUR;4.500;10.868;134;Šentjur;QLD-6;;12.051;55;10.994;69;513;117;134;65;104
G2;107;1275;ŠENTJUR-ŠMARJE PRI JELŠAH;0;11.300;622;Stopče;QLD-3;;9.367;45;8.292;40;495;99;148;104;144
G2;107;1275;ŠMARJE PRI JELŠAH-MESTINJE;11.300;14.307;188;Mestinje;QLD-5;;9.258;50;7.967;54;574;160;198;107;148
G2;107;1238;MESTINJE-PODPLAT;0;2.060;;;P;;8.000;60;6.925;55;500;150;70;100;140
G2;107;1276;PODPLAT-ROG. SLATINA;0;2.450;136;Podplat 2;QLD-3;;8.737;63;7.652;59;514;123;117;98;111
G2;107;1276;ROG. SLATINA- KOTEC;2.450;10.600;687;Cerovec;QLD-6;;3.748;17;3.129;8;205;64;109;112;104
G2;107;1276;KOTEC-ROGATEC;10.600;12.500;696;Brezovec;QLD-6;;5.818;28;5.101;34;260;67;98;128;102
G2;107;1277;ROGATEC;0;2.000;;;P;;2.800;10;2.300;60;130;50;80;80;90
G2;107;1277;ROGATEC-MP DOBOVEC;2.000;7.774;337;MP Dobovec;QLD;;1.347;7;1.071;13;51;20;25;46;114
G2;108;1180;ČRNUČE-ŠENTJAKOB;0;3.580;120;Šentjakob;QLD;;9.612;48;8.108;68;851;144;172;80;141
G2;108;1181;ŠENTJAKOB-DOLSKO;0;7.000;114;Dol;QLD-6;;13.968;58;12.552;53;839;139;153;56;118
G2;108;1181;DOLSKO-RIBČE;7.000;14.870;121;Senozeti;QLD-6;;9.739;54;8.701;31;568;111;115;48;111
G2;108;1182;RIBČE-LITIJA;0;13.443;678;Zgornji Log;QLD-3;;8.818;39;8.031;28;471;76;71;31;71
G2;108;1183;LITIJA-ZAGORJE;0;14.981;620;Renke;QLD-6;;5.714;50;4.939;24;400;100;91;32;78
G2;108;1184;ZAGORJE-TRBOVLJE;0;4.316;122;Trbovlje 4;QLD-6;;7.989;65;7.042;18;447;106;137;35;139
G2;108;1185;TRBOVLJE-HRASTNIK;0;5.162;123;Hrastnik;QLD;;7.566;3;6.798;47;428;89;86;24;91
G2;108;1186;HRASTNIK-ZIDANI MOST;0;8.291;124;Suhadol;QLD-3;;1.644;11;1.521;0;97;13;2;0;0
G2;109;0357;MP PETIŠOVCI-PETIŠOVCI;0;900;143;MP Petišovci;QLD-5;;2.618;23;2.273;24;109;43;11;47;88
G2;109;0357;PETIŠOVCI-LENDAVA;900;4.498;89;Lendava 2;ROČNO;03x1;2.500;25;2.135;30;80;45;40;50;95
G2;111;0238;KOPER-SEMEDELA;0;1.220;;;P;;37.000;220;34.570;140;1.300;260;300;70;140
G2;111;0238;SEMEDELA-RUDA(IZOLA;1.220;5.266;626;Izola;QLD-6;;27.139;206;24.619;134;1.423;256;297;68;136
G2;111;0373;RUDA(IZOLA)-BELVEDER;0;4.750;13;Izolska obvoznica;QLD-6;;18.164;160;16.664;68;964;142;102;16;48
G2;111;0373;BELVEDER-VALETA;4.750;8.255;;;P;;23.900;200;22.200;80;1.100;170;80;20;50
G2;111;0239;VALETA-LUCIJA;0;1.770;;;P;;11.800;150;10.660;60;750;100;60;5;15
G2;111;0239;LUCIJA-SEČOVLJE;1.770;7.000;10;Seča;QLD-6;;9.600;126;8.822;49;475;72;40;4;12
G2;111;0239;SEČOVLJE-MP SEČOVLJE;7.000;7.280;500;MP Sečovlje;QLD-3;;4.066;54;3.782;21;191;10;6;2;0
G2;112;1254;MP HOLMEC-POLJANA;0;3.881;662;MP Holmec;QLD-6;;1.821;28;1.660;3;68;7;15;14;26
G2;112;1255;POLJANA-PREVALJE;0;2.000;432;Prevalje;QLD-6;;8.120;64;7.368;57;367;82;92;29;61
G2;112;1255;PREVALJE-RAVNE;2.000;8.047;;;P;;11.900;30;10.910;80;390;230;100;45;115
G2;112;1256;RAVNE-DRAVOGRAD;0;7.008;160;Ravne;QLD-6;;7.400;56;6.378;69;472;104;154;48;119
R1;201;0201;MP KORENSKO SEDLO-PODKOREN;0;3.755;659;MP Korensko sedlo;QLD-5;;1.644;111;1.456;3;62;8;4;0;0
R1;201;0202;PODKOREN-KR.GORA;0;2.550;;;P;;3.900;45;3.770;50;20;10;5;0;0
R1;201;0203;KR.GORA-MOJSTRANA-DOVJE;0;12.100;631;Gozd Martuljek;QLD-5;;5.878;93;5.307;80;228;109;45;6;10
R1;201;0204;DOVJE-MOJSTRANA-KRAJE;0;2.420;;;P;;5.900;40;5.410;60;230;100;40;5;15
R1;201;0205;KRAJE-HRUŠICA;0;4.030;;;P;;6.000;40;5.505;60;235;100;45;5;10
R1;202;0234;MP RATEČE-RATEČE;0;1.380;658;MP Rateče;QLD-5;;2.161;74;1.944;14;84;28;11;2;4
R1;202;0233;RATEČE-PODKOREN;0;2.926;;;P;;2.300;50;2.157;15;50;20;5;1;2
R1;203;1002;MP PREDEL-KLUŽE;0;12.500;657;MP Predel;QLD-5;;610;75;468;5;25;25;9;1;2
R1;203;1002;KLUŽE-BOVEC;12.500;15.033;536;Kluže;ROČNO;07x1;790;70;622;1;35;40;15;2;5
R1;203;1003;BOVEC(PO OBVOZNICI)-ŽAGA;0;9.904;535;Bovec;ROČNO;07x1;1.750;30;1.498;35;120;35;20;4;8
R1;203;1004;ŽAGA-KOBARID;0;13.395;96;Srpenica;QLD-3;;2.007;95;1.601;17;176;39;53;10;16
R1;204;1012;ŠEMPETER-VOLČJA DRAGA;0;2.800;262;Volčja Draga;QLD-6;;10.701;91;9.915;28;470;95;85;7;10
R1;204;1012;VOLČJA DRAGA-DORNBERK;2.800;8.343;203;Prvačina;QLD-3;;6.301;63;5.770;29;280;88;43;10;18
R1;204;1013;DORNBERK-ŠTANJEL;0;13.078;204;Branik;QLD-3;;2.594;88;2.254;14;166;48;14;3;7
R1;204;1014;ŠTANJEL-DUTOVLJE;0;7.820;24;Kopriva;ROČNO;07x4;1.800;50;1.436;15;170;80;30;6;13
R1;204;1015;DUTOVLJE-SEŽANA;0;7.890;205;Tomaj;QLD-5;;3.902;86;3.269;15;376;100;39;5;12
R1;205;1026;DIVAČA-LOKEV-LIPICA;0;8.710;418;MP Lipica;QLD-5;;5.252;197;4.777;3;200;55;18;0;2
R1;206;1027;KRANJSKA GORA- ERIKA;0;3.372;220;Erika;QLD-3;;618;9;561;8;24;11;4;1;0
R1;206;1043;RUSKA CESTA (ERIKA-VRŠIČ);0;9.085;;;P;;400;60;304;3;20;8;4;1;0
R1;206;1028;VRŠIČ-TRENTA;0;8.960;197;Vršič;QLD-5;;363;80;261;2;11;7;2;0;0
R1;206;1029;TRENTA-BOVEC;0;22.242;198;Koritnica;QLD-5;;1.141;87;966;6;41;27;12;1;1
R1;207;1057;GODOVIČ-ČRNI VRH;0;6.871;105;Godovič;ROČNO;08x4;1.740;21;1.468;15;107;72;15;17;25
R1;207;1058;ČRNI VRH-COL;0;9.602;;;P;;1.400;15;1.120;10;100;60;50;20;25
R1;207;1413;COL-AJDOVŠČINA;0;8.696;427;Budanje;QLD-6;;3.178;45;2.794;7;173;58;52;27;22
R1;208;1434;ČRNI KAL- KORTINE;0;2.236;;;P;;1.500;30;980;15;280;50;75;20;50
R1;208;1059;KORTINE-GRAČIŠČE;0;8.555;2;Kubed;QLD-3;;2.495;39;2.212;13;104;33;30;17;47
R1;208;1060;GRAČIŠČE-SOČERGA;0;5.000;151;Gračišče;ROČNO;08x1;2.229;30;2.038;37;85;18;6;6;9
R1;208;1060;SOČERGA- MP  SOČERGA;5.000;8.600;502;MP Sočerga;QLD-6;;1.769;33;1.646;6;62;7;3;3;9
R1;208;1149;RIŽANA-KORTINE;0;1.950;;;P;;1.150;15;1.073;4;45;5;3;1;4
R1;209;1088;LESCE-BLED;0;3.604;109;Bled;QLD-6;;20.089;137;18.479;193;931;157;115;32;45
R1;209;1089;BLED-PRISTAVA;0;2.200;190;Bled jezero;QLD-5;;7.051;122;6.167;102;401;95;105;24;35
R1;209;1089;PRISTAVA-SOTESKA;2.200;10.530;110;Bohinjska Bela;QLD-6;;4.087;74;3.515;51;294;54;50;25;24
R1;209;1090;SOTESKA-BITNJE;0;8.510;;;P;;3.900;50;3.543;50;155;50;30;10;12
R1;209;1091;BITNJE-BOH.BISTRICA;0;1.340;;;P;;3.800;50;3.465;50;155;40;25;7;8
R1;209;1092;BOH.BISTRICA-JEZERO;0;6.200;255;Bohinj;ROČNO;08x4;3.884;105;3.500;75;162;25;15;1;1
R1;210;1105;MP ZG.JEZERSKO-ZG.JEZERSKO;0;6.850;661;MP Jezersko;QLD-3;;243;6;207;3;10;6;6;3;2
R1;210;1105;ZG.JEZERSKO-SP.JEZERSKO;6.850;10.345;;;P;;800;60;651;8;60;10;5;4;2
R1;210;1106;SP. JEZERSKO-PREDDVOR;0;15.585;242;Kokra;QLD-5;;1.087;61;898;11;45;33;28;8;3
R1;210;1107;PREDDVOR-KR(PRIMSKOVO);0;8.440;249;Visoko;QLD;;6.393;75;5.773;38;375;43;54;16;19
R1;210;1108;KR(PRIMSKOVO-LABORE);0;2.600;244;KR Primskovo 2;QLD-6;;19.487;71;17.643;40;1.059;200;212;89;173
R1;210;1109;KRANJ-ŠKOFJA LOKA;0;7.770;111;Dorfarje;QLD-6;;14.078;70;12.605;100;771;173;179;87;93
R1;210;1077;ŠKOFJA LOKA;0;930;107;Škofja Loka;QLD-6;;23.983;104;21.805;191;1.189;246;272;91;85
R1;210;1110;ŠK.LOKA-GORENJA VAS;0;16.286;112;Zminec;QLD;;7.132;3;6.304;37;609;78;71;12;18
R1;210;1111;GORENJA VAS-TREBIJA;0;4.877;408;Trebija 1;ROČNO;08x4;3.149;44;2.720;37;209;83;37;8;11
R1;210;1112;TREBIJA-SOVODENJ;0;5.880;409;Trebija;QLD-3;;1.318;24;1.139;7;76;24;33;7;8
R1;210;1113;SOVODENJ-CERKNO;0;11.884;;;P;;1.100;10;953;5;60;30;25;8;9
R1;210;1114;CERKNO-ŽELIN;0;4.200;102;Cerkno;QLD-3;;2.708;24;2.358;62;168;48;30;9;9
R1;210;1078;ŠKOFJA LOKA-JEPRCA;0;6.170;106;Godešič;QLD-6;;12.654;65;10.928;77;890;165;226;148;155
R1;211;0211;KR(LABORE)-JEPRCA;0;8.150;625;Meja pri Kranju;QLD-6;;8.000;27;6.981;138;462;111;138;44;99
R1;211;0212;JEPRCA-MEDVODE;0;3.650;52;Medvode;QLD-6;;16.000;88;13.591;226;1.108;218;346;177;246
R1;211;0212;MEDVODE-STANEŽIČE;3.650;8.000;643;Medno;QLD-6;;21.500;99;18.679;315;1.316;305;327;168;291
R1;211;0212;STANEŽIČE-LJ( ŠENTVID);8.000;8.814;;;P;;23.000;90;20.330;280;1.100;500;250;160;290
R1;212;1115;UNEC;0;610;;;P;;8.000;15;7.130;50;310;150;130;85;130
R1;212;1116;UNEC-RAKEK;0;2.160;;;P;;8.800;20;7.845;55;330;160;140;90;160
R1;212;1117;RAKEK-CERKNICA;0;3.980;245;Rakek;QLD-6;;8.611;64;7.461;59;496;114;152;97;168
R1;212;1118;CERKNICA-BL.POLICA;0;10.851;246;Grahovo;QLD-3;;4.960;51;4.343;49;229;97;70;46;75
R1;212;1119;BL.POLICA-SODRAŽICA;0;17.183;247;Nova vas;QLD-3;;2.690;27;2.328;26;123;63;45;30;48
R1;212;1120;SODRAŽICA-ŽLEBIČ;0;5.770;248;Žlebič 1;ROČNO;08x1;3.842;34;3.265;25;237;151;37;37;56
R1;213;1365;BLOŠKA POLICA-PUDOB;0;8.200;386;Stari trg;QLD-3;;3.354;37;3.008;51;133;38;32;27;28
R1;213;1366;PUDOB-BABNO POLJE;0;10.357;384;MP Babno Polje;QLD-5;;530;11;467;10;20;4;4;7;7
R1;214;1156;KOČEVJE-STARI LOG;0;11.670;;;P;;1.000;50;840;5;30;25;20;10;20
R1;214;1157;STARI LOG-DVOR;0;14.405;268;Smuka;QLD;;1.270;52;1.034;7;78;26;30;17;26
R1;215;1456;TREBNJE;0;1.450;;;P;;12.200;30;11.010;60;560;250;150;60;80
R1;215;1162;TREBNJE-MOKRONOG;0;14.200;270;Bistrica;QLD-5;;4.801;42;4.034;28;356;98;138;42;63
R1;215;1163;MOKRONOG-BOŠTANJ;0;18.421;448;Jelovec;QLD-6;;2.724;31;2.228;11;208;58;89;38;61
R1;216;1367;IVANČNA GORICA-KRKA;0;6.850;387;Mrzlo Polje;QLD;;6.993;35;6.278;30;404;74;72;43;57
R1;216;1175;KRKA-ŽUŽEMBERK;0;13.435;277;Zagradec;QLD-3;;3.445;32;3.058;21;178;42;39;36;39
R1;216;1158;ŽUŽEMBERK-DVOR;0;4.270;278;Mačkovec pri Dvoru;QLD-5;;3.538;54;3.045;32;177;76;70;40;44
R1;216;1176;DVOR-SOTESKA;0;5.550;163;Dvor;QLD-5;;4.785;51;4.144;44;242;97;89;56;62
R1;216;1177;SOTESKA-ČRMOŠNJICE;0;14.355;279;Podturn;QLD-3;;3.508;17;3.120;11;149;64;69;37;41
R1;216;1178;ČRMOŠNJICE-RUČETNA VAS;0;9.600;;;P;;3.600;10;3.285;35;120;60;35;25;30
R1;216;1178;RUČETNA VAS-ČRNOMELJ;9.600;15.306;280;Lokve;QLD-6;;6.423;34;5.829;21;320;64;72;41;42
R1;217;1208;LIVOLD-BREZOVICA;0;16.230;466;Rajndol;QLD-5;08 QLD5;641;9;518;2;66;36;0;5;5
R1;217;1209;BREZOVICA-DOBLIČE;0;17.000;299;Brezovica pri Predgradu;ROČNO;08x1;93;0;78;3;9;1;0;1;1
