Kat. ceste;Štev. ceste;Štev. odseka;Prometni odsek;Stac. začetka;Stac. konca;Števno mesto;Ime števnega mesta;Tip štetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tež. tov. nad 7t;Tov. s prik.;Vlačilci;NOO;Tip
R3;729;4207;VELIKA POLANA - LIPA - BELTINCI;0;8.781;46;Beltinci;QLD6;1.602;1;1.516;15;53;8;7;1;1;126.659;PLDP
R3;730;4104;ŽICE - SV. ANA-ZG. ŠČAVNICA;0;5.835;30;Sveta Ana;R 11x4;1.187;12;1.101;14;45;9;5;1;0;108.245;PLDP
R3;730;4105;ZG.ŠČAVNICA - DRAŽEN VRH;0;2.235;;;P;150;0;141;2;3;2;1;1;0;23.640;PLDP
R3;731;8209;POLZELA - PARIŽLJE;0;1.050;;;P;2.200;20;2.020;30;78;17;20;5;10;353.600;PLDP
R3;731;8209;PARIŽLJE-BRASLO.-M.BRASLOVČE;1.050;3.919;94;Braslovče;R 11x4;2.208;15;2.030;27;101;18;11;3;3;242.120;PLDP
R3;732;8215;PONDOR - TABOR;0;2.388;65;Pondor;R 11x4;416;6;364;10;29;5;2;0;0;62.210;PLDP
R3;732;8259;TABOR - OJSTRIŠKA VAS-KAPLA;0;1.645;;;P;300;1;267;2;12;11;5;1;1;67.684;PLDP
R3;733;5831;VAVTA VAS - DOL.TOPLICE;0;4.560;298;Dolenjske toplice;QLD;3.841;22;3.527;35;206;27;20;1;3;326.228;PLDP
R3;733;5831;DOL.TOPLICE - PODTURN;4.560;6.290;;;P;1.890;8;1.785;8;50;15;7;8;9;204.297;PLDP
R3;734;4123;CERKVENJAK - VITOMARCI;0;5.733;;;P;150;1;131;1;6;4;3;2;2;52.007;PLDP
R3;734;4121;VITOMARCI - GABRNIK;0;6.397;765;Gradiščak;R 10x4;420;9;360;2;27;15;6;1;0;74.403;PLDP
R3;735;6314;MUTA - VUZENICA;0;445;;;P;4.300;15;3.875;25;270;55;25;15;20;557.399;PLDP
R3;737;9017;RAČE - ŠIKOLE;0;5.789;399;Podova;QLD;1.980;10;1.823;14;88;15;22;4;4;248.341;PLDP
R3;738;6727;TRŽIŠČE - HOTEMEŽ;0;14.480;788;Šentjanž;R 10x4;800;6;692;1;48;33;19;0;1;170.703;PLDP
R3;739;6219;JANEŽOVSKI VRH - DESTRNIK;0;2.210;766;Destrnik;R 10x4;560;12;496;10;29;9;2;1;1;82.614;PLDP
R3;739;6220;DESTRNIK - GOMILCI;0;1.381;;;P;250;5;230;4;10;1;0;0;0;18.912;PLDP
R3;740;1398;M.SOBOTA(GAJ) - M.SOBOTA;0;2.772;746;Murska Sobota Gaj;QLD6;6.111;40;5.529;58;288;62;60;23;51;1.127.737;PLDP
R3;741;1489;ŠKOFIJE MP;0;478;;;P;900;6;866;2;17;1;2;2;4;57.731;PLDP
R3;741;0235;MP ŠKOFIJE  -  ŠKOFIJE;0;1.000;;;P;6.000;10;5.937;3;30;10;5;2;3;88.587;PLDP
R3;741;0235;ŠKOFIJE - R.ŠKOFIJE;1.000;2.055;686;Spodnje Škofije;QLD6;10.589;176;9.835;25;475;49;24;2;3;353.849;PLDP
R3;741;1487;DEKANI - PRIKLJ. LUKA KOPER;0;1.139;;;P;1.000;2;988;0;10;0;0;0;0;0;PLDP
R3;742;4806;PODPEČ - VNANJE GORICE;0;4.390;691;Notranje Gorice;QLD6;4.325;57;3.837;32;270;46;57;8;18;672.362;PLDP
R3;742;4806;VNANJE GORICE - BREZOVICA;4.390;6.911;562;Vnanje Gorice;R 07x1;7.900;22;7.197;30;463;105;59;10;14;778.865;PLDP
R3;744;2346;ŠTORE - LAŠKA VAS;0;2.210;786;Kompole;R 10x4;2.000;17;1.813;7;105;40;14;2;2;203.799;PLDP
R3;744;2346;LAŠKA VAS  -  SVETINA;2.210;8.400;;;P;700;5;655;10;15;10;5;0;0;87.094;PLDP
R3;744;2346;SVETINA  -  BRSTNIK;8.400;13.600;585;Svetina;R 07x1;280;6;248;4;12;8;1;1;0;44.044;PLDP
R3;744;2346;BRSTNIK  -  LAŠKO;13.600;16.958;787;Jagoče;R 10x4;780;9;707;0;44;14;6;0;0;57.731;PLDP
R3;745;4116;JANEŽOVCI - DOLGE NJIVE;0;9.200;767;Drstelja;R 10x4;840;10;743;14;39;25;7;0;2;156.271;PLDP
R3;745;4118;DOLGE NJIVE - SPODNJI DUPLEK;0;7.520;;;P;900;10;884;0;6;0;0;0;0;0;PLDP
R3;746;2407;STARI TRG - LOŠKI POTOK;0;11.920;;;P;100;5;92;0;3;0;0;0;0;0;PLDP
R3;747;4120;LENART - SVETA TROJICA;0;3.284;597;Sveta Trojica v Slov. Goricah;R 09x4;1.190;16;1.086;5;49;22;8;2;2;129.645;PLDP
R3;747;2805;SV. TROJICA - SP. IVANJCI;0;9.498;596;Spodnji Ivanjci - 3;R 09x4;800;14;680;12;47;28;12;6;1;209.771;PLDP
R3;748;2412;VELIKE LAŠČE - M . SLEVICA;0;3.000;;;P;100;10;85;0;5;0;0;0;0;0;PLDP
R3;748;2412;M. SLEVICA - NOVA VAS;3.000;18.120;;;P;1.500;15;1.438;2;45;0;0;0;0;8.461;PLDP
R3;749;8616;VOSEK - JUROVSKI DOL;0;8.605;;;P;700;10;414;20;140;40;16;25;35;617.120;PLDP
R3;749;4109;JUROVSKI DOL - LENART;0;7.164;698;Jurovski Dol;R 09x4;910;23;807;18;33;21;5;1;2;161.496;PLDP
R3;750;7709;SLOVENSKA VAS - ŠENTRUPERT;0;2.174;;;P;800;5;741;20;15;10;5;1;3;154.280;PLDP
R3;751;5507;NIZKA - REČICA OB SAVINJI;0;925;;;P;1.700;10;1.310;50;150;60;50;30;40;1.015.262;PLDP
R3;752;7206;ARCLIN - LJUBEČNA;0;4.011;740;Ljubečna 2;QLD3;4.342;75;3.900;4;253;78;21;8;3;345.139;PLDP
R3;752;1403;LJUBEČNA - BUKOVŽLAK;0;1.887;694;Ljubečna;QLD6;3.897;17;3.211;5;356;84;102;44;78;1.454.960;PLDP
R3;752;7208;BUKOVŽLAK - TEHARJE;0;2.101;;;P;2.100;10;2.043;2;20;10;10;5;0;109.240;PLDP
R3;753;1544;VOLČE - SOLARJI;0;9.103;12;Orehovje;R 11x4;135;4;121;1;6;1;1;1;0;17.419;PLDP
RT;901;1001;RATEČE - PLANICA;0;2.000;779;Planica;R 10x4;800;10;719;7;32;28;3;0;1;106.503;PLDP
RT;902;1019;STRMEC - MANGART;0;11.710;537;Mangart;R 07x1;50;28;22;0;0;0;0;0;0;0;PLDP
RT;903;1021;IDRSKO - LIVEK;0;6.960;39;Livek;R 11x4;167;8;151;0;6;1;1;0;0;6.967;PLDP
RT;904;1093;JEZERO - ZLATOROG;0;4.200;240;Bohinjsko jezero;R 08x4;1.500;49;1.300;52;81;10;6;1;1;282.183;PLDP
RT;904;1093;ZLATOROG - SAVICA;4.200;8.200;;;P;270;3;259;6;1;1;0;0;0;27.372;PLDP
RT;905;1095;GORJE - KRNICA;0;2.160;;;P;2.050;11;1.926;27;49;29;5;1;2;215.494;PLDP
RT;905;1096;KRNICA - ZATRNIK;0;4.000;236;Krnica;R 10x4;1.240;18;1.179;3;23;9;4;3;1;75.398;PLDP
RT;905;1096;ZATRNIK - MRZLI STUDENEC;4.000;9.181;5;Mrzli studenec 1;R 11x4;623;22;543;8;34;6;3;4;3;104.263;PLDP
RT;905;1097;MRZLI STUDENEC - JEREKA;0;16.392;7;Mrzli studenec 2;R 11x4;142;6;126;0;6;1;1;2;0;19.409;PLDP
RT;906;1100;MRZLI STUD. - RUDNO POLJE;0;6.100;8;Mrzli studenec 3;R 11x4;587;23;509;9;31;5;2;5;3;107.747;PLDP
RT;907;1101;KRNICA - ZG.RADOVNA;0;11.756;4;Fužine;R 07x1;300;5;280;0;7;6;2;0;0;21.898;PLDP
RT;907;1102;ZG.RADOVNA - DOVJE;0;6.400;774;Mojstrana;R 10x4;400;2;385;0;6;4;2;1;0;24.137;PLDP
RT;908;1383;KRAJE - MOJSTRANA;0;2.000;;;P;1.100;10;974;40;40;30;6;0;0;258.792;PLDP
RT;908;1383;MOJSTRANA - VRATA;2.000;11.600;775;Mojstrana - Vrata;R 10x4;210;6;192;0;6;5;1;0;0;14.930;PLDP
RT;909;1125;BOH.BISTRICA - VRESJE;0;8.260;253;Nemški Rovt;R 08x4;660;30;586;1;29;2;1;4;7;81.619;PLDP
RT;909;1128;VRESJE - SORICA;0;9.342;;;P;150;2;139;2;5;2;0;0;0;12.442;PLDP
RT;909;1129;SORICA - PETROVO BRDO;0;4.250;540;Petrovo brdo 3;R 07x1;200;46;141;0;10;0;3;0;0;14.930;PLDP
RT;910;1130;SORICA - PODROŠT;0;5.339;541;Spodnja Sorica;R 07x1;430;50;343;13;11;8;0;2;3;102.024;PLDP
RT;911;1123;RUDNO - ROVTARICA;0;11.510;545;Rudno 3;R 07x1;350;2;314;0;21;3;3;3;4;64.449;PLDP
RT;911;1124;ROVTARICA - VRESJE;0;7.789;;;P;15;0;13;0;2;0;0;0;0;0;PLDP
RT;912;7302;ZALI LOG - DAVČA;0;7.856;;;P;410;15;384;3;3;3;2;0;0;28.616;PLDP
RT;912;7350;DAVČA - NOVAKI;0;3.065;;;P;520;10;489;4;10;4;3;0;0;39.814;PLDP
RT;912;3105;NOVAKI - CERKNO;0;10.153;;;P;720;15;674;6;15;6;4;0;0;57.233;PLDP
RT;913;6105;POSTOJNA - MOTEL ERAZEM;0;6.130;701;Veliki Otok;QLD3;2.004;2;1.887;5;78;11;8;5;8;163.736;PLDP
RT;913;6101;ERAZEM - VRHI;0;865;;;P;300;6;276;4;8;2;0;2;2;45.786;PLDP
RT;913;6110;VRHI - BUKOVJE;0;1.940;;;P;200;4;184;3;5;2;0;1;1;29.114;PLDP
RT;913;6109;BUKOVJE - PREDJAMA;0;1.487;;;P;150;3;138;3;4;1;0;1;0;20.902;PLDP
RT;914;1372;POSTOJNA - RAKOV. ŠKOC.;0;4.081;;;P;1.500;21;1.226;44;119;68;12;4;6;443.431;PLDP
RT;914;2402;RAKOV ŠKOCJAN - PODSKRAJNIK;0;7.085;152;Zelše;R 09x4;160;6;138;1;8;5;1;1;0;25.382;PLDP
RT;915;1376;IL.BISTRICA - GRDA DRAGA;0;21.260;519;Ilirska Bistrica;R 11x4;693;10;560;1;49;19;44;8;2;323.242;PLDP
RT;915;2427;GRDA DRAGA -  PUDOB;0;28.100;498;Kozarišče;R 08x1;70;6;59;0;0;0;0;2;3;31.105;PLDP
RT;916;3653;DRAGARJI - MEDVEDJEK-DRAGA;0;17.209;;;P;30;1;26;1;2;0;0;0;0;4.230;PLDP
RT;917;3602;KOČEVJE - ŽELJNE;0;2.923;;;P;820;2;764;2;30;10;10;1;1;90.577;PLDP
RT;917;3621;ŽELJNE - ROG-BAZA-PODTURN;0;28.884;467;Željne;R 09x1;360;3;331;0;18;5;0;3;0;28.616;PLDP
RT;918;3652;KOT - GRGELJ;0;12.314;588;Dol pri Pregradu;R 08x1;200;10;178;1;11;0;0;0;0;4.230;PLDP
RT;918;3617;GRGELJ - FARA;0;11.100;749;Fara;R 09x1;80;6;70;0;4;0;0;0;0;0;PLDP
RT;919;1341;PODZEMELJ - DOLENJCI;0;9.450;372;Krasinec;R 09x4;940;5;880;5;31;15;2;1;1;73.407;PLDP
RT;919;1466;ŽUNIČI - VINICA;0;10.340;373;Vinica 1;R 09x4;620;10;549;10;27;22;1;0;1;97.296;PLDP
RT;919;1343;VINICA - STARI TRG;0;20.220;374;Vinica 2;R 05x1;200;5;184;5;6;0;0;0;0;21.151;PLDP
RT;920;5899;VAHTA - GABRJE;0;22.745;;;P;30;1;27;0;1;0;1;0;0;4.977;PLDP
RT;921;4306;KANDRŠE - VAČE-SP.HOTIČ;0;7.616;181;Vače;R 08x4;810;14;736;3;43;8;5;0;1;59.721;PLDP
RT;922;1455;GRAD - KRVAVEC;0;2.433;496;Cerklje;R 10x4;850;8;762;10;41;17;8;3;1;140.843;PLDP
RT;923;1087;STAHOVICA - KAM.BISTRICA;0;8.210;780;Kamniška Bistrica;R 10x4;515;14;465;8;20;5;2;0;1;59.970;PLDP
RT;924;3559;PODLOM - KR.RAK;0;4.540;169;Kališe;R 08x4;360;4;336;0;15;2;2;0;1;20.156;PLDP
RT;924;3559;KR.RAK - LUČE;4.540;15.971;;;P;300;2;287;0;7;4;0;0;0;7.963;PLDP
RT;926;5501;SOLČAVA - PODOLŠEVA-SLEME;0;10.425;;;P;40;0;36;1;1;1;1;0;0;11.198;PLDP
RT;926;6519;SLEME - KOPRIVNA;0;5.917;;;P;50;0;44;1;2;1;2;0;0;16.175;PLDP
RT;926;6506;KOPRIVNA - ČRNA;0;7.980;477;Pristava;R 08x4;350;4;314;4;11;6;8;1;2;87.342;PLDP
RT;927;5502;ŽIBOVT - SV.DUH-PODOLŠEVA;0;10.345;;;P;40;0;36;1;1;1;1;0;0;11.198;PLDP
RT;928;1253;MOZIRJE - GOLTE;0;4.350;66;Brezje;R 11x4;1.375;14;1.256;9;59;12;10;9;6;138.852;DIST
RT;929;1332;SP.HOČE - ZG.HOČE;0;3.300;912;Spodnje Hoče;QLD3;4.550;30;3.865;30;250;240;80;20;35;1.344.973;PLDP
RT;929;1332;ZG. HOČE - POHORSKA VZPENJAČA;3.300;16.575;495;Hočko Pohorje;QLD5;1.295;31;1.154;9;64;15;18;1;3;182.399;PLDP
RT;929;1409;ODCEP ZA AREH ;0;4.950;;;P;510;4;469;10;15;7;5;0;0;81.121;PLDP
RT;929;7070;AREH - LUKANJA;0;20.920;;;P;40;0;34;0;2;2;2;0;0;13.935;PLDP
RT;930;7065;PESEK - LUKANJA;0;9.450;;;P;160;2;138;3;5;4;4;2;2;65.445;PLDP
RT;930;7065;LUKANJA - OPLOTNICA;9.450;18.820;459;Oplotnica 2;R 11x4;909;12;796;4;57;25;10;3;2;147.561;PLDP
RT;931;1354;RIBNICA - RIBNIŠKA KOČA;0;9.710;;;P;120;0;114;2;2;1;1;0;0;15.428;PLDP
RT;932;6924;SL.GRADEC - SPOLE;0;4.500;;;P;1.260;3;1.223;4;19;11;0;0;0;38.819;PLDP
RT;932;6924;SPOLE - PUNGART;4.500;15.352;;;P;220;0;215;0;3;2;0;0;0;3.981;PLDP
RT;933;1193;BREG  -  LISCA;0;4.650;454;Breg 1;R 09x4;500;9;448;2;19;17;4;0;1;68.431;PLDP
RT;933;1193;LISCA - JURKLOŠTER;4.650;12.186;287;Jurklošter;R 10x4;360;3;319;4;16;13;3;2;0;70.173;PLDP
RT;934;6838;SEŽANA - LIPICA;0;3.494;57;Sežana 2;QLD5;2.440;52;2.272;9;48;45;8;4;2;204.794;PLDP
RT;934;6840;LIPICA - LOKEV;0;4.139;75;Lokev 2;R 10x4;1.360;26;1.227;6;58;23;11;2;7;181.901;PLDP
RT;935;9042;FRAM - KOPIVNIK;0;3.600;510;Kopivnik;R 11x4;655;3;576;2;54;14;6;0;0;66.191;PLDP
RT;935;9042;KOPIVNIK - CESTNIK-AREH;3.600;13.900;;;P;50;2;46;1;1;0;0;0;0;4.230;PLDP
RT;936;1063;COL - PREDMEJA;0;14.523;223;Malo Polje;R 04x1;600;0;562;3;30;3;2;0;0;28.616;PLDP
RT;937;8710;BRESTRNICA - GAJ-SV. JURIJ;0;14.162;;;P;50;0;47;0;1;2;0;0;0;3.981;PLDP
RT;938;2503;ČERMOŠNJICE - KOMARNA V.-GRIČICE;0;6.317;;;P;50;3;44;0;2;1;0;0;0;1.991;PLDP
RT;940;1018;MATAVUN-ZAVRHEK;0;3.707;207;Vreme;R 11x4;841;13;749;3;54;17;4;1;0;72.661;PLDP
RT;940;3214;ZAVRHEK - ARTVIŽE;0;14.830;589;Zavrhek;R 11x4;489;2;448;1;29;7;1;1;0;29.363;PLDP
RT;940;3214;ARTVIŽE - PREGARJE;14.830;23.588;593;Pregarje-4;R 08x1;240;1;218;1;16;2;0;1;1;20.654;PLDP
RT;940;3213;PREGARJE - HARIJE;0;7.696;;;P;510;9;466;1;27;2;3;1;1;35.584;PLDP
RT;941;1541;GRABONOŠ-RADENCI;0;7.399;343;Kapelski Vrh;QLD3;1.986;25;1.743;16;116;56;21;4;5;339.665;PLDP
*    Promet smo na nekaterih števnih mestih zaradi izrazitega padca/rasti po odprtju določenih avocestnih odsekov ročno korigirali.;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Legenda;;;;;;;;;;;;;;;;;;;
Kat. ceste;;;Kategorija ceste;;;;;;;;;;;;;;;;
Štev. ceste;;;Oznaka ceste;;;;;;;;;;;;;;;;
Štev. odseka;;;Oznaka odseka ceste;;;;;;;;;;;;;;;;
Prometni odsek;;;Opis poteka prometnega odseka;;;;;;;;;;;;;;;;
Stac. začetka;;;Stacionaža začetka prometnega odseka;;;;;;;;;;;;;;;;
Stac. konca;;;Stacionaža konca prometnega odseka;;;;;;;;;;;;;;;;
Števno mesto;;;Oznaka števnega mesta;;;;;;;;;;;;;;;;
Ime števnega mesta;;;Ime števnega mesta;;;;;;;;;;;;;;;;
Tip štetja;;;QLD-3         Števec QLD-3 prešteje vsa vozila ;;;;;;;;;;;;;;;;
;;;QLD-5         Števec QLD-5 loči 5 kategorij vozil;;;;;;;;;;;;;;;;
;;;QLD-6         Števec QLD-6 loči 10 kategorij vozil;;;;;;;;;;;;;;;;
;;;QLTC-8       Števec QLTC-8 loči 10 kategorij vozil;;;;;;;;;;;;;;;;
;;;PRAZNO     V letu 2011 števec ni deloval;;;;;;;;;;;;;;;;
;;;R 11x4        Ročno štetje;;;;;;;;;;;;;;;;
;;;                   11x4 Leto zadnjega ročnega štetja (2011) in število štetij v letu (4);;;;;;;;;;;;;;;;
;;;P                  Privzet  (na tem odseku se ne izvaja štetje,  promet je ocenjen);;;;;;;;;;;;;;;;
Vsa vozila (PLDP);;;PLDP - Povp. letni dnevni promet vseh motornih vozil;;;;;;;;;;;;;;;;
Motorji;;;MO - Motorji;;;;;;;;;;;;;;;;
Osebna vozila;;;OA - Osebna vozila;;;;;;;;;;;;;;;;
Avtobusi;;;BUS - Avtobusi;;;;;;;;;;;;;;;;
Lahka tov. < 3,5t;;;LT - Lahki tovorni promet do 3,5t;;;;;;;;;;;;;;;;
Sr. tov.  3,5-7t;;;ST - Srednje težki tovornjaki 3,5-7t;;;;;;;;;;;;;;;;
Tež. tov. nad 7t;;;TT - Težki tovornjaki nad 7t;;;;;;;;;;;;;;;;
Tov. s prik.;;;TP - Tovorni s prikolico;;;;;;;;;;;;;;;;
Vlačilci;;;TPP - Vlačilci;;;;;;;;;;;;;;;;
NOO;;;nominalna osna obremenitev, 20 letno povprečje;;;;;;;;;;;;;;;;
;;;tip izračuna : WIM za izračun NOO na osnovi WIM meritev na merjenem odseku, ;;;;;;;;;;;;;;;;
;;;                      DIST za izračun na osnovi distribucije WIM podatkov iz sosednjih prometnih odsekov,;;;;;;;;;;;;;;;;
;;;                      PLDP za izračun na osnovi podatkov iz štetja prometa in faktorjev ekvivalentnosti po TSC 06.511:2009;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
